ID,Registro,Fecha Cot,Vigencia,N° Cot,Producto,Monto Asegurado,Forma de Pago,Cuotas,Descuento Adicional,Promoción,PDF,Aceptada?,Plan Aceptado,Recomendada?,Deducible Recomendado,Comentarios
aec74fcb,3670afd7,27/11/2025,15,796,Pro0032,,,12,,,/Gestión/Cotizaciones/aec74fcb.PDF.183248.pdf,FALSE,,,,
92e77f9a,3670afd7,27/11/2025,15,5187401,4fdf4801,,,12,,,/Gestión/Cotizaciones/92e77f9a.PDF.184602.pdf,TRUE,,,,
1bbbf706,46b82f8e,28/11/2025,10,814,33ae095e,$700.00,,12,,,/Gestión/Cotizaciones/1bbbf706.PDF.160351.pdf,FALSE,,,,
f47da6e4,6e6b8483,1/12/2025,15,816,Pro0110,,,12,,,/Gestión/Cotizaciones/f47da6e4.PDF.150033.pdf,TRUE,,,,
c43c8be7,c83f0584,2/12/2025,15,818,ee15c670,"$4,000.00",,12,,,/Gestión/Cotizaciones/c43c8be7.PDF.162340.pdf,FALSE,,,,
5230aac6,c83f0584,2/12/2025,10,818,Pro0036,"$4,000.00",,12,,,/Gestión/Cotizaciones/5230aac6.PDF.162420.pdf,FALSE,,,,
5fe258c0,c83f0584,2/12/2025,15,818,Pro0035,"$4,000.00",,12,,3ra Cuota Gratis,/Gestión/Cotizaciones/5fe258c0.PDF.162454.pdf,FALSE,,,,
b1038778,c83f0584,15/12/2025,15,1613489,3baf9793,"$4,000.00",,10,,,/Gestión/Cotizaciones/b1038778.PDF.141105.pdf,FALSE,,,,
c38c785b,a1bc1d28,3/12/2025,10,821,Pro0082,,,12,,,/Gestión/Cotizaciones/c38c785b.PDF.171911.pdf,FALSE,,,,
aa9810a9,Neg0122,15/12/2025,10,881,5aaaa6cf,,,11,,,/Gestión/Cotizaciones/aa9810a9.PDF.153935.pdf,FALSE,,,,
9e2d722a,Neg0122,15/12/2025,10,881,fe5e0dde,,,11,,,/Gestión/Cotizaciones/9e2d722a.PDF.154025.pdf,FALSE,,,,
2d5438ac,Neg0122,15/12/2025,15,881,Pro0091,,,11,,,/Gestión/Cotizaciones/2d5438ac.PDF.154100.pdf,FALSE,,,,
d87823fb,Neg0124,15/12/2025,15,883,Pro0034,,,12,,Tercera Cuota Gratis,/Gestión/Cotizaciones/d87823fb.PDF.161455.pdf,FALSE,,,,
ac14013c,Neg0124,15/12/2025,15,883,Pro0091,,,12,,Tercera Cuota Gratis,/Gestión/Cotizaciones/ac14013c.PDF.161441.pdf,FALSE,,,,
d893f941,Neg0131,15/12/2025,10,884,cc24027c,,,11,,,/Gestión/Cotizaciones/d893f941.PDF.163617.pdf,FALSE,,,,
1f411021,Neg0131,15/12/2025,10,884,Pro0034,,,11,,Tercera Cuota Gratis,/Gestión/Cotizaciones/1f411021.PDF.163659.pdf,FALSE,,,,
6aace18e,Neg0144,15/12/2025,15,886,Pro0091,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/6aace18e.PDF.165818.pdf,FALSE,,,,
58a361fb,Neg0144,15/12/2025,15,886,Pro0034,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/58a361fb.PDF.165906.pdf,FALSE,,,,
e7cdb850,Neg0145,15/12/2025,10,1613751,Pro0096,,,11,,,/Gestión/Cotizaciones/e7cdb850.PDF.172512.pdf,FALSE,,,,
c9d47302,212e89c1,15/12/2025,10,21661666,Pro0015,,,12,,,/Gestión/Cotizaciones/c9d47302.PDF.193634.pdf,FALSE,,,,
c98cb5c5,f98f4481,15/12/2025,15,5209689,Pro0070,,,11,,,/Gestión/Cotizaciones/c98cb5c5.PDF.202609.pdf,FALSE,,,,
df34b7d0,f98f4481,15/12/2025,10,889,Pro0069,,,11,,,/Gestión/Cotizaciones/df34b7d0.PDF.202904.pdf,FALSE,,,,
9b79bef4,28872a0c,15/12/2025,10,890,Pro0034,,,12,,,/Gestión/Cotizaciones/9b79bef4.PDF.204224.pdf,FALSE,,,,
27f3747b,Neg0165,16/12/2025,10,5210746,4fdf4801,,,12,,,/Gestión/Cotizaciones/27f3747b.PDF.154355.pdf,TRUE,,,,
b737e75d,Neg0165,16/12/2025,10,895,Pro0054,,,12,,,/Gestión/Cotizaciones/b737e75d.PDF.154552.pdf,FALSE,,,,
bc901bb7,Neg0165,16/12/2025,10,895,3f8dd2d4,,,12,,,/Gestión/Cotizaciones/bc901bb7.PDF.154702.pdf,FALSE,,,,
1d9ca1a2,57f54aa0,16/12/2025,15,900,Pro0091,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/1d9ca1a2.PDF.181805.pdf,FALSE,,,,
8baf4757,57f54aa0,16/12/2025,15,900,Pro0034,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/8baf4757.PDF.181914.pdf,FALSE,,,,
76888ff0,c03c9974,16/12/2025,15,1614752,96b180f0,,,11,,,/Gestión/Cotizaciones/76888ff0.PDF.182617.pdf,FALSE,,,,
566a56e0,30cda41b,17/12/2025,15,903,Pro0083,,,12,,,/Gestión/Cotizaciones/566a56e0.PDF.183354.pdf,TRUE,,,,
be1958d7,02b49c5e,18/12/2025,10,904,Pro0100,$150.00,,10,,,/Gestión/Cotizaciones/be1958d7.PDF.144213.pdf,FALSE,,,,
8516e1e2,02b49c5e,18/12/2025,10,907,Pro0100,$200.00,,10,,,/Gestión/Cotizaciones/8516e1e2.PDF.144419.pdf,FALSE,,,,
4405da34,02b49c5e,18/12/2025,10,908,Pro0100,$225.00,,10,,,/Gestión/Cotizaciones/4405da34.PDF.144622.pdf,FALSE,,,,
5c92308c,02b49c5e,18/12/2025,10,909,Pro0100,$250.00,,10,,,/Gestión/Cotizaciones/5c92308c.PDF.150059.pdf,FALSE,,,,
9e375d73,6137a1d9,18/12/2025,15,911,Pro0034,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/9e375d73.PDF.184353.pdf,FALSE,,,,
ce4c8e74,df9875b3,18/12/2025,15,912,Pro0034,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/ce4c8e74.PDF.190355.pdf,FALSE,,,,
5f4c9246,df9875b3,18/12/2025,15,5525792,Pro0073,,,11,,,/Gestión/Cotizaciones/5f4c9246.PDF.191743.pdf,FALSE,,,,
4c6d83b1,75981335,24/12/2025,15,935,Pro0091,,,11,,3ra Cuota Gratis,/Gestión/Cotizaciones/4c6d83b1.PDF.150800.pdf,FALSE,,,,
b2ecaf99,75981335,24/12/2025,15,935,Pro0034,,,11,,3ra Cuota Gratis,/Gestión/Cotizaciones/b2ecaf99.PDF.150839.pdf,FALSE,,,,
9e5167ee,75981335,24/12/2025,15,5545842,Pro0073,,,11,,,/Gestión/Cotizaciones/9e5167ee.PDF.160616.pdf,FALSE,,,,
084e0caf,e8a75220,29/12/2025,10,977,89897dd7,"$6,008.00",,12,,,/Gestión/Cotizaciones/084e0caf.PDF.122800.pdf,FALSE,,,,
ac96bf55,1c1623bf,31/12/2025,10,979,Pro0034,,,11,,3ra cuota gratis,/Gestión/Cotizaciones/ac96bf55.PDF.172548.pdf,TRUE,,,,
3c8f0fda,6a6d843f,7/1/2026,10,987,Pro0082,,,12,,,/Gestión/Cotizaciones/3c8f0fda.PDF.155811.pdf,FALSE,,,,
ff5f1ca4,6a6d843f,7/1/2026,10,987,Pro0032,,,12,,,/Gestión/Cotizaciones/ff5f1ca4.PDF.155846.pdf,FALSE,,,,
e81e6bf4,ee16754f,12/1/2026,10,1039,Pro0032,,,12,,,/Gestión/Cotizaciones/e81e6bf4.PDF.162449.pdf,FALSE,,,,
ab8ee672,8da00208,12/1/2026,10,1040,Pro0034,,,12,,,/Gestión/Cotizaciones/ab8ee672.PDF.173825.pdf,FALSE,,,,
a422519f,970cd1c3,13/1/2026,10,1043,Pro0032,,,12,,,/Gestión/Cotizaciones/a422519f.PDF.161418.pdf,FALSE,,,,
04cf4020,ac927ec4,13/1/2026,10,1044,Pro0099,,,12,,,/Gestión/Cotizaciones/04cf4020.PDF.165752.pdf,FALSE,,,,
8dce37a2,53072e4c,13/1/2026,10,1045,Pro0034,,,12,,,/Gestión/Cotizaciones/8dce37a2.PDF.171132.pdf,FALSE,,,,
05cdc41c,04ac1008,13/1/2026,10,1046,Pro0034,,,12,,,/Gestión/Cotizaciones/05cdc41c.PDF.171610.pdf,FALSE,,,,
ecb3bea5,32936c02,13/1/2026,10,1047,Pro0032,,,1,,,/Gestión/Cotizaciones/ecb3bea5.PDF.175052.pdf,FALSE,,,,
d3286efc,dee879df,13/1/2026,10,1048,Pro0032,,,1,,,/Gestión/Cotizaciones/d3286efc.PDF.175409.pdf,FALSE,,,,
55f52bd0,a49e8330,13/1/2026,10,1049,Pro0032,,,12,,,/Gestión/Cotizaciones/55f52bd0.PDF.183315.pdf,FALSE,,,,
a234a4ba,d4146c05,13/1/2026,10,1050,Pro0032,,,12,,,/Gestión/Cotizaciones/a234a4ba.PDF.183917.pdf,FALSE,,,,
ebc8b510,d7fe2319,13/1/2026,10,1051,Pro0032,,,12,,,/Gestión/Cotizaciones/ebc8b510.PDF.185022.pdf,FALSE,,,,
1b14f5f6,44db2753,14/1/2026,10,1054,Pro0032,,,12,,1373114,/Gestión/Cotizaciones/1b14f5f6.PDF.155750.pdf,TRUE,,,,
6e159ac9,e200030b,16/1/2026,10,1055,Pro0110,,,12,,,/Gestión/Cotizaciones/6e159ac9.PDF.144431.pdf,FALSE,,,,
07cca5eb,3daa9575,13/1/2026,10,1043,Pro0032,,,12,,,/Gestión/Cotizaciones/07cca5eb.PDF.142506.pdf,FALSE,,,,
a841eb14,75981335,20/1/2026,10,1057,Pro0091,,,12,,,/Gestión/Cotizaciones/a841eb14.PDF.190300.pdf,FALSE,,,,
7c2e6b49,262b9f98,28/2/2026,15,1242,Pro0034,,,12,,,/Gestión/Cotizaciones/7c2e6b49.PDF.183707.pdf,FALSE,,,,
740eb6b1,82bd9642,21/1/2026,10,953814,b99fcf9f,,,11,,,/Gestión/Cotizaciones/740eb6b1.PDF.143328.pdf,FALSE,,,,
20a43b5f,82bd9642,21/1/2026,10,5252745,Pro0063,,,1,,,/Gestión/Cotizaciones/20a43b5f.PDF.152356.pdf,TRUE,,,,
7a2f3235,0263c441,28/2/2026,15,1246,Pro0034,,,12,,,/Gestión/Cotizaciones/7a2f3235.PDF.185953.pdf,FALSE,,,,
ffb974ea,2a15e628,28/2/2026,15,1245,Pro0032,,,12,,,/Gestión/Cotizaciones/ffb974ea.PDF.185553.pdf,FALSE,,,,
27e17aaf,8ec4f8d8,30/1/2026,15,1143,Pro0034,,,12,,,/Gestión/Cotizaciones/27e17aaf.PDF.154913.pdf,FALSE,,,,
69ad60c7,fc7a7987,21/1/2026,10,1069,Pro0009,,,12,,,/Gestión/Cotizaciones/69ad60c7.PDF.181606.pdf,FALSE,,,,
d5b45c08,62c21e54,28/2/2026,15,1243,Pro0091,,,12,,,/Gestión/Cotizaciones/d5b45c08.PDF.184314.pdf,FALSE,,,,
f583b355,62c21e54,21/1/2026,15,953888,Pro0072,,,11,,,/Gestión/Cotizaciones/f583b355.PDF.185702.pdf,FALSE,,,,
e9d992dc,543066bb,22/1/2026,10,1087,Pro0032,,,12,,,/Gestión/Cotizaciones/e9d992dc.PDF.144540.pdf,TRUE,,,,
428645f4,b1b7165c,28/2/2026,15,1252,Pro0091,,,12,,,/Gestión/Cotizaciones/428645f4.PDF.194003.pdf,FALSE,,,,
cba3ae43,d4f9c9d7,28/2/2026,15,1251,Pro0034,,,12,,,/Gestión/Cotizaciones/cba3ae43.PDF.193054.pdf,FALSE,,,,
3f9081c0,72a81bef,30/1/2026,15,1638751,Pro0111,,,11,35,Taller Libre Elección,/Gestión/Cotizaciones/3f9081c0.PDF.163950.pdf,FALSE,,,,
e8fc4c2a,bfdedb94,23/1/2026,10,1114,Pro0034,,,12,,,/Gestión/Cotizaciones/e8fc4c2a.PDF.174637.pdf,FALSE,,,,
2a7fa8c3,1052a1a4,28/2/2026,15,1248,Pro0032,,,12,,,/Gestión/Cotizaciones/2a7fa8c3.PDF.192000.pdf,FALSE,,,,
2e254dd2,46e8e49c,28/2/2026,15,1249,Pro0032,,,12,,,/Gestión/Cotizaciones/2e254dd2.PDF.192459.pdf,FALSE,,,,
bd3de86c,1d6dc457,28/2/2026,15,1247,Pro0034,,,12,,,/Gestión/Cotizaciones/bd3de86c.PDF.190417.pdf,FALSE,,,,
38226b49,82bd9642,23/1/2026,20,5256168,4fdf4801,,,1,,,/Gestión/Cotizaciones/38226b49.PDF.150436.pdf,FALSE,,,,
457fa1d9,d51d7ce2,26/1/2026,10,5258574,Pro0092,,,12,,,/Gestión/Cotizaciones/457fa1d9.PDF.173521.pdf,FALSE,,,,
d0d0b357,d3752173,28/2/2026,15,1254,Pro0034,,,12,,,/Gestión/Cotizaciones/d0d0b357.PDF.200123.pdf,FALSE,,,,
61229a45,abf5ecf7,30/1/2026,15,1152,Pro0034,,,12,,,/Gestión/Cotizaciones/61229a45.PDF.165926.pdf,FALSE,,,,
12ce55d6,abf5ecf7,28/2/2026,15,1253,Pro0091,,,12,,,/Gestión/Cotizaciones/12ce55d6.PDF.195055.pdf,FALSE,,,,
5a44aba0,abf5ecf7,26/1/2026,15,954460,Pro0072,,,11,,,/Gestión/Cotizaciones/5a44aba0.PDF.175358.pdf,FALSE,,,,
d856bbb9,abf5ecf7,26/1/2026,15,954460,Pro0073,,,11,,,/Gestión/Cotizaciones/d856bbb9.PDF.175439.pdf,FALSE,,,,
4d83e67d,cc870851,30/1/2026,15,1153,Pro0034,,,12,,,/Gestión/Cotizaciones/4d83e67d.PDF.170230.pdf,FALSE,,,,
61d7b532,cc870851,30/1/2026,15,1153,Pro0091,,,12,,,/Gestión/Cotizaciones/61d7b532.PDF.170208.pdf,FALSE,,,,
8c937dfe,cc870851,26/1/2026,15,954462,Pro0072,,,11,,,/Gestión/Cotizaciones/8c937dfe.PDF.180236.pdf,FALSE,,,,
5a16b1fa,cc870851,26/1/2026,15,954462,Pro0073,,,12,,,/Gestión/Cotizaciones/5a16b1fa.PDF.180315.pdf,FALSE,,,,
37d372fb,6a6d843f,26/1/2026,10,1130,Pro0082,,,12,,,/Gestión/Cotizaciones/37d372fb.PDF.183632.pdf,TRUE,,,,
ae3734c1,82bd9642,28/1/2026,10,5262604,b023eff5,$500.00,,1,,,/Gestión/Cotizaciones/ae3734c1.PDF.155000.pdf,FALSE,,,,
ba92655b,417f161d,28/1/2026,15,1135,Pro0034,,,12,,,/Gestión/Cotizaciones/ba92655b.PDF.193341.pdf,FALSE,,,,
39634702,0598c408,28/1/2026,15,1136,Pro0032,,,12,,,/Gestión/Cotizaciones/39634702.PDF.194152.pdf,FALSE,,,,
cff28110,0598c408,28/1/2026,15,5263263,4fdf4801,$300.00,,12,,,/Gestión/Cotizaciones/cff28110.PDF.194247.pdf,TRUE,,,,
9e5ee076,0263c441,28/2/2026,15,1246,Pro0091,,,12,,,/Gestión/Cotizaciones/9e5ee076.PDF.185910.pdf,FALSE,,,,
c2e84a4b,8ec4f8d8,30/1/2026,15,1143,Pro0091,,,12,,,/Gestión/Cotizaciones/c2e84a4b.PDF.154857.pdf,FALSE,,,,
ebac0744,b1b7165c,28/2/2026,15,1252,Pro0034,,,12,,,/Gestión/Cotizaciones/ebac0744.PDF.194045.pdf,FALSE,,,,
b28b22c5,d4f9c9d7,28/2/2026,15,1251,Pro0091,,,12,,,/Gestión/Cotizaciones/b28b22c5.PDF.193015.pdf,FALSE,,,,
76648563,46e8e49c,28/2/2026,15,1250,Pro0110,,,12,,,/Gestión/Cotizaciones/76648563.PDF.192642.pdf,FALSE,,,,
2abf60be,Neg0162,30/1/2026,15,1154,Pro0009,,,12,,,/Gestión/Cotizaciones/2abf60be.PDF.170741.pdf,FALSE,,,,
1d6b7724,Neg0162,30/1/2026,15,1154,Pro0082,,,12,,,/Gestión/Cotizaciones/1d6b7724.PDF.170809.pdf,FALSE,,,,
899c8bd8,Neg0162,30/1/2026,15,1154,Pro0099,,,12,,,/Gestión/Cotizaciones/899c8bd8.PDF.170854.pdf,FALSE,,,,
9d32fdfa,ae64c767,30/1/2026,15,1156,Pro0009,,,12,,,/Gestión/Cotizaciones/9d32fdfa.PDF.171738.pdf,FALSE,,,,
a9504443,ae64c767,30/1/2026,15,1156,Pro0099,,,12,,,/Gestión/Cotizaciones/a9504443.PDF.171803.pdf,FALSE,,,,
befd2f57,a80db467,30/1/2026,15,1157,Pro0032,,,12,,,,FALSE,,,,
878e56db,8a181242,30/1/2026,15,1161,Pro0009,,,12,,,/Gestión/Cotizaciones/878e56db.PDF.181237.pdf,FALSE,,,,
683f9ea7,8a181242,30/1/2026,15,1161,Pro0082,,,12,,,/Gestión/Cotizaciones/683f9ea7.PDF.181309.pdf,FALSE,,,,
0d46924c,d0b502bf,30/1/2026,15,1162,Pro0083,,,12,,,/Gestión/Cotizaciones/0d46924c.PDF.181801.pdf,FALSE,,,,
7c80af16,ad93ea2b,30/1/2026,15,1163,Pro0054,,,12,,,/Gestión/Cotizaciones/7c80af16.PDF.182112.pdf,FALSE,,,,
e10c63f8,ad93ea2b,30/1/2026,15,1163,Pro0032,,,12,,,/Gestión/Cotizaciones/e10c63f8.PDF.182144.pdf,FALSE,,,,
a36cb428,5976b900,30/1/2026,15,1166,Pro0054,,,12,,,/Gestión/Cotizaciones/a36cb428.PDF.183906.pdf,FALSE,,,,
8513e93a,5976b900,30/1/2026,15,1166,Pro0032,,,12,,,/Gestión/Cotizaciones/8513e93a.PDF.183935.pdf,FALSE,,,,
e769c05b,d504b32d,28/2/2026,15,1258,Pro0054,,,12,,,/Gestión/Cotizaciones/e769c05b.PDF.201753.pdf,FALSE,,,,
30e0b0ad,d504b32d,28/2/2026,15,1258,Pro0032,,,12,,,/Gestión/Cotizaciones/30e0b0ad.PDF.201833.pdf,FALSE,,,,
850ef275,e55a81be,28/2/2026,15,1256,Pro0054,,,12,,,/Gestión/Cotizaciones/850ef275.PDF.201339.pdf,FALSE,,,,
0758d272,e55a81be,28/2/2026,15,1256,Pro0032,,,12,,,/Gestión/Cotizaciones/0758d272.PDF.201418.pdf,FALSE,,,,
a10f3b05,101a0a69,30/1/2026,15,1170,Pro0054,,,12,,,/Gestión/Cotizaciones/a10f3b05.PDF.185614.pdf,FALSE,,,,
94b16e9e,101a0a69,30/1/2026,15,1170,Pro0032,,,12,,,/Gestión/Cotizaciones/94b16e9e.PDF.190446.pdf,FALSE,,,,
c88145de,cfb4e007,30/1/2026,15,1171,Pro0054,,,12,,,/Gestión/Cotizaciones/c88145de.PDF.190805.pdf,FALSE,,,,
e903a848,cfb4e007,30/1/2026,15,1171,Pro0032,,,12,,,/Gestión/Cotizaciones/e903a848.PDF.190831.pdf,TRUE,,,,
b9482751,c3a78960,30/1/2026,15,1172,Pro0054,,,12,,,/Gestión/Cotizaciones/b9482751.PDF.191233.pdf,FALSE,,,,
ccfbab97,c3a78960,30/1/2026,15,1172,Pro0032,,,12,,,/Gestión/Cotizaciones/ccfbab97.PDF.191302.pdf,FALSE,,,,
9ca24d00,31c127a5,30/1/2026,15,1174,Pro0083,,,12,,,/Gestión/Cotizaciones/9ca24d00.PDF.192157.pdf,TRUE,,,,
e436995f,8601d49a,28/2/2026,15,1255,Pro0032,,,12,,,/Gestión/Cotizaciones/e436995f.PDF.200747.pdf,TRUE,,,,
6ececfcc,f98f4481,3/2/2026,10,5270590,e32489d8,"$1,000.00",,12,,,/Gestión/Cotizaciones/6ececfcc.PDF.172236.pdf,FALSE,,,,
62519861,f3c3e533,4/2/2026,15,1178,Pro0099,,,12,,,/Gestión/Cotizaciones/62519861.PDF.150315.pdf,FALSE,,,,
d10ed0ae,f3c3e533,4/2/2026,15,1179 Titanium,Pro0099,,,12,,,/Gestión/Cotizaciones/d10ed0ae.PDF.151918.pdf,TRUE,,,,
10033755,5a79ad75,5/2/2026,15,1180,Pro0032,,,12,,,/Gestión/Cotizaciones/10033755.PDF.152858.pdf,TRUE,,,,
b3d5dd34,8de372fa,28/2/2026,15,1259,Pro0009,,,12,,,/Gestión/Cotizaciones/b3d5dd34.PDF.202336.pdf,FALSE,,,,
33039c4f,8de372fa,28/2/2026,15,1259,Pro0032,,,12,,,/Gestión/Cotizaciones/33039c4f.PDF.202415.pdf,FALSE,,,,
84702f61,e941100c,28/2/2026,15,1241,Pro0034,,,12,,,/Gestión/Cotizaciones/84702f61.PDF.183258.pdf,FALSE,,,,
236f0666,ab5d0c04,5/2/2026,15,1183,Pro0083,,,12,,,/Gestión/Cotizaciones/236f0666.PDF.204100.pdf,TRUE,,,,
4bd74a36,d51d7ce2,12/2/2026,15,5283616,2b2307fb,,,12,20,,/Gestión/Cotizaciones/4bd74a36.PDF.125556.pdf,FALSE,,,,
f3e46cbe,d51d7ce2,12/2/2026,15,5283622,Pro0092,,,12,20,,/Gestión/Cotizaciones/f3e46cbe.PDF.125731.pdf,FALSE,,,,
091b7c43,2bd45f72,12/2/2026,15,1201,Pro0032,,,12,,,/Gestión/Cotizaciones/091b7c43.PDF.161547.pdf,TRUE,,,,
1f27b0bc,abf5ecf7,28/2/2026,15,1253,Pro0034,,,12,10,Pedir descuento adicional una vez emitida la póliza.,/Gestión/Cotizaciones/1f27b0bc.PDF.195157.pdf,FALSE,,,,
25611412,abf5ecf7,12/2/2026,10,5791880,Pro0072,,,11,,,/Gestión/Cotizaciones/25611412.PDF.195527.pdf,FALSE,,,,
1918845a,d3752173,28/2/2026,15,1254,130941a4,,,12,,,/Gestión/Cotizaciones/1918845a.PDF.200205.pdf,FALSE,,,,
d3380081,ca0659a3,13/2/2026,15,5286461,b023eff5,,,1,,,/Gestión/Cotizaciones/d3380081.PDF.201312.pdf,FALSE,,,,
2abc0b17,7e44c039,17/2/2026,15,1205,Pro0099,,,12,,,/Gestión/Cotizaciones/2abc0b17.PDF.194843.pdf,FALSE,,,,
61f5f4e0,7b14721e,19/2/2026,15,1206,Pro0034,,,12,,,/Gestión/Cotizaciones/61f5f4e0.PDF.181300.pdf,TRUE,,,,
8e3d7b85,ca644998,28/2/2026,15,1244,Pro0034,,,12,,,/Gestión/Cotizaciones/8e3d7b85.PDF.184919.pdf,TRUE,,,,
72e6203c,ca644998,19/2/2026,15,5293682,b023eff5,,,1,,,/Gestión/Cotizaciones/72e6203c.PDF.182213.pdf,FALSE,,,,
d075d3c8,ca644998,19/2/2026,15,5293693,4fdf4801,,,1,,,/Gestión/Cotizaciones/d075d3c8.PDF.182302.pdf,FALSE,,,,
9e66291a,32da4e0c,23/2/2026,15,1215,Pro0091,,,12,,,/Gestión/Cotizaciones/9e66291a.PDF.152917.pdf,FALSE,,,,
3437858e,b6f8a30c,24/2/2026,15,1218,130941a4,,,12,,,/Gestión/Cotizaciones/3437858e.PDF.194807.pdf,FALSE,,,,
84c22e94,32da4e0c,24/2/2026,15,1219,Pro0034,,,12,,,/Gestión/Cotizaciones/84c22e94.PDF.200851.pdf,TRUE,,,,
b27b2538,8187f4d0,18/3/2026,15,1666835,Pro0111,,,11,,,/Gestión/Cotizaciones/b27b2538.PDF.174741.pdf,TRUE,,,,
e1447341,f3b56345,28/2/2026,15,1260,Pro0034,,,12,,,/Gestión/Cotizaciones/e1447341.PDF.202949.pdf,FALSE,,,,
f09ac67c,f3b56345,28/2/2026,15,1260,Pro0091,,,12,,,/Gestión/Cotizaciones/f09ac67c.PDF.202904.pdf,FALSE,,,,
1ab5fcfe,ad93ea2b,25/2/2026,15,1225,Pro0032,,,12,,,/Gestión/Cotizaciones/1ab5fcfe.PDF.150833.pdf,TRUE,,,,
6fc5f233,c3a78960,25/2/2026,15,1226,Pro0032,,,12,,,/Gestión/Cotizaciones/6fc5f233.PDF.151352.pdf,TRUE,,,,
3ad80b15,23872a90,28/2/2026,15,1262,Pro0054,,,12,,,/Gestión/Cotizaciones/3ad80b15.PDF.203707.pdf,FALSE,,,,
ad4c3d64,23872a90,28/2/2026,15,1262,Pro0032,,,12,,,/Gestión/Cotizaciones/ad4c3d64.PDF.203728.pdf,FALSE,,,,
8244ddec,2a56238c,28/2/2026,15,1261,Pro0054,,,12,,,/Gestión/Cotizaciones/8244ddec.PDF.203245.pdf,FALSE,,,,
407ba6f8,2a56238c,28/2/2026,15,1261,Pro0032,,,12,,,/Gestión/Cotizaciones/407ba6f8.PDF.203315.pdf,FALSE,,,,
5534f67f,2e415aa7,26/2/2026,15,1234,Pro0099,,,12,,,/Gestión/Cotizaciones/5534f67f.PDF.180050.pdf,FALSE,,,,
e413fd1f,2e415aa7,26/2/2026,15,1234,Pro0032,,,12,,,/Gestión/Cotizaciones/e413fd1f.PDF.180201.pdf,FALSE,,,,
ee1ce1b3,ab5d0c04,26/2/2026,15,1235,Pro0083,,,12,,,/Gestión/Cotizaciones/ee1ce1b3.PDF.182213.pdf,TRUE,,,,
582857a3,e0d7dfc2,26/2/2026,15,1237,Pro0032,,,12,,,/Gestión/Cotizaciones/582857a3.PDF.185134.pdf,FALSE,,,,
52f74d6f,e0d7dfc2,26/2/2026,15,1237,Pro0099,,,12,,,/Gestión/Cotizaciones/52f74d6f.PDF.185221.pdf,FALSE,,,,
2d78167c,e941100c,28/2/2026,15,1241,Pro0054,,,12,,,/Gestión/Cotizaciones/2d78167c.PDF.183304.pdf,FALSE,,,,
ef9a96aa,62c21e54,28/2/2026,15,1243,Pro0034,,,12,,,/Gestión/Cotizaciones/ef9a96aa.PDF.184358.pdf,FALSE,,,,
d1f12649,1d6dc457,28/2/2026,15,1247,Pro0091,,,12,,,/Gestión/Cotizaciones/d1f12649.PDF.190511.pdf,FALSE,,,,
0873b69e,8de372fa,28/2/2026,15,1259,Pro0054,,,12,,,/Gestión/Cotizaciones/0873b69e.PDF.202457.pdf,FALSE,,,,
89583205,e55a81be,2/3/2026,15,5308871,4fdf4801,,,12,,,/Gestión/Cotizaciones/89583205.PDF.145710.pdf,TRUE,,,,
90f993bd,e55a81be,2/3/2026,10,958878,Pro0073,,,11,,,/Gestión/Cotizaciones/90f993bd.PDF.151909.pdf,FALSE,,,,
d4c6d881,e55a81be,2/3/2026,10,958878,b99fcf9f,,,11,,,/Gestión/Cotizaciones/d4c6d881.PDF.152004.pdf,FALSE,,,,
b9e87299,00ae15c1,3/3/2026,15,58745581,Pro0051,,,12,,,/Gestión/Cotizaciones/b9e87299.PDF.151208.pdf,TRUE,,,,
155b0243,f7e1c371,3/3/2026,15,1266,Pro0099,,,,,,/Gestión/Cotizaciones/155b0243.PDF.172336.pdf,FALSE,,,,
08a46279,a14e21aa,4/3/2026,15,1267,Pro0099,,,12,,,/Gestión/Cotizaciones/08a46279.PDF.150753.pdf,FALSE,,,,
9c05b6b7,4cf4e6a0,4/3/2026,15,1268,Pro0099,,,12,,,/Gestión/Cotizaciones/9c05b6b7.PDF.151514.pdf,FALSE,,,,
6de6735a,9068243c,5/3/2026,15,1266,Pro0032,,,12,,,/Gestión/Cotizaciones/6de6735a.PDF.140745.pdf,TRUE,,,,
4d924018,aa113c96,10/3/2026,15,1270,Pro0029,,,12,,,,TRUE,,,,
e9629cd3,1052a1a4,10/3/2026,15,1272,Pro0032,,,12,,,/Gestión/Cotizaciones/e9629cd3.PDF.175445.pdf,FALSE,,,,
2ca238ba,ca0659a3,10/3/2026,15,5323816,b023eff5,,,3,,,/Gestión/Cotizaciones/2ca238ba.PDF.181203.pdf,TRUE,,,,
81663833,aa771c94,11/3/2026,15,1273,Pro0099,,,12,,,/Gestión/Cotizaciones/81663833.PDF.143220.pdf,FALSE,,,,
9fbbd9ca,53bdb5e8,11/3/2026,15,1274,Pro0099,,,12,,,/Gestión/Cotizaciones/9fbbd9ca.PDF.182946.pdf,FALSE,,,,
a0c8e365,23872a90,11/3/2026,15,1275,Pro0032,,,12,,,/Gestión/Cotizaciones/a0c8e365.PDF.205106.pdf,TRUE,,,,
