ID,Documento,Tipo,Movimiento,Fecha Emisión,Glosa,Item,Recibo,N° Endoso,PDF Folio,PDF Endoso,PDF Recibo,Condiciones,Solicitud Finalizada?,Impresión PDF,Comentarios
Sol0106,Doc0187,Propuesta,Nueva,23/11/2023,Se adjuntan condiciones de renovación y carta asignacion corredor,,11975578,,/Gestión/Pólizas/Solicitudes/23-11-23 Sol0106 Pol 61772032.pdf,,,,TRUE,Impreso,Folio Antiguo P063
Sol0107,Doc0197,Propuesta,Nueva,24/11/2023,Se adjuntan condiciones y aceptación del cliente,,enviado por correo 24-11,,/Gestión/Pólizas/Solicitudes/24-11-23 Sol0107 Pol 20549601.pdf,,,,TRUE,Impreso,Folio Antiguo P064
Sol0108,Doc0189,Propuesta,Nueva,27/11/2023,"Reemplaza Póliza QP1080456 por cambio de corredor.
Se incluye carta de asignación firmada",,Enviado por correo 27-11,,/Gestión/Pólizas/Solicitudes/27-11-23 Sol0108 Pol QP1089859.pdf,,,,TRUE,Impreso,Folio Antiguo P065
Sol0109,Doc0189,Endoso,Anulación,27/11/2023,"Anular desde inicio por cambio de corredor.
Se incluye carta de asignación",,Enviado por correo 27-11,,/Gestión/Pólizas/Solicitudes/27-11-23 Sol0109 Pol QP1089859.pdf,,,,TRUE,Impreso,Folio Antiguo E045
Sol0110,Doc0187,Endoso,Modificación,27/11/2023,"A solicitud del cliente, por favor cambiar Asegurado a nombre de la Cónyuge.
Se realizó una transferencia de dominio sin pago en el R. Civil.",,11979524,,/Gestión/Pólizas/Solicitudes/27-11-23 Sol0110 Pol 61772032.pdf,,,,TRUE,Impreso,Folio Antiguo E046
Sol0111,Doc0197,Endoso,Modificación,29/11/2023,Modificar plan de pago para que el vencimiento de la 1era cuota sea en Enero,,Nulo,,/Gestión/Pólizas/Solicitudes/29-11-23 Sol0111 Pol 20549601.pdf,,,,TRUE,Impreso,Folio Antiguo E047
Sol0112,Doc0211,Endoso,Anulación,6/12/2023,Anular póliza desde inicio a solicitud del asegurado,,231206-000682,,/Gestión/Pólizas/Solicitudes/06-12-23 Sol0112 Pol 23504189.pdf,,,,TRUE,Impreso,Folio Antiguo E048
Sol0113,Doc0203,Propuesta,Nueva,20/12/2023,Se adjuntan condiciones de renovación y carta asignacion corredor,,12024540,,/Gestión/Pólizas/Solicitudes/20-12-23 Sol0113 Pol 61785251.pdf,,,,TRUE,Impreso,Folio Antiguo P066
Sol0114,Doc0110,Endoso,Cancelación,21/12/2023,"Se cancela a contar de hoy, a solicitud del cliente, por venta de materia. Se incluye comprobante de venta.",,231221-001464,,/Gestión/Pólizas/Solicitudes/21-12-23 Sol0114 Pol 300316457.pdf,,,,TRUE,Impreso,Folio Antiguo E049
Sol0115,Doc0209,Endoso,Modificación,3/1/2024,Incluir número de departamento en la dirección del riesgo. Depto 313,,15754605,,/Gestión/Pólizas/Solicitudes/03-01-24 Sol0115 Pol QP1083594.pdf,,,,TRUE,Impreso,Folio Antiguo E050
Sol0116,Doc0220,Propuesta,Nueva,5/1/2024,Se incluye condiciones y aceptación del cliente,,Enviado por correo el 04-01-24,,/Gestión/Pólizas/Solicitudes/05-01-24 Sol0116 Pol 20553891.pdf,,,,TRUE,Impreso,Folio Antiguo P067
Sol0117,Doc0128,Endoso,Cancelación,5/1/2024,"Cancelar por venta de materia, a contar del 04-01-24. Se adjunta correo cliente.",,15973752,,/Gestión/Pólizas/Solicitudes/05-01-24 Sol0117 Pol 1302793.pdf,,,,TRUE,Impreso,Folio Antiguo E051
Sol0118,Doc0256,Endoso,Anulación,12/1/2024,Anular desde inicio a pedido del cliente,,240112-000939,,/Gestión/Pólizas/Solicitudes/12-01-24 Sol0118 Pol 300404743.pdf,,,,TRUE,Impreso,Folio Antiguo E052
Sol0119,Doc0111,Endoso,Cancelación,16/1/2024,Cancelar por venta de materia a contar del 16-01-24,,15980751,,/Gestión/Pólizas/Solicitudes/16-01-24 Sol0119 Pol 1299668.pdf,,,,TRUE,Impreso,Folio Antiguo E053
Sol0120,Doc0112,Propuesta,Nueva,17/1/2024,Se incluye condiciones y aceptación del cliente,,240117-000745,,/Gestión/Pólizas/Solicitudes/17-01-24 Sol0120 Pol 300406539.pdf,,,,TRUE,Impreso,Folio Antiguo P068
Sol0121,Doc0112,Propuesta,Nueva,17/1/2024,Se incluye condiciones y aceptación del cliente,,240117-002291,,/Gestión/Pólizas/Solicitudes/17-01-24 Sol0121 Pol 300406539.pdf,,,,TRUE,Impreso,Folio Antiguo P069
Sol0122,Doc0231,Endoso,Anulación,17/1/2024,Anular desde inicio a pedido del cliente,,240117-001157,,/Gestión/Pólizas/Solicitudes/17-01-24 Sol0122 Pol 300404740.pdf,,,,TRUE,Impreso,Folio Antiguo E054
Sol0123,Doc0232,Endoso,Anulación,17/1/2024,Anular desde inicio a pedido del cliente,,240117-001158,,/Gestión/Pólizas/Solicitudes/17-01-24 Sol0123 Pol 300404738.pdf,,,,TRUE,Impreso,Folio Antiguo E055
Sol0124,Doc0233,Propuesta,Renovación,18/1/2024,Renovar en iguales condiciones,,8804683-1,,/Gestión/Pólizas/Solicitudes/18-01-24 Sol0124 Pol 1389937.pdf,,,,TRUE,Impreso,Folio Antiguo P070
Sol0125,Doc0222,Propuesta,Nueva,22/1/2024,"Se incluye condiciones y aceptación del cliente.
Continuidad de Cobertura Póliza 300316206 en Reale Seguros.",,15844475,,/Gestión/Pólizas/Solicitudes/22-01-24 Sol0125 Pol QP1097955.pdf,,,,TRUE,Impreso,Folio Antiguo P071
Sol0126,Doc0234,Propuesta,Renovación,22/1/2024,"Renovar con el aumento estipulado.
Se incluye aceptación Cliente",,8804686-1,,/Gestión/Pólizas/Solicitudes/22-01-24 Sol0126 Pol 1390060.pdf,,,,TRUE,Impreso,Folio Antiguo P072
Sol0127,Doc0235,Propuesta,Renovación,22/1/2024,Renovar en iguales condiciones,,8804687-1,,/Gestión/Pólizas/Solicitudes/22-01-24 Sol0127 Pol 1390061.pdf,,,,TRUE,Impreso,Folio Antiguo P073
Sol0128,Doc0223,Propuesta,Renovación,23/1/2024,"Renovar con el aumento estipulado.
Se incluye aceptación Cliente",,240123-000235,,/Gestión/Pólizas/Solicitudes/23-01-24 Sol0128 Pol 100064919.pdf,,,,TRUE,Impreso,Folio Antiguo P074
Sol0129,Doc0259,Endoso,Anulación,23/1/2024,Anular desde inicio a pedido del cliente,,240123-000200,,/Gestión/Pólizas/Solicitudes/23-01-24 Sol0129 Pol 300404744.pdf,,,,TRUE,Impreso,Folio Antiguo E056
Sol0130,Doc0260,Endoso,Anulación,23/1/2024,Anular desde inicio a pedido del cliente,,240123-000255,,/Gestión/Pólizas/Solicitudes/23-01-24 Sol0130 Pol 300404746.pdf,,,,TRUE,Impreso,Folio Antiguo E057
Sol0131,Doc0271,Propuesta,Nueva,25/1/2024,"Se incluye cotizacipon, aceptación del cliente y Factura 93674.",,15986111-1,,/Gestión/Pólizas/Solicitudes/25-01-24 Sol0131 Pol 1390844.pdf,,,,TRUE,Impreso,Folio Antiguo P075
Sol0132,Doc0227,Propuesta,Renovación,29/1/2024,"Renovar en iguales condiciones.
Se adjunta cotización original",,240129-000999,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0132 Pol 300407426.pdf,,,,TRUE,Impreso,Folio Antiguo P076
Sol0133,Doc0245,Endoso,Modificación,29/1/2024,Modificar Plan de pago a 10 cuotas,,240129-000667,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0133 Pol 300404749.pdf,,,,TRUE,Impreso,Folio Antiguo E059
Sol0134,Doc0240,Endoso,Modificación,29/1/2024,Modificar Plan de pago a 10 cuotas,,240129-000860,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0134 Pol 300404750.pdf,,,,TRUE,Impreso,Folio Antiguo E060
Sol0135,Doc0226,Endoso,Modificación,29/1/2024,Modificar Plan de pago a 10 cuotas,,240129-000898,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0135 Pol 300404752.pdf,,,,TRUE,Impreso,Folio Antiguo E061
Sol0136,Doc0242,Endoso,Modificación,29/1/2024,"Modificar Correo de contacto.
Correo correcto: folmedon@hotmail.com",,240129-001118,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0136 Pol 300404737.pdf,,,,TRUE,Impreso,Folio Antiguo E062
Sol0137,Doc0233,Endoso,Modificación,29/1/2024,"Modificar lo siguiente:
Comisión debería ser de 15%, no 12%.
Correo de contacto debería ser ilara@tacchile.cl",,15987588,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0137 Pol 1389937.pdf,,,,TRUE,Impreso,Folio Antiguo E063
Sol0138,Doc0234,Endoso,Modificación,29/1/2024,Modificar correo. Debería ser rodyusa1964@gmail.com,,15987618,,/Gestión/Pólizas/Solicitudes/29-01-24 Sol0138 Pol 1390060.pdf,,,,TRUE,Impreso,Folio Antiguo E064
Sol0139,Doc0223,Propuesta,Renovación,30/1/2024,"Renovar con el aumento estipulado.
Se incluye aceptación Cliente",,240130-000640,,/Gestión/Pólizas/Solicitudes/30-01-24 Sol0139 Pol 100064919.pdf,,,,TRUE,Impreso,Folio Antiguo P077
Sol0140,Doc0218,Endoso,Anulación,30/1/2024,"Anular desde inicio por cambio de póliza, ya que hubo un error en la vigencia",,240130-000620,,/Gestión/Pólizas/Solicitudes/30-01-24 Sol0140 Pol 100064730.pdf,,,,TRUE,Impreso,Folio Antiguo E066
Sol0141,Doc0254,Propuesta,Renovación,31/1/2024,"Renovar en iguales condiciones.
Se adjuntan condiciones",,8806048-1,,/Gestión/Pólizas/Solicitudes/31-01-24 Sol0141 Pol 1392087.pdf,,,,TRUE,Impreso,Folio Antiguo P078
Sol0142,Doc0261,Endoso,Anulación,31/1/2024,Anular desde inicio a pedido del cliente,,240131-000626,,/Gestión/Pólizas/Solicitudes/31-01-24 Sol0142 Pol 300404741.pdf,,,,TRUE,Impreso,Folio Antiguo E067
Sol0143,Doc0255,Endoso,Modificación,31/1/2024,Modificar Plan de pago para quedar en 10 cuotas,,Enviado a Guisella Sepulveda,,/Gestión/Pólizas/Solicitudes/31-01-24 Sol0143 Pol 300404751.pdf,,,,TRUE,Impreso,Folio Antiguo E068
Sol0144,Doc0273,Propuesta,Nueva,8/2/2024,Se incluye Cotización y Aceptación del cliente,,240208-001707,,/Gestión/Pólizas/Solicitudes/08-02-24 Sol0144 Pol 500008295.pdf,,,,TRUE,Impreso,Folio Antiguo P079
Sol0145,Doc0277,Propuesta,Nueva,28/2/2024,"Se incluye Factura N°127348, Cotización y Aceptación del cliente
PAT: Banco Edwards, Master 5228 3262 0143 1990, 11/26",,"12198515
12198831",,/Gestión/Pólizas/Solicitudes/28-02-24 Sol0145 Pol 61806455.pdf,,,,TRUE,Impreso,Folio Antiguo P080
Sol0146,Doc0275,Propuesta,Nueva,28/2/2024,"Se incluye cotización, ajuste de prima y aceptación del cliente.
PAT: Santander, Master 5218 9210 1033 4419, 12/27",,12198741,,/Gestión/Pólizas/Solicitudes/28-02-24 Sol0146 Pol 61807008.pdf,,,,TRUE,Impreso,Folio Antiguo P081
Sol0147,Doc0276,Propuesta,Nueva,28/2/2024,"Se incluye cotización, ajuste de prima y aceptación del cliente.
PAT: Santander, Master 5218 9210 1033 4419, 12/27",,12198743,,/Gestión/Pólizas/Solicitudes/28-02-24 Sol0147 Pol 61806743.pdf,,,,TRUE,Impreso,Folio Antiguo P082
Sol0148,Doc0282,Propuesta,Renovación,4/3/2024,Se incluye condiciones y aceptación de renovación del cliente,,8811726-1,,/Gestión/Pólizas/Solicitudes/04-03-24 Sol0148 Pol 1400020.pdf,,,,TRUE,Impreso,Folio Antiguo P083
Sol0149,Doc0283,Propuesta,Renovación,4/3/2024,Se incluye condiciones y aceptación de renovación del cliente,,8811729-1,,/Gestión/Pólizas/Solicitudes/04-03-24 Sol0149 Pol 1400018.pdf,,,,TRUE,Impreso,Folio Antiguo P084
Sol0150,Doc0293,Propuesta,Nueva,5/4/2024,"Se incluye cotización, aceptación cliente, y correo de confirmación de la camioneta en consecionaria.",,12268156,,/Gestión/Pólizas/Solicitudes/05-04-24 Sol0150 Pol 61821498.pdf,,,,TRUE,Impreso,Folio Antiguo P085
Sol0151,Doc0179,Endoso,Cancelación,9/4/2024,Cancelar a solicitud del asegurado,,240409-000839,,/Gestión/Pólizas/Solicitudes/09-04-24 Sol0151 Pol 300393159.pdf,,,,TRUE,Impreso,Folio Antiguo E069
Sol0152,Doc0297,Propuesta,Renovación,15/4/2024,"Renovar con modificaciones de prima estipuladas. Resto de condiciones se mantienen.
Se incluye respaldo",,8818742-1,,/Gestión/Pólizas/Solicitudes/15-04-24 Sol0152 Pol 1415545.pdf,,,,TRUE,Impreso,Folio Antiguo P086
Sol0153,Doc0262,Endoso,Cancelación,3/5/2024,Cancelar por venta de Materia a contar del 25-04. Se adjunta contrato de Venta.,,174356,,/Gestión/Pólizas/Solicitudes/03-05-24 Sol0153 Pol 24500634.pdf,,,,TRUE,Impreso,Folio Antiguo E072
Sol0154,Doc0133,Endoso,Anulación,9/5/2024,Anular Póliza a solicitud del cliente,,16231108,,/Gestión/Pólizas/Solicitudes/09-05-24 Sol0154 Pol QP1036583.pdf,,,,TRUE,Impreso,Folio Antiguo E073
Sol0155,Doc0302,Endoso,Modificación,4/6/2024,"Modificar Domicilio.
Av Central Gonzalo Perez Llona 140, depto 1004, Maipú.",,Enviado Por Correo a la Clau,,/Gestión/Pólizas/Solicitudes/04-06-24 Sol0155 Pol 61830155.pdf,,,,TRUE,Impreso,Folio Antiguo E074
Sol0156,Doc0206,Endoso,Cancelación,6/6/2024,"Cancela a contar del 04-06, por venta de materia.",,181946,,/Gestión/Pólizas/Solicitudes/06-06-24 Sol0156 Pol 23503921.pdf,,,,TRUE,Impreso,Folio Antiguo E075
Sol0157,Doc0306,Endoso,Modificación,11/6/2024,"Modificar domicilio. Dice piso 2, debería decir piso 1.",,12467639,,/Gestión/Pólizas/Solicitudes/11-06-24 Sol0157 Pol 20571230.pdf,,,,TRUE,Impreso,Folio Antiguo E076
Sol0158,Doc0313,Propuesta,Nueva,13/6/2024,Se adjunta cortización y aceptación del Cliente,,Enviado por Correo a Nicol Gonzalez,,/Gestión/Pólizas/Solicitudes/13-06-24 Sol0158 Pol 20109730.pdf,,,,TRUE,Impreso,Folio Antiguo P087
Sol0159,Doc0316,Propuesta,Nueva,24/6/2024,"Se adjunta cotización, aceptación del cliente y respaldo de promoción mes de Diciembre gratis.",,Enviado a Fernanda Araya,,/Gestión/Pólizas/Solicitudes/24-06-24 Sol0159 Pol 9739169.pdf,,,,TRUE,Impreso,Folio Antiguo P088
Sol0160,Doc0318,Propuesta,Renovación,24/6/2024,"Se renueva en iguales condiciones, con cambio de contrantante.",,Enviado Por correo a sldprospectos@liberty.cl,,/Gestión/Pólizas/Solicitudes/24-06-24 Sol0160 Pol 23033214.pdf,,,,TRUE,Impreso,Folio Antiguo P089
Sol0161,Doc0319,Propuesta,Renovación,24/6/2024,"Se renueva en iguales condiciones, con cambio de contrantante.
Prima de ingreso 1UF
Vehículos:
Hino XZU 8.5 SL 2014 FYYT59
Volkswagen Delivery 10.160 2018 KHHX99
Volkswagen Delivery 9170 2020 LPCR57
Mitsubishi Fuso Canter 915 2022 RLSV86
DAF XF 105 FTS 2018 KHSW22
DAF XF 105 FTS 2019 KZZR76
DAF XF 480 FTS SC E5 2023 SVRB30
DAF XF 480 FTS SC E5 2023 SVRB31
MAN TGX 28.480 BLS 2023 SWPG51
Great Dane Frigorifico 2004 JH4752
Trailmobile Frigorifico 2001 JH4745
Utility Reefer 2013 JP1866",,Enviado a Claudia . Sistema no funciona,,/Gestión/Pólizas/Solicitudes/24-06-24 Sol0161 Pol 61850370.pdf,,,,TRUE,Impreso,Folio Antiguo P090
Sol0162,Doc0320,Propuesta,Renovación,24/6/2024,Se renueva con aumento del 15% y cambio de contrantante.,,Enviado a Claudia . Sistema no funciona,,/Gestión/Pólizas/Solicitudes/24-06-24 Sol0162 Pol 61848950.pdf,,,,TRUE,Impreso,Folio Antiguo P091
Sol0163,Doc0263,Endoso,Cancelación,24/6/2024,Cancelar. Pol reemplazada por pol 9739169,,Folio 4507570,,/Gestión/Pólizas/Solicitudes/24-06-24 Sol0163 Pol 9729875.pdf,,,,TRUE,Impreso,Folio Antiguo E077
Sol0164,Doc0321,Propuesta,Renovación,27/6/2024,Se renueva en iguales condiciones,,240627-000799,,/Gestión/Pólizas/Solicitudes/27-06-24 Sol0164 Pol 600008427.pdf,,,,TRUE,Impreso,Folio Antiguo P092
Sol0165,Doc0323,Propuesta,Renovación,3/7/2024,Se renueva en iguales condiciones,,12505271,,/Gestión/Pólizas/Solicitudes/03-07-24 Sol0165 Pol 20576575.pdf,,,,TRUE,Impreso,Folio Antiguo P093
Sol0166,Doc0306,Endoso,Anulación,17/7/2024,"Anular a solicitud del asegurado, argumentando que el seguro no le sirve.
Se incluye respaldo.",,12541301,,/Gestión/Pólizas/Solicitudes/17-07-24 Sol0166 Pol 20571230.pdf,,,,TRUE,Impreso,Folio Antiguo E078
Sol0167,Doc0265,Endoso,Cancelación,5/8/2024,Cancelar a contar del 31-07-24 por cambio de compañía,,194253,,/Gestión/Pólizas/Solicitudes/05-08-24 Sol0167 Pol 24500429.pdf,,,,TRUE,Impreso,Folio Antiguo E079
Sol0168,Doc0195,Endoso,Cancelación,5/8/2024,Cancelar a contar del 31-07-24 por cambio de compañía,,194422,,/Gestión/Pólizas/Solicitudes/05-08-24 Sol0168 Pol 23503800.pdf,,,,TRUE,Impreso,Folio Antiguo E080
Sol0169,Doc0266,Endoso,Cancelación,8/8/2024,Cancelar a contar del 31-07-24 por cambio de compañía,,195153,,/Gestión/Pólizas/Solicitudes/08-08-24 Sol0169 Pol 24500427.pdf,,,,TRUE,Impreso,Folio Antiguo E081
Sol0170,Doc0330,Propuesta,Renovación,12/8/2024,"Se renueva en iguales condiciones, con cambio de contratante",,Enviada por correo a Nathaly y Viviana,,/Gestión/Pólizas/Solicitudes/12-08-24 Sol0170 Pol 52819.pdf,,,,TRUE,Impreso,Folio Antiguo P094
Sol0171,Doc0267,Endoso,Cancelación,13/8/2024,Cancelar a contar del 08-08-24 por cambio de compañía,,195916,,/Gestión/Pólizas/Solicitudes/13-08-24 Sol0171 Pol 24500437.pdf,,,,TRUE,Impreso,Folio Antiguo E082
Sol0172,Doc0264,Endoso,Cancelación,26/8/2024,Cancelar a contar del 23/07 por venta de materia. Se adjunta contrato compra/venta y correo del cliente.,,198345,,/Gestión/Pólizas/Solicitudes/26-08-24 Sol0172 Pol 24500642.pdf,,,,TRUE,Impreso,Folio Antiguo E083
Sol0173,Doc0201,Endoso,Cancelación,29/8/2024,Cancelar a contar de hoy por cambio de Compañía.,,pendiente,,/Gestión/Pólizas/Solicitudes/29-08-24 Sol0173 Pol 6520875.pdf,,,,TRUE,Impreso,Folio Antiguo E084
Sol0174,Doc0268,Endoso,Cancelación,9/9/2024,Cancelar a contar del 07-09 por cambio de compañía,,240909-000988,,/Gestión/Pólizas/Solicitudes/09-09-24 Sol0174 Pol 300404749.pdf,,,,TRUE,Impreso,Folio Antiguo E085
Sol0175,Doc0350,Propuesta,Renovación,29/10/2024,Se renueva en iguales condiciones,,12757393,,/Gestión/Pólizas/Solicitudes/29-10-24 Sol0175 Pol 61891416.pdf,,,,TRUE,Impreso,Folio Antiguo P095
Sol0176,Doc0367,Propuesta,Renovación,12/11/2024,Se renueva en iguales condiciones,,16861371,,/Gestión/Pólizas/Solicitudes/12-11-24 Sol0176 Pol QP1142580.pdf,,,,TRUE,Impreso,Folio Antiguo P096
Sol0177,Doc0366,Propuesta,Renovación,12/11/2024,Se renueva en iguales condiciones,,12774784,,/Gestión/Pólizas/Solicitudes/12-11-24 Sol0177 Pol 20590591.pdf,,,,TRUE,Impreso,Folio Antiguo P097
Sol0178,Doc0356,Endoso,Anulación,15/11/2024,Anular por cambio a póliza QP1143522,,16876405,,/Gestión/Pólizas/Solicitudes/15-11-24 Sol0178 Pol QP1136988.pdf,,,,TRUE,Impreso,Folio Antiguo E086
Sol0179,Doc0366,Endoso,Modificación,18/11/2024,"A solicitud del asegurado, modificar el plan de pago para que la primera cuota sea el 05 o 10 de Enero/25",,CL_2024_235393,,/Gestión/Pólizas/Solicitudes/18-11-24 Sol0179 Pol 20590591.pdf,,,,TRUE,Impreso,Folio Antiguo E087
Sol0180,Doc0367,Endoso,Modificación,18/11/2024,"A solicitud del asegurado, modificar el plan de pago para que la primera cuota sea el 05 o 10 de Enero/25",,16893209,825522,/Gestión/Pólizas/Solicitudes/18-11-24 Sol0180 Pol QP1142580.pdf,,,,TRUE,Impreso,Folio Antiguo E088
Sol0181,Doc0368,Endoso,Modificación,18/11/2024,"A solicitud del asegurado, modificar el plan de pago para que la primera cuota sea el 05 o 10 de Enero/25",,"Enviado por correo a Rosa Muñoz, con copia a Nathaly y Mabel",,/Gestión/Pólizas/Solicitudes/18-11-24 Sol0181 Pol 93574.pdf,,,,TRUE,Impreso,Folio Antiguo E089
Sol0182,Doc0357,Endoso,Anulación,18/11/2024,Anular a solicitud del asegurado,,16882652,,/Gestión/Pólizas/Solicitudes/18-11-24 Sol0182 Pol QP1138833.pdf,,,,TRUE,Impreso,Folio Antiguo E090
Sol0183,Doc0362,Endoso,Anulación,19/11/2024,Anular por cambio a póliza QP1143884,,16891523,,/Gestión/Pólizas/Solicitudes/19-11-24 Sol0183 Pol QP1140113.pdf,,,,TRUE,Impreso,Folio Antiguo E091
Sol0184,Doc0365,Propuesta,Renovación,20/11/2024,Se renueva en iguales condiciones,,Enviado a Nathaly con copia a Mabel,,/Gestión/Pólizas/Solicitudes/20-11-24 Sol0184 Pol 526675.pdf,,,,TRUE,Impreso,Folio Antiguo P098
Sol0185,Doc0367,Endoso,Modificación,12/12/2024,"Modificar comuna.
Debería decir Las Condes, no Santiago.",,16973565,829724,/Gestión/Pólizas/Solicitudes/12-12-24 Sol0185 Pol QP1142580.pdf,,,,TRUE,Impreso,Folio Antiguo E092
Sol0186,Doc0371,Endoso,Modificación,6/1/2025,Incluir número de departamento en la dirección del riesgo. Depto 313,,17047695,831770,/Gestión/Pólizas/Solicitudes/06-01-25 Sol0186 Pol QP1144094.pdf,,,,TRUE,Impreso,Folio Antiguo E093
Sol0187,Doc0352,Endoso,Cancelación,7/1/2025,Cancelar a contar del 27-12-24 por venta de manteria.,,12885043,,/Gestión/Pólizas/Solicitudes/07-01-25 Sol0187 Pol 61890467.pdf,,,,TRUE,Impreso,Folio Antiguo E094
Sol0188,Doc0374,Endoso,Modificación,7/1/2025,"Modificar direccion personal del cliente y agregar patente, TFTY54",,17052009,QE831860,/Gestión/Pólizas/Solicitudes/07-01-25 Sol0188 Pol QP1142157.pdf,,,,TRUE,Impreso,Folio Antiguo E095
Sol0189,Doc0220,Endoso,Modificación,8/1/2025,"Prorrogar póliza por 31 días, debido a falta de condiciones de renovación",,12887510,,/Gestión/Pólizas/Solicitudes/08-01-25 Sol0189 Pol 20553891.pdf,,,,TRUE,Impreso,Folio Antiguo E096
Sol0190,Doc0386,Propuesta,Renovación,10/1/2025,Se renueva en iguales condiciones,,17066734,,/Gestión/Pólizas/Solicitudes/10-01-25 Sol0190 Pol QP1151951.pdf,,,,TRUE,Impreso,Folio Antiguo P099
Sol0191,Doc0410,Endoso,Anulación,14/1/2025,Anular desde inicio a pedido del cliente,,250114-000584,,/Gestión/Pólizas/Solicitudes/14-01-25 Sol0191 Pol 300480459.pdf,,,,TRUE,Impreso,Folio Antiguo E097
Sol0192,Doc0385,Endoso,Anulación,14/1/2025,Anular desde inicio por cambio a póliza QP1152906,,17078336,,/Gestión/Pólizas/Solicitudes/14-01-25 Sol0192 Pol QP1149985.pdf,,,,TRUE,Impreso,Folio Antiguo E098
Sol0193,Doc0390,Propuesta,Renovación,16/1/2025,Se renueva en iguales condiciones,,250113-000678,,/Gestión/Pólizas/Solicitudes/16-01-25 Sol0193 Pol 100076830.pdf,,,,TRUE,Impreso,Folio Antiguo P100
Sol0194,Doc0414,Endoso,Anulación,22/1/2025,Anular desde inicio por cambio a póliza 8193187,,0,,/Gestión/Pólizas/Solicitudes/22-01-25 Sol0194 Pol 302039.pdf,,,,TRUE,Impreso,Folio Antiguo E099
Sol0195,Doc0415,Endoso,Anulación,22/1/2025,Anular desde inicio por cambio a póliza 8193188,,0,,/Gestión/Pólizas/Solicitudes/22-01-25 Sol0195 Pol 302040.pdf,,,,TRUE,Impreso,Folio Antiguo E100
Sol0196,Doc0269,Endoso,Cancelación,27/1/2025,Cancelar a contar del 23-01-25 a solicitud del asegurado,,17089105,,/Gestión/Pólizas/Solicitudes/27-01-25 Sol0196 Pol 3055132.pdf,,,,TRUE,Impreso,Folio Antiguo E101
Sol0197,Doc0420,Endoso,Anulación,27/1/2025,Anular desde inicio por cancelación de póliza original,,17089107,,/Gestión/Pólizas/Solicitudes/27-01-25 Sol0197 Pol 3064744.pdf,,,,TRUE,Impreso,Folio Antiguo E102
Sol0198,Doc0419,Endoso,Anulación,27/1/2025,Anular desde inicio a solicitud del asegurado,,250130-001923,,/Gestión/Pólizas/Solicitudes/27-01-25 Sol0198 Pol 300479694.pdf,,,,TRUE,Impreso,Folio Antiguo E103
Sol0199,Doc0418,Endoso,Anulación,27/1/2025,Anular desde inicio a solicitud del asegurado,,250130-001928,,/Gestión/Pólizas/Solicitudes/27-01-25 Sol0199 Pol 300479690.pdf,,,,TRUE,Impreso,Folio Antiguo E104
Sol0200,Doc0423,Endoso,Anulación,28/1/2025,Anular desde inicio a solicitud del asegurado,,231718,,/Gestión/Pólizas/Solicitudes/28-01-25 Sol0200 Pol 24149330.pdf,,,,TRUE,Impreso,Folio Antiguo E105
Sol0201,Doc0424,Endoso,Anulación,28/1/2025,Anular desde inicio a solicitud del asegurado,,231720,,/Gestión/Pólizas/Solicitudes/28-01-25 Sol0201 Pol 24149329.pdf,,,,TRUE,Impreso,Folio Antiguo E106
Sol0202,Doc0329,Endoso,Cancelación,28/1/2025,Cancelar a contar del 22-01-25 por venta de materia.,,0,,/Gestión/Pólizas/Solicitudes/28-01-25 Sol0202 Pol 7820575.pdf,,,,TRUE,Impreso,Folio Antiguo E107
Sol0203,Doc0343,Endoso,Cancelación,28/1/2025,Cancelar a contar del 27-01 por cambio de póliza.,,0,,/Gestión/Pólizas/Solicitudes/28-01-25 Sol0203 Pol 262737.pdf,,,,TRUE,Impreso,Folio Antiguo E108
Sol0204,Doc0425,Endoso,Anulación,30/1/2025,Anular desde inicio a solicitud del asegurado,,250130-001985,,/Gestión/Pólizas/Solicitudes/30-01-25 Sol0204 Pol 300479692.pdf,,,,TRUE,Impreso,Folio Antiguo E109
Sol0205,Doc0428,Propuesta,Renovación,3/2/2025,Se renueva en iguales condiciones,,250203-001289,,/Gestión/Pólizas/Solicitudes/03-02-25 Sol0205 Pol 500011335.pdf,,,,TRUE,Impreso,Folio Antiguo P101
Sol0206,Doc0272,Endoso,Modificación,6/2/2025,"Prorrogar por 30 días.
Se aumenta el deducible para rotura de cañerías:(CAD120130530) 10% de la pérdida con un mín de UF10",,12937014,,/Gestión/Pólizas/Solicitudes/06-02-25 Sol0206 Pol 20553891.pdf,,,,TRUE,Impreso,Folio Antiguo E110
Sol0207,Doc0387,Endoso,Inclusión,7/2/2025,Incluir en base a la cotización adjunta,,17170048,,/Gestión/Pólizas/Solicitudes/07-02-25 Sol0207 Pol QP1151951.pdf,,,,TRUE,Impreso,Folio Antiguo E111
Sol0208,Doc0303,Endoso,Cancelación,13/2/2025,Cancelar a solicitud del asegurado,,12949967,,/Gestión/Pólizas/Solicitudes/13-02-25 Sol0208 Pol 61830155.pdf,,,,TRUE,Impreso,Folio Antiguo E112
