ID,Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,PDF
IDPOL00295,POL120240051,2/4/2024,HDI SEGUROS S.A.,POLIZA DE SEGURO DE CAUCIÓN DE CUMPLIMIENTO DE CONTRATO EN GENERAL CON PAGO DE INDEMNIZACIÓN SUJETO A LIQUIDACIÓN,,- Garantías y Fidelidad,
IDPOL00296,POL120240050,2/4/2024,HDI SEGUROS S.A.,PÓLIZA DE SEGURO A PRIMER REQUERIMIENTO ESPECIAL PARA ALMACENES PARTICULARES,,- Garantías y Fidelidad,
IDPOL00297,POL120240049,2/4/2024,HDI SEGUROS S.A.,PÓLIZA DE GARANTÍA A FAVOR DE ADUANAS,,- Garantías y Fidelidad,
IDPOL00298,POL120240048,2/4/2024,HDI SEGUROS S.A.,PÓLIZA DE SEGURO DE GARANTÍA A PRIMER REQUERIMIENTO PARA ADMINISTRADORAS DE FONDOS,,- Garantías y Fidelidad,
IDPOL00299,POL220240047,1/4/2024,SEGUROS DE VIDA SURA S.A.,SEGURO GARANTIZADO INCREMENTAL,,- Vida,
IDPOL00300,POL120240046,25/3/2024,ASOCIACION DE ASEGURADORES DE CHILE A.G.,PÓLIZA DE CAUCIÓN DE CUMPLIMIENTO DE CONTRATO EN GENERAL CON PAGO DE INDEMNIZACIÓN SUJETO A LIQUIDACIÓN,,- Garantías y Fidelidad,
IDPOL00301,POL120240045,25/3/2024,ASOCIACION DE ASEGURADORES DE CHILE A.G.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,- Garantías y Fidelidad,
IDPOL00302,POL120240044,25/3/2024,ASOCIACION DE ASEGURADORES DE CHILE A.G.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO,,- Garantías y Fidelidad,
IDPOL00303,POL120240043,25/3/2024,ASOCIACION DE ASEGURADORES DE CHILE A.G.,SEGURO DE GARANTÍA A PRIMER REQUERIMIENTO SERVICIO NACIONAL DE ADUANAS,,- Garantías y Fidelidad,
IDPOL00304,POL120240042,25/3/2024,ASOCIACION DE ASEGURADORES DE CHILE A.G.,PÓLIZA DE SEGURO DE GARANTÍA O CAUCIÓN A PRIMER REQUERIMIENTO DE OBRAS PÚBLICAS,,- Garantías y Fidelidad,
IDPOL00305,CAD320240041,20/3/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,COBERTURA DE ODONTOLOGÍA,POL320190016,- Salud,
IDPOL00306,POL120240038,19/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE SEGURO DE GARANTÍA O CAUCIÓN A PRIMER REQUERIMIENTO DE OBRAS PÚBLICAS,,- Garantías y Fidelidad,
IDPOL00307,POL120240037,19/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,"PÓLIZA DE SEGURO DE CAUCIÓN PARA CONTRATOS DE PROMESA DE COMPRAVENTA, CON PAGO DE INDEMNIZACIÓN SUJETO A LIQUIDACIÓN",,- Garantías y Fidelidad,
IDPOL00308,POL120240036,18/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE SEGURO DE CAUCIÓN PARA ADMINISTRADORAS GENERALES DE FONDOS,,- Garantías y Fidelidad,
IDPOL00309,POL120240035,18/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE SEGURO DE GARANTÍA A PRIMER REQUERIMIENTO PARA CONCESIONES DE OBRAS PÚBLICAS,,- Garantías y Fidelidad,
IDPOL00310,POL120240034,18/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE GARANTÍA DE CUMPLIMIENTO DE CONTRATO EN GENERAL Y DE EJECUCIÓN INMEDIATA,,- Garantías y Fidelidad,
IDPOL00311,POL120240033,18/3/2024,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,- Garantías y Fidelidad,
IDPOL00312,POL120240032,14/3/2024,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,"PÓLIZA DE SEGURO COLECTIVO DE DAÑOS, ROBO Y HURTO",,"- Otro tema
 - Robo",
IDPOL00313,POL120240030,12/3/2024,BCI SEGUROS GENERALES S.A.,PÓLIZA COLECTIVA DE SEGURO DE PROTECCIÓN DE EQUIPOS DE TELECOMUNICACIONES MÓVILES,,- Varios Seg. Generales,
IDPOL00314,POL320240029,5/3/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00315,POL120240028,5/3/2024,UNNIO SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO CIBERNÉTICO PYMES EN BASE A INDEMNIZACIÓN,,- Otro tema,
IDPOL00316,POL320240027,29/2/2024,METLIFE CHILE SEGUROS DE VIDA S.A.,PÓLIZA SEGURO DE GASTOS DENTALES,,- Salud,
IDPOL00317,POL120240026,28/2/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA INDIVIDUAL DE PROTECCION FINANCIERA PARA PRESTADORES ODONTOLOGICOS,,"- Otro tema
 - Responsabilidad Civil",
IDPOL00318,POL320240024,27/2/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00319,POL120240022,23/2/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA INDIVIDUAL DE PROTECCION FINANCIERA PARA PRESTADORES ODONTOLOGICOS,,- Otro tema,
IDPOL00320,POL320240020,16/2/2024,CHUBB SEGUROS CHILE S.A.,PÓLIZA SEGURO DE GASTOS DENTALES,,"- Accidentes Personales
 - Salud",
IDPOL00321,POL220240019,16/2/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGUROS DE ASISTENCIA DE DECESOS,,- Asistencia Vida,
IDPOL00322,POL320240014,7/2/2024,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,CAD320240104,- Salud,
IDPOL00323,POL320240013,5/2/2024,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,CAD320180077,- Salud,
IDPOL00324,POL320240011,16/1/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS,,"- Accidentes Personales
 - Salud",
IDPOL00325,CAD320240010,16/1/2024,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA ADICIONAL DE INCAPACIDAD PERMANENTE POR ACCIDENTE,POL220230383,- Accidentes Personales,
IDPOL00326,POL320240007,10/1/2024,CHUBB SEGUROS CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,"- Accidentes Personales
 - Salud",
IDPOL00327,POL320240005,8/1/2024,ZURICH CHILE SEGUROS DE VIDA S.A.,Seguro Complementario de Salud Colectivo,,- Salud,
IDPOL00328,POL320240004,5/1/2024,ZURICH CHILE SEGUROS DE VIDA S.A.,Seguro de Accidentes Personales y Asistencia en Viaje,,- Accidentes Personales,
IDPOL00329,CAD320240003,5/1/2024,METLIFE CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE COBERTURA DENTAL,"POL320220141
 POL320250065
 POL320250088",- Salud,
IDPOL00330,POL120240002,4/1/2024,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PARA PRESTADORES INSTITUCIONALES DE SALUD,,- Responsabilidad Civil,
IDPOL00331,POL120240001,4/1/2024,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PARA PRESTADORES INDIVIDUALES DE SALUD,,- Responsabilidad Civil,
IDPOL00332,POL320230493,26/12/2023,SEGUROS DE VIDA SURAMERICANA S.A.,PÓLIZA INDIVIDUAL DE PRESTACIONES MÉDICAS DE SALUD,,- Otro tema,
IDPOL00333,CAD320230492,26/12/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL TOTAL Y PERMANENTE,POL320220041,- Accidentes Personales,
IDPOL00334,CAD320230491,26/12/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL TOTAL Y PERMANENTE,POL320220040,- Accidentes Personales,
IDPOL00335,POL220230489,19/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,CAD320160238,"- Vida
 - Vida Flexible",
IDPOL00336,POL220230488,15/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220130957
 CAD220130960
 CAD220130961
 CAD220131572
 CAD220140258
 CAD320160238","- Vida
 - Vida Flexible",
IDPOL00337,POL320230486,6/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,CONDICIONADO GENERAL ENFERMEDADES GRAVES,,- Salud,
IDPOL00338,CAD220230485,5/12/2023,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"CLAUSULA ADICIONAL DE ASISTENCIA QUE CUBRE GASTOS 
 GENERADOS POR EL DECESO DEL ASEGURADO",POL220130939,- Vida,
IDPOL00339,POL320230484,4/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,"CONDICIONES GENERALES PARA CAPITAL ASEGURADO EN CASO DE
 INVALIDEZ PERMANENTE DOS TERCIOS",,- Otro tema,
IDPOL00340,POL320230483,4/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,CONDICIONADO GENERAL ENFERMEDADES GRAVES,,- Salud,
IDPOL00341,POL320230482,4/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00342,POL220230481,4/12/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE VIDA FLEXIBLE CON FONDOS DE INVERSIÓN,,"- Vida
 - Vida Flexible",
IDPOL00343,POL120230480,28/11/2023,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE CYBER,,- Otro tema,
IDPOL00344,POL320230479,23/11/2023,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,"POLIZA DE ACCIDENTES PERSONALES PARA PASAJEROS DE VEHICULOS
 MOTORIZADOS",,- Accidentes Personales,
IDPOL00345,CAD120230474,7/11/2023,CHUBB SEGUROS CHILE S.A.,"CLAUSULA CHILENA PARA GUERRA. 
 MERCADERIAS AVION",POL120230473,- Transportes y Cascos,
IDPOL00346,POL120230473,7/11/2023,CHUBB SEGUROS CHILE S.A.,"POLIZA CHILENA PARA MERCANCIAS (AVION). EXCLUYENDO LOS
 ENVIOS HECHOS POR CORREO.","CAD120230474
 CAD120250012",- Transportes y Cascos,
IDPOL00347,CAD220230472,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE GASTOS FUNERARIOS,POL220230467,- Asistencia Vida,
IDPOL00348,CAD320230471,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE DIAGNÓSTICO ONCOLÓGICO,"POL220230467
 POL220240152
 POL220250019",- Salud,
IDPOL00349,CAD320230470,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE INDEMNIZACIÓN POR ACTO QUIRÚRGICO,"POL220230467
 POL220240152
 POL220250019",- Salud,
IDPOL00350,CAD320230469,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE INVALIDEZ ACCIDENTAL,"POL220230467
 POL220240152
 POL220250019",- Accidentes Personales,
IDPOL00351,CAD320230468,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE MUERTE ACCIDENTAL,"POL220230467
 POL220240152
 POL220250019",- Accidentes Personales,
IDPOL00352,POL220230467,31/10/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,SEGURO DE VIDA PROTECCIÓN FAMILIAR,"CAD220230472
 CAD320230468
 CAD320230469
 CAD320230470
 CAD320230471",- Vida,
IDPOL00353,POL220230466,24/10/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA COLECTIVA DE SEGURO DE FALLECIMIENTO,,- Vida,
IDPOL00354,POL120230465,23/10/2023,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO DE PROTECCIÓN DE EQUIPOS O DISPOSITIVOS ELECTRÓNICOS,,"- Otro tema
 - Robo
 - Varios Seg. Generales",
IDPOL00355,POL320230463,18/10/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,Seguro Oncológico Libre Elección,,- Salud,
IDPOL00356,POL320230462,18/10/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,- Salud,
IDPOL00357,POL320230461,13/10/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,CAD320230261,- Salud,
IDPOL00358,CAD320230459,3/10/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,Cobertura de Odontología,POL320190016,- Salud,
IDPOL00359,POL320230458,26/9/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00360,CAD320230457,22/9/2023,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,CAD320131600,POL320190016,- Salud,
IDPOL00361,CAD220230453,12/9/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ TOTAL Y PERMANENTE DOS TERCIOS,POL220220208,- Vida Flexible,
IDPOL00362,CAD220230452,12/9/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA DE MUERTE ACCIDENTAL,POL220220208,- Vida Flexible,
IDPOL00363,CAD220230451,12/9/2023,OHIO NATIONAL SEGUROS DE VIDA S.A.,CLAUSULA DE INVALIDEZ ACCIDENTAL,POL220220208,- Vida Flexible,
IDPOL00364,CAD320230450,8/9/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
 POL220140209
 POL220140223
 POL220150684
 POL220150752
 POL220150753
 POL220160208
 POL220160213
 POL220160215
 POL220190151
 POL220220105
 POL220250140
 POL320180108",- Salud,
IDPOL00365,CAD120230449,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR SISMO,"POL120130172
 POL120130911",- Incendio,
IDPOL00366,CAD120230448,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,INCENDIO Y DAÑOS MATERIALES POR MAREMOTO O TSUNAMI,"POL120130172
 POL120130911",- Incendio,
IDPOL00367,CAD120230447,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR RIESGOS DE LA NATURALEZA,"POL120130172
 POL120130911",- Incendio,
IDPOL00368,CAD120230446,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS ACTOS TERRORISTAS,"POL120130172
 POL120130911",- Incendio,
IDPOL00369,CAD120230445,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR COMBUSTIÓN ESPONTÁNEA.,"POL120130172
 POL120130911",- Incendio,
IDPOL00370,CAD120230444,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR ROTURAS DE CAÑERIAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES,"POL120130172
 POL120130911",- Incendio,
IDPOL00371,CAD120230443,7/9/2023,SEGUROS GENERALES SURAMERICANA S.A.,"CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE HUELGA, SAQUEO, ACTOS MALICIOSOS, CONMOCIÓN CIVIL O DESORDEN POPULAR","POL120130172
 POL120130911",- Incendio,
IDPOL00372,CAD320230442,7/9/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
 POL220140209
 POL220140223
 POL220150684
 POL220150752
 POL220150753
 POL220160208
 POL220160213
 POL220160215
 POL220190151
 POL220250140
 POL320180108",- Vida,
IDPOL00373,CAD220230441,7/9/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL ONCOLOGICA,"POL220130760
 POL220140209
 POL220140223
 POL220150684
 POL220150752
 POL220150753
 POL220160208
 POL220160213
 POL220160215
 POL220190151
 POL220220105
 POL220250140
 POL320180108",- Vida,
IDPOL00374,POL320230440,6/9/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,CAD320230300,- Salud,
IDPOL00375,POL320230439,30/8/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00376,POL320230438,22/8/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE REEMBOLSO DE PRESTACIONES MÉDICAS,CAD320230300,- Salud,
IDPOL00377,POL320230437,22/8/2023,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO DE REEMBOLSO DE GASTOS MÉDICOS DE SALUD,,- Salud,
IDPOL00378,POL320230436,21/8/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE ACCIDENTES PERSONALES,"CAD320140336
 CAD320220065
 CAD320220066",- Accidentes Personales,
IDPOL00379,CAD320230435,18/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DE INVALIDEZ ACCIDENTAL,POL220230386,- Accidentes Personales,
IDPOL00380,CAD320230434,18/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLAUSULA ADICICONAL DE ENFERMEDADES GRAVES,POL220230386,- Salud,
IDPOL00381,CAD320230433,18/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DE HOSPITALIZACION,POL220230386,"- Accidentes Personales
 - Salud",
IDPOL00382,CAD320230432,18/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DE PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS,POL220230386,"- Accidentes Personales
 - Salud",
IDPOL00383,POL320230431,16/8/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN,,- Salud,
IDPOL00384,POL320230430,11/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,- Salud,
IDPOL00385,POL320230429,11/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DE SALUD ONCOLOGICO,,- Salud,
IDPOL00386,POL320230428,11/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO NO ONCOLOGICAS,,- Salud,
IDPOL00387,POL220230427,11/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGURO DE ASISTENCIA DE DECESOS,,- Asistencia Vida,
IDPOL00388,POL320230426,11/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO PARA PRESTACIONES MEDICAS DE ALTO COSTO,,- Salud,
IDPOL00389,POL220230425,10/8/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO TEMPORAL DE VIDA,"CAD320220069
 CAD320220070
 CAD320220071
 CAD320220072",- Vida,
IDPOL00390,CAD120230424,7/8/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL POR TRABAJOS EN RIBERAS, LECHOS O CAUCES DONDE CORRAN AGUAS Y A ORILLAS DE LAGOS",POL120230420,- Otro tema,
IDPOL00391,CAD120230423,7/8/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL POR TRABAJOS EN MUELLES O EQUIPOS FLOTANTES,POL120230420,- Otro tema,
IDPOL00392,CAD120230422,7/8/2023,CHUBB SEGUROS CHILE S.A.,COBERTURA ADICIONAL POR LABORES O TRABAJOS SUBTERRANEOS,POL120230420,- Otro tema,
IDPOL00393,CAD120230421,7/8/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL GASTOS POR SALVAMENTO, REMOCION DE ESCOMBROS Y LIMPIEZA",POL120230420,- Otro tema,
IDPOL00394,POL120230420,7/8/2023,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE EQUIPO MÓVIL CONTRATISTA Y EQUIPO MÓVIL AGRICOLA,"CAD120230421
 CAD120230422
 CAD120230423
 CAD120230424",- Multirriesgo,
IDPOL00395,CAD320230419,2/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,"COBERTURA ADICIONAL PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE
 
 INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS",POL220230416,- Accidentes Personales,
IDPOL00396,CAD320230418,2/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,"COBERTURA ADICIONAL PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE
 
 INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS",POL220230416,- Accidentes Personales,
IDPOL00397,CAD320230417,2/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL INVALIDEZ ACCIDENTAL,POL220230416,- Accidentes Personales,
IDPOL00398,POL220230416,2/8/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,POLIZA SEGURO DE VIDA INDIVIDUAL,"CAD320230417
 CAD320230418
 CAD320230419",- Vida,
IDPOL00399,POL120230412,1/8/2023,METLIFE CHILE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS HOGAR,"CAD120170236
 CAD120200004
 CAD120200016","- Incendio
 - Multirriesgo
 - Robo",
IDPOL00400,CAD320230411,14/7/2023,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE BENEFICIOS DENTALES,POL320170201,- Salud,
IDPOL00401,CAD120230410,13/7/2023,CHUBB SEGUROS CHILE S.A.,"COBERTURA ADICIONAL RESPONSABILIDAD CIVIL PARTICULAR, CABEZA DE FAMILIA",POL120230409,- Responsabilidad Civil,
IDPOL00402,POL120230409,13/7/2023,CHUBB SEGUROS CHILE S.A.,POLIZA DE SEGURO DE RESPONSABILIDAD CIVIL,CAD120230410,- Responsabilidad Civil,
IDPOL00403,CAD120230408,7/7/2023,CHUBB SEGUROS CHILE S.A.,CLAUSULA CHILENA PARA GUERRA. TRANSPORTE MARITIMO,POL120230407,- Transportes y Cascos,
IDPOL00404,POL120230407,7/7/2023,CHUBB SEGUROS CHILE S.A.,"POLIZA DE TRANSPORTE MARITIMO PARA CARGA \""A\""","CAD120230408
 CAD120250013",- Transportes y Cascos,
IDPOL00405,CAD320230403,5/7/2023,ZURICH CHILE SEGUROS DE VIDA S.A.,CLAUSULA DE URGENCIA DENTAL,"POL220150684
 POL220190151
 POL220250140",- Salud,
IDPOL00406,POL320230402,5/7/2023,RENTA NACIONAL COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00407,POL320230401,4/7/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE SALUD ONCOLÓGICO,"CAD220210057
 CAD220210149
 CAD220220129",- Salud,
IDPOL00408,POL120230400,4/7/2023,METLIFE CHILE SEGUROS GENERALES S.A.,SEGURO DE ROBO DE CONTENIDOS DE VEHICULOS MOTORIZADOS,,- Robo,
IDPOL00409,POL320230398,28/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO DE FALLECIMIENTO ACCIDENTAL CON CUENTA DE CAPITALIZACIÓN Y AHORRO,"CAD320190084
 CAD320200040
 CAD320220065
 CAD320220071
 CAD320220072",- Accidentes Personales,
IDPOL00410,POL320230397,27/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00411,POL220230396,23/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO DE DESGRAVAMEN,"CAD220170015
 CAD320140305
 CAD320140306
 CAD320140307",- Desgravamen,
IDPOL00412,POL320230395,23/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,"CAD220130244
 CAD320190121",- Salud,
IDPOL00413,POL320230394,23/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,CAD320230261,- Salud,
IDPOL00414,POL120230393,15/6/2023,METLIFE CHILE SEGUROS GENERALES S.A.,SEGURO DE REEMBOLSO POR NO USO DE BOLETOS,,"- Otro tema
 - Varios Seg. Generales",
IDPOL00415,CAD320230392,15/6/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA DE COBERTURA ADICIONAL DENTAL,POL320230380,"- Accidentes Personales
 - Salud",
IDPOL00416,CAD220230391,15/6/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,CLÁUSULA DE COBERTURA ADICIONAL POR CUOTA MORTUORIA,POL320230390,- Otro tema,
IDPOL00417,POL320230390,15/6/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DE SALUD ONCOLÓGICO,CAD220230391,- Salud,
IDPOL00418,POL220230389,14/6/2023,METLIFE CHILE SEGUROS DE VIDA S.A.,POLIZA DE SEGURO TEMPORAL DE FALLECIMIENTO CON CUENTA DE CAPITALIZACIÓN Y AHORRO,,"- Vida
 - Vida Flexible",
IDPOL00419,POL320230388,14/6/2023,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO INDIVIDUAL COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00420,POL220230386,2/6/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DESGRAVAMEN COLECTIVO,"CAD320230432
 CAD320230433
 CAD320230434
 CAD320230435",- Vida,
IDPOL00421,CAD320230385,2/6/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,COBERTURA ADICIONAL DENTAL,POL320230380,- Salud,
IDPOL00422,POL220230383,30/5/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO TEMPORAL DE VIDA,"CAD320240010
 CAD320240231
 CAD320240232
 CAD320240233
 CAD320240234",- Vida,
IDPOL00423,POL320230382,30/5/2023,CHUBB SEGUROS DE VIDA CHILE S.A.,SEGURO DE ACCIDENTES PERSONALES,,- Accidentes Personales,
