ID,Activo?,Documento,N° Plan Pago,Fecha Documento,N° Cuotas,Afecta UF,Exenta UF,Afecta CLP,Exenta CLP,Afecta USD,Exenta USD,Valor Cuota,N° Cuota Distinta,Valor Cutoa Distinta,Vcto Cuota 0,Vcto Cuota 1,PDF,Firmado?,Enviado?,Recibo Envío,Comentarios,Cargado Cuota?
Doc0282,TRUE,Doc0282,.,8/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0283,TRUE,Doc0283,.,9/3/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0284,TRUE,Doc0284,.,7/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0285,TRUE,Doc0285,.,19/3/2024,6,,,,,,,,,,,,,,,,,FALSE
Doc0286,TRUE,Doc0286,.,19/3/2024,6,,,,,,,,,,,,,,,,,FALSE
Doc0287,TRUE,Doc0287,.,20/3/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0288,TRUE,Doc0288,.,27/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0289,FALSE,Doc0289,.,27/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0290,TRUE,Doc0290,.,27/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0291,FALSE,Doc0291,.,27/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0292,TRUE,Doc0292,.,27/3/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0293,TRUE,Doc0293,.,4/4/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0294,TRUE,Doc0294,.,9/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0295,TRUE,Doc0295,.,15/4/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0296,TRUE,Doc0296,.,15/4/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0297,TRUE,Doc0297,.,17/4/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0299,TRUE,Doc0299,.,25/4/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0300,TRUE,Doc0300,.,28/4/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0301,TRUE,Doc0301,.,29/4/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0302,TRUE,Doc0302,.,10/5/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0303,TRUE,Doc0303,.,13/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0304,TRUE,Doc0304,.,16/5/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0305,TRUE,Doc0305,.,31/5/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0306,FALSE,Doc0306,.,1/6/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0307,FALSE,Doc0307,.,1/6/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0308,TRUE,Doc0308,.,2/6/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0309,TRUE,Doc0309,.,4/6/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0310,TRUE,Doc0310,.,4/6/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0311,TRUE,Doc0311,.,6/6/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0312,TRUE,Doc0312,.,6/6/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0313,TRUE,Doc0313,.,16/6/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0314,TRUE,Doc0314,.,22/6/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0315,TRUE,Doc0315,.,27/8/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0316,TRUE,Doc0316,.,24/6/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0317,TRUE,Doc0317,.,28/6/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0318,TRUE,Doc0318,.,30/6/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0319,TRUE,Doc0319,.,30/6/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0320,TRUE,Doc0320,.,30/6/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0321,TRUE,Doc0321,.,3/7/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0322,TRUE,Doc0322,.,11/7/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0323,TRUE,Doc0323,.,23/7/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0324,TRUE,Doc0324,.,29/7/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0325,TRUE,Doc0325,.,31/7/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0326,TRUE,Doc0326,.,31/7/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0327,TRUE,Doc0327,.,31/7/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0328,TRUE,Doc0328,.,8/8/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0329,TRUE,Doc0329,.,22/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0330,TRUE,Doc0330,.,17/8/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0331,TRUE,Doc0331,.,18/8/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0332,TRUE,Doc0332,.,22/8/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0333,TRUE,Doc0333,.,29/8/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0334,TRUE,Doc0334,.,7/9/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0335,TRUE,Doc0335,.,9/9/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0336,TRUE,Doc0336,.,11/9/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0337,TRUE,Doc0337,.,19/9/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0338,TRUE,Doc0338,.,24/9/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0339,TRUE,Doc0339,.,4/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0340,TRUE,Doc0340,.,26/9/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0341,TRUE,Doc0341,.,4/10/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0342,TRUE,Doc0342,.,11/10/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0343,TRUE,Doc0343,.,24/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0344,TRUE,Doc0344,.,22/10/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0345,TRUE,Doc0345,.,25/10/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0346,TRUE,Doc0346,.,29/10/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0347,TRUE,Doc0347,.,4/11/2024,5,,,,,,,,,,,,,,,,,FALSE
Doc0348,TRUE,Doc0348,.,4/11/2024,3,,,,,,,,,,,,,,,,,FALSE
Doc0349,TRUE,Doc0349,.,4/11/2024,5,,,,,,,,,,,,,,,,,FALSE
Doc0350,TRUE,Doc0350,.,4/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0351,TRUE,Doc0351,.,11/11/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0352,TRUE,Doc0352,.,27/12/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0353,TRUE,Doc0353,.,14/11/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0354,TRUE,Doc0354,.,15/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0355,FALSE,Doc0355,.,15/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0356,FALSE,Doc0356,.,15/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0357,FALSE,Doc0357,.,21/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0358,FALSE,Doc0358,.,21/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0359,TRUE,Doc0359,.,21/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0360,TRUE,Doc0360,.,22/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0361,TRUE,Doc0361,.,22/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0362,FALSE,Doc0362,.,22/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0363,TRUE,Doc0363,.,22/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0364,FALSE,Doc0364,.,22/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0365,TRUE,Doc0365,.,24/11/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0366,TRUE,Doc0366,.,26/11/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0367,TRUE,Doc0367,.,26/11/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0368,TRUE,Doc0368,.,26/11/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0369,TRUE,Doc0369,.,12/12/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0370,TRUE,Doc0370,.,14/12/2024,11,,,,,,,,,,,,,,,,,FALSE
Doc0371,TRUE,Doc0371,.,18/12/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0372,TRUE,Doc0372,.,22/12/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0373,TRUE,Doc0373,.,26/12/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0374,TRUE,Doc0374,.,26/12/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0375,TRUE,Doc0375,.,29/12/2024,12,,,,,,,,,,,,,,,,,FALSE
Doc0376,TRUE,Doc0376,.,29/12/2024,3,,,,,,,,,,,,,,,,,FALSE
Doc0377,TRUE,Doc0377,.,29/12/2024,3,,,,,,,,,,,,,,,,,FALSE
Doc0378,TRUE,Doc0378,.,29/12/2024,10,,,,,,,,,,,,,,,,,FALSE
Doc0379,TRUE,Doc0379,.,11/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0380,TRUE,Doc0380,.,25/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0381,TRUE,Doc0381,.,25/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0382,TRUE,Doc0382,.,25/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0383,FALSE,Doc0383,.,19/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0384,TRUE,Doc0384,.,19/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0385,FALSE,Doc0385,.,19/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0386,FALSE,Doc0386,.,22/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0387,FALSE,Doc0387,.,6/2/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0388,TRUE,Doc0388,.,24/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0389,TRUE,Doc0389,.,24/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0390,TRUE,Doc0390,.,25/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0391,TRUE,Doc0391,.,27/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0392,TRUE,Doc0392,.,30/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0393,TRUE,Doc0393,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0394,FALSE,Doc0394,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0395,TRUE,Doc0395,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0396,TRUE,Doc0396,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0397,FALSE,Doc0397,.,31/1/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0398,FALSE,Doc0398,.,31/1/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0399,TRUE,Doc0399,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0400,TRUE,Doc0400,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0401,TRUE,Doc0401,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0402,FALSE,Doc0402,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0403,FALSE,Doc0403,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0404,FALSE,Doc0404,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0405,FALSE,Doc0405,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0406,FALSE,Doc0406,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0407,FALSE,Doc0407,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0408,TRUE,Doc0408,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0409,TRUE,Doc0409,.,31/1/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0410,FALSE,Doc0410,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0411,TRUE,Doc0411,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0412,TRUE,Doc0412,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0413,TRUE,Doc0413,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0414,FALSE,Doc0414,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0415,FALSE,Doc0415,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0416,TRUE,Doc0416,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0417,TRUE,Doc0417,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0418,FALSE,Doc0418,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0419,FALSE,Doc0419,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0420,FALSE,Doc0420,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0421,TRUE,Doc0421,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0422,TRUE,Doc0422,.,31/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0423,FALSE,Doc0423,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0424,FALSE,Doc0424,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0425,FALSE,Doc0425,.,31/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0426,TRUE,Doc0426,.,27/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0427,TRUE,Doc0427,.,4/2/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0428,TRUE,Doc0428,.,8/2/2025,8,,,,,,,,,,,,,,,,,FALSE
Doc0430,TRUE,Doc0430,.,23/2/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0431,TRUE,Doc0431,.,26/2/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0432,TRUE,Doc0432,.,28/2/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0433,TRUE,Doc0433,.,28/2/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0434,TRUE,Doc0434,.,4/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0435,TRUE,Doc0435,.,5/3/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0436,TRUE,Doc0436,.,5/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0437,TRUE,Doc0437,.,6/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0438,TRUE,Doc0438,.,7/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0439,FALSE,Doc0439,.,7/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0440,TRUE,Doc0440,.,7/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0441,TRUE,Doc0441,.,8/3/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0442,TRUE,Doc0442,.,9/3/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0443,TRUE,Doc0443,.,19/3/2025,6,,,,,,,,,,,,,,,,,FALSE
Doc0444,TRUE,Doc0444,.,19/3/2025,6,,,,,,,,,,,,,,,,,FALSE
Doc0445,TRUE,Doc0445,.,20/3/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0448,TRUE,Doc0448,.,27/3/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0449,TRUE,Doc0449,.,27/3/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0450,TRUE,Doc0450,.,27/3/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0451,TRUE,Doc0451,.,15/4/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0452,TRUE,Doc0452,.,15/4/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0453,TRUE,Doc0453,.,26/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0454,TRUE,Doc0454,.,8/4/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0455,TRUE,Doc0455,.,4/4/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0456,TRUE,Doc0456,.,17/4/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0457,FALSE,Doc0457,.,7/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0458,TRUE,Doc0458,.,11/11/2023,1,,,,,,,,,,,,,,,,,FALSE
Doc0459,FALSE,Doc0459,.,6/3/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0460,FALSE,Doc0460,.,6/3/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0461,TRUE,Doc0461,.,15/4/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0462,FALSE,Doc0462,.,25/1/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0463,FALSE,Doc0463,.,25/1/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0464,FALSE,Doc0464,.,27/3/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0465,FALSE,Doc0465,.,27/3/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0466,TRUE,Doc0466,.,3/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0468,TRUE,Doc0468,.,2/1/2025,9,,,,,,,,,,,,,,,,,FALSE
Doc0469,FALSE,Doc0469,.,19/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0470,FALSE,Doc0470,.,19/3/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0471,FALSE,Doc0471,.,26/12/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0472,FALSE,Doc0472,.,26/12/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0473,TRUE,Doc0473,.,21/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0474,FALSE,Doc0474,.,25/4/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0475,TRUE,Doc0475,.,25/4/2025,12,18.76,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0476,TRUE,Doc0476,.,31/5/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0477,FALSE,Doc0477,.,28/4/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0478,FALSE,Doc0478,.,25/4/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0479,TRUE,Doc0479,.,28/4/2025,12,13.81,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0480,FALSE,Doc0480,.,28/4/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0481,TRUE,Doc0481,.,18/10/2022,1,,,,,,,,,,,,,,,,,FALSE
Doc0482,TRUE,Doc0482,.,18/10/2022,1,,,,,,,,,,,,,,,,,FALSE
Doc0483,TRUE,Doc0483,.,23/3/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0484,TRUE,Doc0484,.,29/4/2025,12,17.2,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0485,TRUE,Doc0485,.,28/4/2025,10,2.88,6.58,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0486,TRUE,Doc0486,.,2/5/2025,12,11.59,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0487,TRUE,Doc0487,.,2/5/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0488,TRUE,Doc0488,.,22/11/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0489,TRUE,Doc0489,.,22/1/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0490,TRUE,Doc0490,.,6/2/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0491,TRUE,Doc0491,.,16/5/2025,10,85.26,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0492,TRUE,Doc0492,.,2/6/2025,11,5.89,1.12,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0493,FALSE,Doc0493,.,16/5/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0494,FALSE,Doc0494,.,16/5/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0495,TRUE,Doc0495,.,16/5/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0496,TRUE,Doc0496,.,16/5/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0497,TRUE,Doc0497,.,4/6/2025,11,4.96,2.73,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0498,TRUE,Doc0498,.,6/6/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0499,TRUE,Doc0499,.,4/6/2025,12,15.22,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0500,TRUE,Doc0500,.,6/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0501,TRUE,Doc0501,.,9/6/2025,12,16.17,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0502,FALSE,Doc0502,.,28/6/2025,10,,,,,,,,,,,,,,,,,FALSE
Doc0503,TRUE,Doc0503,.,16/6/2025,10,63,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0504,TRUE,Doc0504,.,18/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0505,TRUE,Doc0505,.,18/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0506,TRUE,Doc0506,.,19/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0507,TRUE,Doc0507,.,28/6/2025,11,33.47,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0508,FALSE,Doc0508,.,28/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0509,TRUE,Doc0509,.,30/6/2025,10,75,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0510,TRUE,Doc0510,.,30/6/2025,10,12,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0511,TRUE,Doc0511,.,30/6/2025,10,398.18,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0512,FALSE,Doc0512,.,22/1/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0513,TRUE,Doc0513,.,24/6/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0514,TRUE,Doc0514,.,11/7/2025,11,5.32,14.26,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0515,TRUE,Doc0515,.,8/5/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0516,TRUE,Doc0516,.,26/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0517,TRUE,Doc0517,.,26/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0518,TRUE,Doc0518,.,3/7/2025,10,9.16,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0519,TRUE,Doc0519,.,27/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0520,TRUE,Doc0520,.,7/7/2025,12,27.75,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0521,TRUE,Doc0521,.,24/6/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0522,TRUE,Doc0522,.,23/7/2025,1,2.24,14.19,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0523,TRUE,Doc0523,.,4/7/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0524,TRUE,Doc0524,.,5/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0525,TRUE,Doc0525,.,29/7/2025,12,12.4,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0526,FALSE,Doc0526,.,31/7/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0527,TRUE,Doc0527,.,31/7/2025,11,,,,,,,,,,,,,,,,,FALSE
Doc0528,TRUE,Doc0528,.,31/7/2025,11,19.31,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0529,TRUE,Doc0529,.,22/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0530,TRUE,Doc0530,.,17/8/2025,10,84,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0531,TRUE,Doc0531,.,28/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0532,TRUE,Doc0532,.,25/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0533,TRUE,Doc0533,.,29/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0534,FALSE,Doc0534,.,31/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0535,TRUE,Doc0535,.,13/8/2025,11,13.14,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0536,TRUE,Doc0536,.,18/8/2025,12,,,,,,,,,,,,,,,,,FALSE
Doc0537,TRUE,Doc0537,.,21/8/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0538,TRUE,Doc0538,.,21/8/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0539,TRUE,Doc0539,.,4/7/2025,1,,,,,,,,,,,,,,,,,FALSE
Doc0540,TRUE,Doc0540,.,9/9/2025,12,1.76,4.61,0,0,0,0,,,,,,,,TRUE,,,FALSE
Doc0541,FALSE,Doc0541,.,6/7/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0542,FALSE,Doc0542,.,6/7/2024,1,,,,,,,,,,,,,,,,,FALSE
Doc0543,TRUE,Doc0543,.,11/9/2025,1,25.56,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
8d83795e,TRUE,8d83795e,.,20/8/2025,11,,,,,,,,,,,,,,,,,FALSE
e0aa559d,TRUE,e0aa559d,.,23/9/2025,1,3.43,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
497e0c55,TRUE,497e0c55,.,8/10/2025,1,,,,,,,,,,,,,,,,,FALSE
e1f06246,TRUE,e1f06246,.,13/10/2025,12,12.94,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
4ef9c53a,FALSE,4ef9c53a,.,2/10/2025,10,,,,,,,,,,,,,,,,,FALSE
0b926cad,FALSE,0b926cad,.,25/10/2025,1,,,,,,,,,,,,,,,,,FALSE
6d2be205,TRUE,6d2be205,.,25/10/2025,5,6.58,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
8327a4af,FALSE,8327a4af,.,26/11/2025,10,,,,,,,,,,,,,,,,,FALSE
85e4e92b,TRUE,85e4e92b,.,28/10/2025,10,5.2,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
c7748d8a,TRUE,c7748d8a,.,22/10/2025,5,2.86,2.86,0,0,0,0,,,,,,,,TRUE,,,FALSE
b0f1c8ea,TRUE,b0f1c8ea,.,22/10/2025,3,1.69,1.55,0,0,0,0,,,,,,,,TRUE,,,FALSE
293463d0,TRUE,293463d0,.,28/10/2025,1,,,,,,,,,,,,,,,,,FALSE
8fe77dff,TRUE,8fe77dff,.,22/10/2025,5,2.36,2.33,0,0,0,0,,,,,,,,TRUE,,,FALSE
32965d00,TRUE,32965d00,.,21/10/2025,10,,,,,,,,,,,,,,,,,FALSE
6d8d59a2,FALSE,6d8d59a2,.,22/10/2025,12,,,,,,,,,,,,,,,,,FALSE
a0e1eb06,TRUE,a0e1eb06,.,22/10/2025,12,13.45,0,0,0,0,0,,,,,,,,TRUE,,,FALSE
