ID,Tipo Movimiento,Tipo Compra,Tipo Documento,Tipo Factura,Estado Documento,Fecha,N°,Glosa,Entidad,Afecta,Exenta,Iva,Total,Sueldo,Previred,Bruto,Retención,Líquido,Cta Cte,Archivo,Doc Ingresado?,N° Ingreso,Origen Dinero,Datos Declaración,Certificado Declaración,Formulario Compacto,Comprobante Pago,Comentarios
Fac0123,Venta,,FA,Afecta,Ok,18/7/2024,119,Comisiones,Com0006,367593,,69843,437436,,,,,,Cta0321,/Contabilidad/Documentos Contables/Fac0123.Archivo.183733.436.pdf,TRUE,,,,,,,
Fac0124,Venta,,FA,Afecta,Ok,23/7/2024,120,Profit,Com0006,18794,,3571,22365,,,,,,Cta0328,/Contabilidad/Documentos Contables/Fac0124.Archivo.184436.365.pdf,TRUE,,,,,,,
Fac0125,Venta,,FA,Afecta,Ok,23/7/2024,121,Profit,Com0006,402199,,76418,478617,,,,,,Cta0327,/Contabilidad/Documentos Contables/Fac0125.Archivo.184500.617.pdf,TRUE,,,,,,,
Fac0126,Venta,,FA,Afecta,Ok,4/8/2024,122,Comisiones,Com0001,322405,,61257,383662,,,,,,Cta0330,/Contabilidad/Documentos Contables/Fac0126.Archivo.184527.662.pdf,TRUE,,,,,,,
Fac0127,Venta,,FA,Exenta,Ok,4/8/2024,123,Comisiones,Com0001,23674,,4498,28172,,,,,,Cta0330,/Contabilidad/Documentos Contables/Fac0127.Archivo.184602.172.pdf,TRUE,,,,,,,
Fac0128,Venta,,FA,Afecta,Ok,22/8/2024,124,Comisiones,Com0007,89838,,17069,106907,,,,,,Cta0346,/Contabilidad/Documentos Contables/Fac0128.Archivo.184619.907.pdf,TRUE,,,,,,,
Fac0129,Venta,,FA,Afecta,Ok,3/9/2024,125,Comisiones,Com0010,467932,,88907,556839,,,,,,Cta0347,/Contabilidad/Documentos Contables/Fac0129.Archivo.184639.839.pdf,TRUE,,,,,,,
Fac0130,Venta,,FA,Afecta,Ok,4/9/2024,126,Comisiones,Com0005,480949,,91380,572329,,,,,,Cta0350,/Contabilidad/Documentos Contables/Fac0130.Archivo.184706.329.pdf,TRUE,,,,,,,
Fac0132,Venta,,NC,Exenta,Ok,9/9/2024,5,Comisión Negativa FA 127,Com0006,-6386,,-1213,-7599,,,,,,Cta0363,,TRUE,,,,,,,
Fac0133,Venta,,FA,Afecta,Ok,25/9/2024,128,Profit,Com0006,18945,,3600,22545,,,,,,Cta0364,/Contabilidad/Documentos Contables/Fac0133.Archivo.185052.545.pdf,TRUE,,,,,,,
Fac0134,Venta,,FA,Afecta,Ok,3/10/2024,129,Comisiones,Com0010,204690,,38891,243581,,,,,,Cta0367,/Contabilidad/Documentos Contables/Fac0134.Archivo.185117.581.pdf,TRUE,,,,,,,
Fac0135,Venta,,FA,Afecta,Ok,4/10/2024,130,Comisiones,Com0001,101241,,19236,120477,,,,,,Cta0369,/Contabilidad/Documentos Contables/Fac0135.Archivo.185624.477.pdf,TRUE,,,,,,,
Fac0136,Venta,,FA,Afecta,Ok,4/10/2024,131,Comisiones,Com0006,125217,,23791,149008,,,,,,Cta0372,/Contabilidad/Documentos Contables/Fac0136.Archivo.185647.008.pdf,TRUE,,,,,,,
Fac0137,Venta,,FA,Afecta,Ok,4/10/2024,132,Comisiones,Com0008,44843,,8520,53363,,,,,,Cta0366,/Contabilidad/Documentos Contables/Fac0137.Archivo.185709.363.pdf,TRUE,,,,,,,
Fac0138,Venta,,FA,Afecta,Ok,5/11/2024,133,CG0209942,Com0001,129889,,24679,154568,,,,,,Cta0384,/Contabilidad/Documentos Contables/Fac0138.Archivo.185735.568.pdf,TRUE,,,,,,,
Fac0139,Venta,,FA,Exenta,Ok,5/11/2024,134,CG0209943,Com0001,17445,,3315,20760,,,,,,Cta0384,/Contabilidad/Documentos Contables/Fac0139.Archivo.185755.760.pdf,TRUE,,,,,,,
Fac0140,Venta,,FA,Afecta,Ok,6/11/2024,135,Comisiones,Com0005,85081,,16165,101246,,,,,,Cta0388,/Contabilidad/Documentos Contables/Fac0140.Archivo.185818.246.pdf,TRUE,,,,,,,
Fac0141,Venta,,FA,Exenta,Ok,6/11/2024,136,Comisiones,Com0005,7596,,1443,9039,,,,,,Cta0389,/Contabilidad/Documentos Contables/Fac0141.Archivo.185840.039.pdf,TRUE,,,,,,,
Fac0143,Venta,,FA,Afecta,Ok,19/11/2024,138,Comisiones,Com0005,70330,,13363,83693,,,,,,Cta0399,/Contabilidad/Documentos Contables/Fac0143.Archivo.190026.693.pdf,TRUE,,,,,,,
Fac0144,Venta,,FA,Afecta,Ok,19/11/2024,139,Comisiones,Com0005,286669,,54467,341136,,,,,,Cta0400,/Contabilidad/Documentos Contables/Fac0144.Archivo.190058.136.pdf,TRUE,,,,,,,
Fac0145,Venta,,FA,Exenta,Ok,19/11/2024,140,Comisiones,Com0005,665073,,126364,791437,,,,,,Cta0398,/Contabilidad/Documentos Contables/Fac0145.Archivo.190203.437.pdf,TRUE,,,,,,,
Fac0146,Venta,,FA,Afecta,Ok,21/11/2024,141,Comisiones,Com0007,78903,,14992,93895,,,,,,Cta0403,/Contabilidad/Documentos Contables/Fac0146.Archivo.190218.895.pdf,TRUE,,,,,,,
Fac0147,Venta,,FA,Afecta,Ok,2/12/2024,142,Comisiones,Com0004,42068,,7993,50061,,,,,,Cta0404,/Contabilidad/Documentos Contables/Fac0147.Archivo.190245.061.pdf,TRUE,,,,,,,
Fac0148,Venta,,FA,Afecta,Ok,3/12/2024,143,Comisiones,Com0010,199836,,37969,237805,,,,,,Cta0405,/Contabilidad/Documentos Contables/Fac0148.Archivo.190313.805.pdf,TRUE,,,,,,,
Fac0149,Venta,,FA,Afecta,Ok,4/12/2024,144,OP 2241078,Com0005,148750,,28263,177013,,,,,,Cta0409,/Contabilidad/Documentos Contables/Fac0149.Archivo.190334.013.pdf,TRUE,,,,,,,
Fac0150,Venta,,FA,Afecta,Ok,5/12/2024,145,Comisiones,Com0008,249790,,47460,297250,,,,,,Cta0406,/Contabilidad/Documentos Contables/Fac0150.Archivo.190356.250.pdf,TRUE,,,,,,,
Fac0151,Venta,,FA,Afecta,Ok,7/12/2024,146,CG0211603,Com0001,106818,,20295,127113,,,,,,Cta0411,/Contabilidad/Documentos Contables/Fac0151.Archivo.190415.113.pdf,TRUE,,,,,,,
Fac0152,Venta,,FA,Afecta,Ok,18/12/2024,147,Comisiones,Com0005,105619,,20068,125687,,,,,,Cta0418,/Contabilidad/Documentos Contables/Fac0152.Archivo.190441.687.pdf,TRUE,,,,,,,
Fac0153,Venta,,FA,Afecta,Ok,3/1/2025,148,Comisiones,Com0004,242371,,46050,288421,,,,,,Cta0424,/Contabilidad/Documentos Contables/Fac0153.Archivo.190501.421.pdf,TRUE,,,,,,,
Fac0154,Venta,,FA,Afecta,Ok,5/1/2025,149,Comisiones,Com0008,112604,,21395,133999,,,,,,Cta0423,/Contabilidad/Documentos Contables/Fac0154.Archivo.190523.999.pdf,TRUE,,,,,,,
Fac0155,Venta,,FA,Afecta,Ok,6/1/2025,150,Comisiones,Com0010,159854,,30372,190226,,,,,,Cta0425,/Contabilidad/Documentos Contables/Fac0155.Archivo.190618.226.pdf,TRUE,,,,,,,
Fac0156,Venta,,FA,Afecta,Ok,7/1/2025,151,CG0214738,Com0001,179417,,34089,213506,,,,,,Cta0428,/Contabilidad/Documentos Contables/Fac0156.Archivo.190631.506.pdf,TRUE,,,,,,,
Fac0157,Venta,,FA,Afecta,Ok,9/1/2025,152,Comisión Afecta,Com0007,350603,,66615,417218,,,,,,Cta0431,/Contabilidad/Documentos Contables/Fac0157.Archivo.190651.218.pdf,TRUE,,,,,,,
Fac0158,Venta,,NC,Afecta,Ok,27/1/2025,6,Comisión Negativa FA 147,Com0005,-19988,,-3798,-23786,,,,,,,/Contabilidad/Documentos Contables/Fac0158.Archivo.164539.pdf,TRUE,,,,,,,
Fac0160,Venta,,FA,Afecta,Ok,5/2/2025,154,Comisiones,Com0008,62546,,11884,74430,,,,,,Cta0435,/Contabilidad/Documentos Contables/Fac0160.Archivo.190843.430.pdf,TRUE,,,,,,,
Fac0161,Venta,,FA,Afecta,Ok,18/2/2025,155,Comisiones,Com0005,85378,,16222,101600,,,,,,Cta0454,/Contabilidad/Documentos Contables/Fac0161.Archivo.190917.600.pdf,TRUE,,,,,,,
Fac0162,Venta,,FA,Afecta,Ok,19/2/2025,156,Comisiones,Com0008,81292,,15445,96737,,,,,,Cta0450,/Contabilidad/Documentos Contables/Fac0162.Archivo.190935.737.pdf,TRUE,,,,,,,
Fac0163,Venta,,FA,Afecta,Ok,21/2/2025,157,Comisión Afecta,Com0011,294697,,55992,350689,,,,,,Cta0453,/Contabilidad/Documentos Contables/Fac0163.Archivo.190953.689.pdf,TRUE,,,,,,,
Fac0164,Venta,,FA,Afecta,Ok,5/3/2025,158,Comisiones,Com0008,58472,,11110,69582,,,,,,Cta0458,/Contabilidad/Documentos Contables/Fac0164.Archivo.191013.582.pdf,TRUE,,,,,,,
Fac0165,Venta,,FA,Afecta,Ok,5/3/2025,159,Comisiones,Com0005,17065,,3242,20307,,,,,,Cta0466,/Contabilidad/Documentos Contables/Fac0165.Archivo.191034.307.pdf,TRUE,,,,,,,
Fac0166,Venta,,FA,Exenta,Ok,5/3/2025,160,Comisiones,Com0005,15901,,3021,18922,,,,,,Cta0465,/Contabilidad/Documentos Contables/Fac0166.Archivo.191214.922.pdf,TRUE,,,,,,,
Fac0167,Venta,,FA,Afecta,Ok,6/3/2025,161,CG0217226,Com0001,299321,,56871,356192,,,,,,Cta0462,/Contabilidad/Documentos Contables/Fac0167.Archivo.191236.192.pdf,TRUE,,,,,,,
Fac0168,Venta,,FA,Exenta,Ok,6/3/2025,162,CG0217227,Com0001,18441,,3504,21945,,,,,,Cta0462,/Contabilidad/Documentos Contables/Fac0168.Archivo.191254.945.pdf,TRUE,,,,,,,
Fac0169,Venta,,FA,Afecta,Ok,6/3/2025,163,CG0219720,Com0001,851251,,161738,1012989,,,,,,Cta0462,/Contabilidad/Documentos Contables/Fac0169.Archivo.191311.989.pdf,TRUE,,,,,,,
Fac0170,Venta,,FA,Afecta,Ok,7/3/2025,164,Comisiones,Com0007,29332,,5573,34905,,,,,,Cta0467,/Contabilidad/Documentos Contables/Fac0170.Archivo.191327.905.pdf,TRUE,,,,,,,
Fac0171,Venta,,FA,Exenta,Ok,7/3/2025,165,Comisiones,Com0007,12578,,2390,14968,,,,,,Cta0467,/Contabilidad/Documentos Contables/Fac0171.Archivo.191346.968.pdf,TRUE,,,,,,,
Fac0172,Venta,,FA,Afecta,Ok,8/3/2025,166,Comisiones,Com0012,67634,,12850,80484,,,,,,Cta0468,/Contabilidad/Documentos Contables/Fac0172.Archivo.191401.484.pdf,TRUE,,,,,,,
Fac0174,Venta,,FA,Afecta,Ok,13/3/2025,168,Comisión Afecta,Com0003,34847,,6621,41468,,,,,,Cta0471,/Contabilidad/Documentos Contables/Fac0174.Archivo.191419.468.pdf,TRUE,,,,,,,
Fac0175,Venta,,FA,Exenta,Ok,13/3/2025,169,Comisión Exenta,Com0003,54759,,10404,65163,,,,,,Cta0471,/Contabilidad/Documentos Contables/Fac0175.Archivo.191432.163.pdf,TRUE,,,,,,,
Fac0176,Venta,,FA,Afecta,Ok,3/4/2025,170,Comisiones,Com0004,115340,,21915,137255,,,,,,Cta0481,/Contabilidad/Documentos Contables/Fac0176.Archivo.191600.255.pdf,TRUE,,,,,,,
Fac0177,Venta,,FA,Afecta,Ok,7/4/2025,171,CG0222321,Com0001,1089315,,206970,1296285,,,,,,Cta0483,/Contabilidad/Documentos Contables/Fac0177.Archivo.191619.285.pdf,TRUE,,,,,,,
Fac0178,Venta,,FA,Afecta,Ok,7/4/2025,172,OP 2344814,Com0005,265941,,50529,316470,,,,,,Cta0484,/Contabilidad/Documentos Contables/Fac0178.Archivo.191634.470.pdf,TRUE,,,,,,,
Fac0179,Venta,,FA,,Nulo,23/4/2025,173,Error de sistema del SII,,0,,,,,,,,,,,,,,,,,,
Fac0180,Venta,,FA,,Nulo,23/4/2025,174,Error de sistema del SII,,0,,,,,,,,,,,,,,,,,,
Fac0181,Venta,,FA,,Nulo,5/6/2025,175,Error de sistema del SII,,0,,,,,,,,,,,,,,,,,,
Fac0182,Venta,,FA,Afecta,Ok,5/6/2025,176,FID Chile Seguros Generales S. A.,Com0004,103179,,19604,122783,,,,,,Cta0520,/Contabilidad/Documentos Contables/Fac0182.Archivo.191704.783.pdf,TRUE,,,,,,,
Fac0186,Venta,,FA,Afecta,Ok,5/6/2025,180,Comisiones,Com0008,22771,,4326,27097,,,,,,Cta0517,/Contabilidad/Documentos Contables/Fac0186.Archivo.192143.097.pdf,TRUE,,,,,,,
Fac0187,Venta,,FA,Afecta,Nulo,5/6/2025,181,BCI Seguros Generales S. A.,Com0001,296704,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0187.Archivo.192220.078.pdf,,,,,,,,
Fac0188,Venta,,FA,,Nulo,6/6/2025,182,Renta Nacional Compañía De Seguros Generales S. A.,Com0008,0,,,,,,,,,,,,,,,,,,
Fac0189,Venta,,FA,Afecta,Ok,6/6/2025,183,Comisiones,Com0008,62036,,11787,73823,,,,,,Cta0489,/Contabilidad/Documentos Contables/Fac0189.Archivo.192248.823.pdf,TRUE,,,,,,,
Fac0190,Venta,,FA,Afecta,Ok,6/6/2025,184,Comisiones,Com0008,61399,,11666,73065,,,,,,Cta0493,/Contabilidad/Documentos Contables/Fac0190.Archivo.192311.065.pdf,TRUE,,,,,,,
Fac0191,Venta,,NC,Afecta,Ok,7/6/2025,7,BCI Seguros Generales S. A.,Com0001,-296704,,-56374,-353078,,,,,,,/Contabilidad/Documentos Contables/Fac0191.Archivo.164625.pdf,TRUE,,,,,,,
Fac0193,Venta,,NC,Afecta,Ok,7/6/2025,8,BCI Seguros Generales S. A.,Com0001,-296704,,-56374,-353078,,,,,,,/Contabilidad/Documentos Contables/Fac0193.Archivo.164807.pdf,TRUE,,,,,,,
Fac0194,Venta,,FA,Afecta,Nulo,2/7/2025,186,Liquidaciones 01/05/2025,Com0012,29392,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0194.Archivo.192445.976.pdf,,,,,,,,
Fac0195,Venta,,FA,Afecta,Nulo,2/7/2025,187,Liquidaciones 05-05-2025,Com0012,128168,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0195.Archivo.192516.520.pdf,,,,,,,,
Fac0196,Venta,,NC,Afecta,Ok,2/7/2025,9,Anula FA186,Com0012,-29392,,-5584,-34976,,,,,,,/Contabilidad/Documentos Contables/Fac0196.Archivo.164829.pdf,TRUE,,,,,,,
Fac0197,Venta,,NC,Afecta,Ok,2/7/2025,10,Anula FA 187,Com0012,-128168,,-24352,-152520,,,,,,,/Contabilidad/Documentos Contables/Fac0197.Archivo.164850.pdf,TRUE,,,,,,,
Fac0198,Venta,,FA,Afecta,Ok,2/7/2025,188,Liquidaciones 10-05-2025,Com0002,29392,,5584,34976,,,,,,Cta0542,/Contabilidad/Documentos Contables/Fac0198.Archivo.192534.976.pdf,TRUE,,,,,,,
Fac0199,Venta,,FA,Afecta,Ok,2/7/2025,189,Liquidaciones 05-05-2025,Com0002,128168,,24352,152520,,,,,,Cta0541,/Contabilidad/Documentos Contables/Fac0199.Archivo.192550.520.pdf,TRUE,,,,,,,
Fac0201,Venta,,FA,Afecta,Ok,3/7/2025,191,Comisiones,Com0004,192180,,36514,228694,,,,,,Cta0538,/Contabilidad/Documentos Contables/Fac0201.Archivo.192841.694.pdf,TRUE,,,,,,,
Fac0202,Venta,,FA,Afecta,Ok,3/7/2025,192,Liquidacion 21818,Com0004,168477,,32011,200488,,,,,,Cta0538,/Contabilidad/Documentos Contables/Fac0202.Archivo.192906.488.pdf,TRUE,,,,,,,
Fac0203,Venta,,FA,Afecta,Ok,3/7/2025,193,Liquidación 23535,Com0004,96140,,18267,114407,,,,,,Cta0538,/Contabilidad/Documentos Contables/Fac0203.Archivo.192924.407.pdf,TRUE,,,,,,,
Fac0204,Venta,,FA,Afecta,Ok,3/7/2025,194,Liquidación 24201,Com0004,93865,,17834,111699,,,,,,Cta0538,/Contabilidad/Documentos Contables/Fac0204.Archivo.192951.699.pdf,TRUE,,,,,,,
Fac0206,Venta,,FA,Exenta,Nulo,4/7/2025,196,Liquidación 2,Com0005,63596,,,,,,,,,,/Contabilidad/Documentos Contables/Fac0206.Archivo.193140.679.pdf,,,,,,,,
Fac0207,Venta,,NC,Exenta,Ok,4/7/2025,11,Anula FA196,Com0005,-63596,,-12083,-75679,,,,,,,/Contabilidad/Documentos Contables/Fac0207.Archivo.164909.pdf,TRUE,,,,,,,
Fac0173,Venta,,FA,,Nulo,,167,Error de Emisión,,0,,,,,,,,,,,,,,,,,,
da0de94f,Venta,,FA,Afecta,Ok,9/9/2024,127,Comisión Afecta,Com0006,44577,,8470,53047,,,,,,Cta0363,/Contabilidad/Documentos Contables/da0de94f.Archivo.184848.047.pdf,TRUE,,,,,,,
333b4d7b,Venta,,FA,Afecta,Ok,19/11/2024,137,Profit Septiembre 2024,Com0005,22865,,4344,27209,,,,,,Cta0397,/Contabilidad/Documentos Contables/333b4d7b.Archivo.190002.209.pdf,TRUE,,,,,,,
a71bad47,Venta,,FA,Exenta,Ok,27/1/2025,153,Comisión Exenta,Com0005,34210,,6500,40710,,,,,,Cta0439,/Contabilidad/Documentos Contables/a71bad47.Archivo.190805.710.pdf,TRUE,,,,,,,
98ef7d40,Venta,,FA,Afecta,Nulo,5/6/2025,177,Profit,Com0001,97538,,,,,,,,,,/Contabilidad/Documentos Contables/98ef7d40.Archivo.191800.070.pdf,,,,,,,,
2de4bd01,Venta,,FA,Afecta,Ok,5/6/2025,178,Profit Pendiente Liberty,Com0005,66635,,12661,79296,,,,,,Cta0544,/Contabilidad/Documentos Contables/2de4bd01.Archivo.191846.296.pdf,TRUE,,,,,,,
a948fa92,Venta,,FA,Afecta,Ok,5/6/2025,179,Comisión,Com0010,436533,,82941,519474,,,,,,Cta0518,/Contabilidad/Documentos Contables/a948fa92.Archivo.192020.474.pdf,TRUE,,,,,,,
8be37c48,Venta,,FA,Afecta,Nulo,7/6/2025,185,CG0227527,Com0001,296704,,,,,,,,,,/Contabilidad/Documentos Contables/8be37c48.Archivo.192400.078.pdf,,,,,,,,
79138ab9,Venta,,FA,Afecta,Ok,3/7/2025,190,Liq 1222978,Com0010,306622,,58258,364880,,,,,,Cta0540,/Contabilidad/Documentos Contables/79138ab9.Archivo.192807.880.pdf,TRUE,,,,,,,
d9ea6ad6,Venta,,FA,Afecta,Ok,4/7/2025,195,LIQUIDACION 45 PROCESO 5067261423,Com0005,29405,,5587,34992,,,,,,Cta0550,/Contabilidad/Documentos Contables/d9ea6ad6.Archivo.193042.992.pdf,TRUE,,,,,,,
55ebd7ec,Venta,,FA,Exenta,Ok,4/7/2025,197,LIQUIDACION 45 PROCESO 5067261423,Com0005,63596,,12083,75679,,,,,,Cta0556,/Contabilidad/Documentos Contables/55ebd7ec.Archivo.193330.679.pdf,TRUE,,,,,,,
a8245526,Venta,,FA,Afecta,Ok,4/7/2025,198,LIQUIDACION 2 PROCESO 5069703945,Com0005,555569,,105558,661127,,,,,,Cta0549,/Contabilidad/Documentos Contables/a8245526.Archivo.193402.127.pdf,TRUE,,,,,,,
aee9e398,Venta,,FA,Afecta,Ok,4/7/2025,199,LIQUIDACION 46 PROCESO 5069703945,Com0005,1700497,,323094,2023591,,,,,,Cta0553,/Contabilidad/Documentos Contables/aee9e398.Archivo.193438.591.pdf,TRUE,,,,,,,
bd5b5313,Venta,,FA,Exenta,Ok,4/7/2025,200,LIQUIDACION 46 PROCESO 5069703945,Com0005,52649,,10003,62652,,,,,,Cta0555,/Contabilidad/Documentos Contables/bd5b5313.Archivo.193543.652.pdf,TRUE,,,,,,,
87af5940,Venta,,FA,Afecta,Ok,14/7/2025,201,LIQUIDACION 29 30-06-2024,Com0005,1573793,,299021,1872814,,,,,,Cta0020,/Contabilidad/Documentos Contables/87af5940.Archivo.193631.814.pdf,TRUE,,,,,,,
adfc96e3,Venta,,FA,Afecta,Nulo,14/7/2025,202,LIQUIDACION 33 DEL 31-08-2024,Com0005,44577,,,,,,,,,,/Contabilidad/Documentos Contables/adfc96e3.Archivo.193719.047.pdf,,,,,,,,
cac7855b,Venta,,FA,Exenta,Nulo,14/7/2025,203,LIQUIDACION 39 DEL 15-01-2025,Com0005,34210,,,,,,,,,,/Contabilidad/Documentos Contables/cac7855b.Archivo.193759.710.pdf,,,,,,,,
1c980df2,Venta,,FA,Afecta,Ok,14/7/2025,204,LIQUIDACION 42 DEL 15-03-2025,Com0005,17105,,3250,20355,,,,,,Cta0551,/Contabilidad/Documentos Contables/1c980df2.Archivo.193828.355.pdf,TRUE,,,,,,,
8ced3ba1,Venta,,FA,Exenta,Ok,14/7/2025,205,LIQUIDACION 42 DEL 15-03-2025,Com0005,15938,,3028,18966,,,,,,Cta0554,/Contabilidad/Documentos Contables/8ced3ba1.Archivo.193859.966.pdf,TRUE,,,,,,,
3b81774b,Venta,,FA,Afecta,Ok,18/7/2025,206,CG0227527,Com0001,296704,,56374,353078,,,,,,Cta0563,/Contabilidad/Documentos Contables/3b81774b.Archivo.193927.078.pdf,TRUE,,,,,,,
18913428,Venta,,FA,Afecta,Ok,18/7/2025,207,CG0230159,Com0001,107972,,20515,128487,,,,,,Cta0563,/Contabilidad/Documentos Contables/18913428.Archivo.194000.487.pdf,TRUE,,,,,,,
1f770e92,Venta,,FA,Afecta,Nulo,24/7/2025,208,Profit Contrato N°803 24-07-2025,Com0001,97538,,,,,,,,,,/Contabilidad/Documentos Contables/1f770e92.Archivo.194111.070.pdf,,,,,,,,
3b04a5e3,Venta,,FA,Afecta,Ok,24/7/2025,209,CG0147949,Com0001,2288,,435,2723,,,,,,Cta0568,/Contabilidad/Documentos Contables/3b04a5e3.Archivo.194200.723.pdf,TRUE,,,,,,,
21da6994,Venta,,FA,Afecta,Ok,28/7/2025,210,LIQUIDACION 33 DEL 31-08-2024,Com0005,44577,,8470,53047,,,,,,Cta0363,/Contabilidad/Documentos Contables/21da6994.Archivo.194408.047.pdf,TRUE,,,,,,,
4a394fa4,Venta,,FA,Afecta,Ok,6/8/2025,213,2443265,Com0005,458412,,87098,545510,,,,,,Cta0573,/Contabilidad/Documentos Contables/4a394fa4.Archivo.194443.510.pdf,TRUE,,,,,,,
8c85dadf,Venta,,FA,Afecta,Nulo,22/8/2025,214,COMISIONES CIERRE AL 18-06-2025,Com0008,48360,,,,,,,,,,/Contabilidad/Documentos Contables/8c85dadf.Archivo.194517.548.pdf,,,,,,,,
8a2bdc0c,Venta,,FA,Afecta,Ok,25/8/2025,215,COMISIONES CIERRE AL 18-06-2025,Com0008,40639,,7721,48360,,,,,,Cta0527,/Contabilidad/Documentos Contables/8a2bdc0c.Archivo.194553.360.pdf,TRUE,,,,,,,
6172b10d,Venta,,FA,Afecta,Ok,27/8/2025,216,Comisiones,Com0007,36678,,6969,43647,,,,,,Cta0589,/Contabilidad/Documentos Contables/6172b10d.Archivo.194627.647.pdf,TRUE,,,,,,,
817f8141,Venta,,FA,Afecta,Ok,3/9/2025,217,Comisiones,Com0010,31333,,5953,37286,,,,,,Cta0590,/Contabilidad/Documentos Contables/817f8141.Archivo.194701.286.pdf,TRUE,,,,,,,
de5d9845,Venta,,FA,Afecta,Ok,4/9/2025,218,CG01235520,Com0001,39012,,7412,46424,,,,,,Cta0592,/Contabilidad/Documentos Contables/de5d9845.Archivo.194731.424.pdf,TRUE,,,,,,,
721bcb11,Venta,,FA,Afecta,Ok,2/10/2025,219,COMISIONES  CIERRE AL 25-08-2025 FOLIO HONORARIO 16918,Com0008,72964,,13863,86827,,,,,,Cta0591,/Contabilidad/Documentos Contables/721bcb11.Archivo.194806.827.pdf,TRUE,,,,,,,
9e33692a,Venta,,FA,Afecta,Ok,3/10/2025,220,COMISION AFECTA LIQUIDACION 1238555,Com0010,89463,,16998,106461,,,,,,Cta0610,/Contabilidad/Documentos Contables/9e33692a.Archivo.194844.461.pdf,TRUE,,,,,,,
f9bf22a1,Venta,,FA,Afecta,Ok,3/10/2025,221,2443265,Com0005,54251,,10308,64559,,,,,,Cta0613,/Contabilidad/Documentos Contables/f9bf22a1.Archivo.194919.559.pdf,TRUE,,,,,,,
7cb75411,Venta,,FA,Afecta,Ok,7/10/2025,222,CG0238191,Com0001,105427,,20031,125458,,,,,,Cta0612,/Contabilidad/Documentos Contables/7cb75411.Archivo.194951.458.pdf,TRUE,,,,,,,
33b70599,Venta,,FA,Afecta,Ok,5/11/2025,223,COMISION AFECTA LIQUIDACION 1243960,Com0010,31270,,5941,37211,,,,,,Cta0632,/Contabilidad/Documentos Contables/33b70599.Archivo.195021.211.pdf,TRUE,,,,,,,
fe968b2a,Venta,,FA,Afecta,Nulo,6/11/2025,225,Orden Compra N° 2518563 del 2025-11-04,Com0005,54251,,,,,,,,,,/Contabilidad/Documentos Contables/fe968b2a.Archivo.165816.pdf,,,,,,,,
09ba2b7a,Venta,,FA,Afecta,Ok,6/11/2025,226,Orden Compra N° 2518563,Com0005,30922,,5875,36797,,,,,,Cta0633,/Contabilidad/Documentos Contables/09ba2b7a.Archivo.195051.797.pdf,TRUE,,,,,,,
c958048c,Venta,,FA,Afecta,Ok,7/11/2025,227,CG0240810,Com0001,23432,,4452,27884,,,,,,Cta0634,/Contabilidad/Documentos Contables/c958048c.Archivo.195119.884.pdf,TRUE,,,,,,,
3a8594e0,Venta,,FA,Exenta,Ok,7/11/2025,228,CG0240811,Com0001,18161,,3451,21612,,,,,,Cta0634,/Contabilidad/Documentos Contables/3a8594e0.Archivo.195148.612.pdf,TRUE,,,,,,,
9aae76d2,Venta,,FA,Afecta,Ok,7/11/2025,229,COMISION AFECTA LIQUIDACION 1784,Com0003,62946,,11960,74906,,,,,,Cta0638,/Contabilidad/Documentos Contables/9aae76d2.Archivo.195221.906.pdf,TRUE,,,,,,,
5ec67315,Venta,,FA,Exenta,Ok,7/11/2025,230,COMISION EXENTA LIQUIDACION 1784,Com0003,61388,,11664,73052,,,,,,Cta0638,/Contabilidad/Documentos Contables/5ec67315.Archivo.195256.052.pdf,TRUE,,,,,,,
b556c7f7,Venta,,FA,Afecta,Ok,3/12/2025,231,CG0243427,Com0001,132807,,25233,158040,,,,,,Cta0646,/Contabilidad/Documentos Contables/b556c7f7.Archivo.181613.pdf,TRUE,,,,,,,
282c93fb,Venta,,FA,Afecta,Ok,3/12/2025,233,COMISIONES CIERRE AL 25-11-2025 FOLIO HONORARIO 19634,Com0008,258476,,49110,307586,,,,,,Cta0647,/Contabilidad/Documentos Contables/282c93fb.Archivo.182036.pdf,TRUE,,,,,,,
8e054b9c,Venta,,FA,Afecta,Ok,3/12/2025,234,Orden Compra N° 2544201 del 2025-12-03,Com0005,25768,,4896,30664,,,,,,Cta0648,/Contabilidad/Documentos Contables/8e054b9c.Archivo.182141.pdf,TRUE,,,,,,,
a932b88f,Venta,,FA,Exenta,Ok,3/12/2025,235,Orden Compra N° 2544202 del 2025-12-03,Com0005,7929,,1507,9436,,,,,,Cta0649,/Contabilidad/Documentos Contables/a932b88f.Archivo.182537.pdf,TRUE,,,,,,,
e2515e3c,Venta,,FA,Afecta,Ok,6/1/2026,236,Orden Compra N° 2568907 del 2026-01-03,Com0005,121763,,23135,144898,,,,,,Cta0667,/Contabilidad/Documentos Contables/e2515e3c.Archivo.183633.pdf,TRUE,,,,,,,
54fc210f,Venta,,FA,Afecta,Ok,6/1/2026,237,LIQUIDACION 1257563,Com0010,112693,,21412,134105,,,,,,Cta0666,/Contabilidad/Documentos Contables/54fc210f.Archivo.183724.pdf,TRUE,,,,,,,
