ID,Compañía,Tipo,Movimiento,Cantidad Documentos,Fecha Liquidación,N° Liquidación,Facturación,Monto Afecto,Monto Exento,Liquidación,Detalle,Comentarios
BCom0115,Com0005,Comisión,Factura,2,31/8/2024,31082024,Única,"$480,949.00",0,/Gestión/Pólizas/Comisiones/BCom0115.Liquidación.165929.pdf,/Gestión/Pólizas/Comisiones/BCom0115.Detalle.165929.xlsx,
BCom0116,Com0008,Comisión,Factura,1,15/9/2024,6886,Única,"$44,843.00",0,/Gestión/Pólizas/Comisiones/BCom0116.Liquidación.194851.pdf,/Gestión/Pólizas/Comisiones/BCom0116.Detalle.194851.xlsx,
BCom0117,Com0001,Comisión,Factura,1,15/9/2024,15092024,Única,"$101,241.00",0,/Gestión/Pólizas/Comisiones/BCom0117.Liquidación.180214.xlsx,/Gestión/Pólizas/Comisiones/BCom0117.Detalle.180214.xlsx,
BCom0118,Com0006,Saldo,Saldo,0,15/9/2024,34,,$0.00,0,/Gestión/Pólizas/Comisiones/BCom0118.Liquidación.161345.pdf,/Gestión/Pólizas/Comisiones/BCom0118.Detalle.161345.pdf,
BCom0119,Com0007,Comisión,Saldo,1,17/9/2024,17092024,,"-$44,342.00",0,/Gestión/Pólizas/Comisiones/BCom0119.Liquidación.191028.pdf,/Gestión/Pólizas/Comisiones/BCom0119.Detalle.191028.pdf,
BCom0120,Com0006,Comisión,Factura,1,30/9/2024,35,Única,"$125,217.00",0,/Gestión/Pólizas/Comisiones/BCom0120.Liquidación.161604.pdf,/Gestión/Pólizas/Comisiones/BCom0120.Detalle.161604.pdf,
BCom0121,Com0007,Comisión,Saldo,1,9/10/2024,9102024,,"-$44,395.00",0,/Gestión/Pólizas/Comisiones/BCom0121.Liquidación.191224.pdf,/Gestión/Pólizas/Comisiones/BCom0121.Detalle.191224.pdf,
BCom0122,Com0001,Comisión,Factura,3,15/10/2024,15102024,Separada,"$129,889.00",17445,/Gestión/Pólizas/Comisiones/BCom0122.Liquidación.175538.xlsx,/Gestión/Pólizas/Comisiones/BCom0122.Detalle.175538.xlsx,
BCom0123,Com0007,Comisión,Saldo,1,29/10/2024,29102024,,"-$44,423.00",0,/Gestión/Pólizas/Comisiones/BCom0123.Liquidación.193733.pdf,/Gestión/Pólizas/Comisiones/BCom0123.Detalle.193733.pdf,
BCom0124,Com0006,Comisión,Factura,2,31/10/2024,36,Separada,"$85,081.00",7596,/Gestión/Pólizas/Comisiones/BCom0124.Liquidación.161927.pdf,/Gestión/Pólizas/Comisiones/BCom0124.Detalle.161927.pdf,
BCom0125,Com0007,Comisión,Saldo,2,9/11/2024,9112024,,"-$53,445.00",0,/Gestión/Pólizas/Comisiones/BCom0125.Liquidación.194135.pdf,/Gestión/Pólizas/Comisiones/BCom0125.Detalle.194135.pdf,
BCom0126,Com0008,Comisión,Factura,1,15/11/2024,8777,Única,"$249,790.00",0,/Gestión/Pólizas/Comisiones/BCom0126.Liquidación.195008.pdf,/Gestión/Pólizas/Comisiones/BCom0126.Detalle.195008.xlsx,
BCom0127,Com0001,Comisión,Factura,7,15/11/2024,15112024,Única,"$106,818.00",0,/Gestión/Pólizas/Comisiones/BCom0127.Liquidación.180252.xlsx,/Gestión/Pólizas/Comisiones/BCom0127.Detalle.180252.xlsx,
BCom0128,Com0006,Comisión,Factura,1,15/11/2024,37,Única,"$70,330.00",0,/Gestión/Pólizas/Comisiones/BCom0128.Liquidación.162136.pdf,/Gestión/Pólizas/Comisiones/BCom0128.Detalle.162136.pdf,
BCom0129,Com0006,Comisión,Factura,1,15/11/2024,Esp10,Separada,"$286,669.00",665073,/Gestión/Pólizas/Comisiones/BCom0129.Liquidación.162042.pdf,/Gestión/Pólizas/Comisiones/BCom0129.Detalle.162042.pdf,
BCom0130,Com0007,Comisión,Factura,3,28/11/2024,28112024,Única,"$78,903.00",0,/Gestión/Pólizas/Comisiones/BCom0130.Liquidación.194802.pdf,/Gestión/Pólizas/Comisiones/BCom0130.Detalle.194802.pdf,
BCom0131,Com0004,Comisión,Factura,8,30/11/2024,31150,Única,"$42,068.00",0,/Gestión/Pólizas/Comisiones/BCom0131.Liquidación.161346.pdf,/Gestión/Pólizas/Comisiones/BCom0131.Detalle.161346.xlsx,
BCom0132,Com0005,Comisión,Factura,2,30/11/2024,30112024,Única,"$148,750.00",0,/Gestión/Pólizas/Comisiones/BCom0132.Liquidación.170046.pdf,/Gestión/Pólizas/Comisiones/BCom0132.Detalle.170046.xlsx,
BCom0133,Com0008,Comisión,Factura,1,15/12/2024,9660,Única,"$112,604.00",0,/Gestión/Pólizas/Comisiones/BCom0133.Liquidación.195118.pdf,/Gestión/Pólizas/Comisiones/BCom0133.Detalle.195118.xlsx,
BCom0134,Com0001,Comisión,Factura,3,15/12/2024,15122024,Única,"$179,417.00",0,/Gestión/Pólizas/Comisiones/BCom0134.Liquidación.180314.xlsx,/Gestión/Pólizas/Comisiones/BCom0134.Detalle.180314.xlsx,
BCom0135,Com0006,Comisión,Factura,1,15/12/2024,38,Única,"$105,619.00",0,/Gestión/Pólizas/Comisiones/BCom0135.Liquidación.162301.pdf,/Gestión/Pólizas/Comisiones/BCom0135.Detalle.162301.pdf,
BCom0136,Com0004,Comisión,Factura,3,31/12/2024,32085,Única,"$242,371.00",0,/Gestión/Pólizas/Comisiones/BCom0136.Liquidación.161422.pdf,/Gestión/Pólizas/Comisiones/BCom0136.Detalle.161422.xls,
BCom0137,Com0008,Comisión,Factura,1,15/1/2025,10521,Única,"$62,546.00",0,/Gestión/Pólizas/Comisiones/BCom0137.Liquidación.195308.pdf,/Gestión/Pólizas/Comisiones/BCom0137.Detalle.195308.xlsx,
BCom0138,Com0001,Comisión,Factura,10,15/1/2025,15012025,Separada,"$299,321.00",18441,/Gestión/Pólizas/Comisiones/BCom0138.Liquidación.180338.xlsx,/Gestión/Pólizas/Comisiones/BCom0138.Detalle.180338.xlsx,
BCom0139,Com0006,Comisión,Factura,3,15/1/2025,39,Separada,"-$19,988.00",34210,/Gestión/Pólizas/Comisiones/BCom0139.Liquidación.162426.pdf,/Gestión/Pólizas/Comisiones/BCom0139.Detalle.162426.pdf,
BCom0140,Com0007,Comisión,Saldo,1,30/1/2025,30012025,,"-$67,450.00",0,/Gestión/Pólizas/Comisiones/BCom0140.Liquidación.162749.266.pdf,/Gestión/Pólizas/Comisiones/BCom0140.Detalle.162749.266.pdf,
BCom0141,Com0007,Comisión,Saldo,2,9/2/2025,9022025,,"-$179,554.00",0,/Gestión/Pólizas/Comisiones/BCom0141.Liquidación.163114.669.pdf,/Gestión/Pólizas/Comisiones/BCom0141.Detalle.163114.669.pdf,
BCom0142,Com0008,Comisión,Factura,3,15/2/2025,10971,Única,"$81,292.00",0,/Gestión/Pólizas/Comisiones/BCom0142.Liquidación.195721.pdf,/Gestión/Pólizas/Comisiones/BCom0142.Detalle.195721.xlsx,
BCom0143,Com0001,Comisión,Factura,10,15/2/2025,15022025,Única,"$851,251.00",0,/Gestión/Pólizas/Comisiones/BCom0143.Liquidación.180402.xlsx,/Gestión/Pólizas/Comisiones/BCom0143.Detalle.180402.xlsx,
BCom0144,Com0006,Comisión,Factura,3,15/2/2025,40,Única,"$85,378.00",0,/Gestión/Pólizas/Comisiones/BCom0144.Liquidación.162605.pdf,/Gestión/Pólizas/Comisiones/BCom0144.Detalle.162605.pdf,
BCom0145,Com0007,Comisión,Saldo,3,27/2/2025,27022025,,"-$59,232.00",0,/Gestión/Pólizas/Comisiones/BCom0145.Liquidación.163347.486.pdf,/Gestión/Pólizas/Comisiones/BCom0145.Detalle.163347.486.pdf,
BCom0146,Com0006,Comisión,Factura,1,28/2/2025,41,Separada,"$17,065.00",15901,/Gestión/Pólizas/Comisiones/BCom0146.Liquidación.162846.pdf,/Gestión/Pólizas/Comisiones/BCom0146.Detalle.162846.pdf,
BCom0147,Com0008,Comisión,Factura,1,28/2/2025,11425,Única,"$58,472.00",0,/Gestión/Pólizas/Comisiones/BCom0147.Liquidación.195824.pdf,/Gestión/Pólizas/Comisiones/BCom0147.Detalle.195824.xlsx,
BCom0148,Com0012,Comisión,Factura,1,4/3/2025,15022025,Única,"$67,634.00",0,/Gestión/Pólizas/Comisiones/BCom0148.Liquidación.153822.pdf,/Gestión/Pólizas/Comisiones/BCom0148.Detalle.153822.pdf,
BCom0149,Com0007,Comisión,Factura,4,9/3/2025,5032025,Separada,"$29,332.00",12578,/Gestión/Pólizas/Comisiones/BCom0149.Liquidación.163843.873 (1).pdf,/Gestión/Pólizas/Comisiones/BCom0149.Detalle.163843.873 (1).pdf,
BCom0150,Com0001,Comisión,Factura,8,15/3/2025,15032025,Única,"$1,089,315.00",0,/Gestión/Pólizas/Comisiones/BCom0150.Liquidación.180428.xlsx,/Gestión/Pólizas/Comisiones/BCom0150.Detalle.180428.xlsx,
BCom0151,Com0006,Comisión,Factura,1,15/3/2025,42,Separada,"$17,105.00",15938,/Gestión/Pólizas/Comisiones/BCom0151.Liquidación.163027.pdf,/Gestión/Pólizas/Comisiones/BCom0151.Detalle.163027.pdf,
BCom0152,Com0006,Comisión,Saldo,1,31/3/2025,43,,"-$43,612.00",0,/Gestión/Pólizas/Comisiones/BCom0152.Liquidación.163143.pdf,/Gestión/Pólizas/Comisiones/BCom0152.Detalle.163143.pdf,
BCom0153,Com0004,Comisión,Factura,7,31/3/2025,34579,Única,"$115,340.00",0,/Gestión/Pólizas/Comisiones/BCom0153.Liquidación.161452.pdf,/Gestión/Pólizas/Comisiones/BCom0153.Detalle.161452.xls,
BCom0154,Com0005,Comisión,Factura,4,31/3/2025,31032025,Única,"$265,941.00",0,/Gestión/Pólizas/Comisiones/BCom0154.Liquidación.170227.pdf,/Gestión/Pólizas/Comisiones/BCom0154.Detalle.170227.xlsx,
BCom0155,Com0007,Comisión,Saldo,1,9/4/2025,9042025,,"-$8,173.00",0,/Gestión/Pólizas/Comisiones/BCom0155.Liquidación.164156.726.pdf,/Gestión/Pólizas/Comisiones/BCom0155.Detalle.164156.726.pdf,
BCom0156,Com0010,Comisión,Factura,1,2/10/2023,1101294,Única,"$275,083.00",0,/Gestión/Pólizas/Comisiones/BCom0156.Liquidación.155127.349.pdf,/Gestión/Pólizas/Comisiones/BCom0156.Detalle.155127.xlsx,
BCom0157,Com0010,Comisión,Factura,4,1/11/2023,1108868,Única,"$161,035.00",0,/Gestión/Pólizas/Comisiones/BCom0157.Liquidación.155311.632.pdf,/Gestión/Pólizas/Comisiones/BCom0157.Detalle.155311.xlsx,
BCom0158,Com0010,Comisión,Factura,2,2/1/2024,1127065,Única,"$80,130.00",0,/Gestión/Pólizas/Comisiones/BCom0158.Liquidación.155402.355.pdf,/Gestión/Pólizas/Comisiones/BCom0158.Detalle.155402.355.xlsx,
BCom0159,Com0010,Comisión,Factura,3,1/2/2024,1134302,Única,"$287,345.00",0,/Gestión/Pólizas/Comisiones/BCom0159.Liquidación.160300.941.pdf,/Gestión/Pólizas/Comisiones/BCom0159.Detalle.160300.941.xlsx,
BCom0160,Com0010,Comisión,Factura,3,4/3/2024,1140791,Única,"$192,686.00",0,/Gestión/Pólizas/Comisiones/BCom0160.Liquidación.160408.296.pdf,/Gestión/Pólizas/Comisiones/BCom0160.Detalle.160408.296.xlsx,
BCom0161,Com0010,Comisión,Factura,2,1/7/2024,1161574,Única,"$29,812.00",0,/Gestión/Pólizas/Comisiones/BCom0161.Liquidación.160500.476.pdf,/Gestión/Pólizas/Comisiones/BCom0161.Detalle.160500.476.xlsx,
BCom0162,Com0010,Comisión,Factura,7,1/9/2024,1172127,Única,"$467,932.00",0,/Gestión/Pólizas/Comisiones/BCom0162.Liquidación.160706.839.pdf,/Gestión/Pólizas/Comisiones/BCom0162.Detalle.160706.839.xlsx,
BCom0163,Com0010,Comisión,Factura,3,1/10/2024,1177019,Única,"$204,690.00",0,/Gestión/Pólizas/Comisiones/BCom0163.Liquidación.160811.581.pdf,/Gestión/Pólizas/Comisiones/BCom0163.Detalle.160811.581.xlsx,
BCom0164,Com0010,Comisión,Factura,3,1/12/2024,1187333,Única,"$199,836.00",0,/Gestión/Pólizas/Comisiones/BCom0164.Liquidación.160915.805.pdf,/Gestión/Pólizas/Comisiones/BCom0164.Detalle.160915.805.xlsx,
BCom0165,Com0010,Comisión,Factura,2,1/1/2025,1192043,Única,"$159,854.00",0,/Gestión/Pólizas/Comisiones/BCom0165.Liquidación.161019.226.pdf,/Gestión/Pólizas/Comisiones/BCom0165.Detalle.161019.226.xlsx,
BCom0166,Com0010,Comisión,Saldo,2,1/2/2025,1196908,,"-$159,699.00",0,/Gestión/Pólizas/Comisiones/BCom0166.Liquidación.161152.042.pdf,/Gestión/Pólizas/Comisiones/BCom0166.Detalle.161152.xlsx,
BCom0167,Com0010,Comisión,Saldo,7,4/3/2025,1201633,,"-$492,823.00",0,/Gestión/Pólizas/Comisiones/BCom0167.Liquidación.161540.459.pdf,/Gestión/Pólizas/Comisiones/BCom0167.Detalle.161540.xlsx,hay una comisión negativa por -161027 que no está asociada a ninguna póliza
BCom0168,Com0010,Comisión,Saldo,3,1/4/2025,1206618,,"-$205,279.00",0,/Gestión/Pólizas/Comisiones/BCom0168.Liquidación.161858.282.pdf,/Gestión/Pólizas/Comisiones/BCom0168.Detalle.161858.xlsx,Hay 3 Comisiones negativas por -495186
BCom0169,Com0007,Saldo,Saldo,0,29/4/2025,29042025,,"-$8,173.00",0,/Gestión/Pólizas/Comisiones/BCom0169.Liquidación.164441.pdf,/Gestión/Pólizas/Comisiones/BCom0169.Detalle.164441.pdf,
BCom0170,Com0004,Comisión,Factura,5,31/5/2025,36375,Única,"$103,179.00",0,/Gestión/Pólizas/Comisiones/BCom0170.Liquidación.161519.pdf,/Gestión/Pólizas/Comisiones/BCom0170.Detalle.161519.xlsx,
BCom0171,Com0006,Profit,Factura,0,1/4/2023,1042023,Única,"$59,121.00",0,/Gestión/Pólizas/Comisiones/BCom0171.Liquidación.183021.pdf,/Gestión/Pólizas/Comisiones/BCom0171.Detalle.183021.pdf,
BCom0172,Com0006,Profit,Factura,0,1/6/2023,1062023,Única,"$166,278.00",0,/Gestión/Pólizas/Comisiones/BCom0172.Liquidación.161411.pdf,/Gestión/Pólizas/Comisiones/BCom0172.Detalle.161411.pdf,
BCom0173,Com0006,Profit,Factura,0,1/7/2023,1072023,Única,"$1,260,017.00",0,/Gestión/Pólizas/Comisiones/BCom0173.Liquidación.161900.pdf,/Gestión/Pólizas/Comisiones/BCom0173.Detalle.161900.pdf,
BCom0174,Com0006,Profit,Factura,0,1/8/2023,1082023,Única,"$362,116.00",0,/Gestión/Pólizas/Comisiones/BCom0174.Liquidación.165428.pdf,/Gestión/Pólizas/Comisiones/BCom0174.Detalle.165428.pdf,
BCom0175,Com0006,Profit,Factura,0,1/11/2023,1112023,Única,"$62,816.00",0,/Gestión/Pólizas/Comisiones/BCom0175.Liquidación.173026.pdf,/Gestión/Pólizas/Comisiones/BCom0175.Detalle.173026.pdf,
BCom0176,Com0006,Profit,Factura,0,1/1/2024,1012024,Única,"$51,731.00",0,/Gestión/Pólizas/Comisiones/BCom0176.Liquidación.174324.pdf,/Gestión/Pólizas/Comisiones/BCom0176.Detalle.174324.pdf,
BCom0177,Com0006,Profit,Factura,0,1/2/2024,1022024,Única,"$29,908.00",0,/Gestión/Pólizas/Comisiones/BCom0177.Liquidación.180549.pdf,/Gestión/Pólizas/Comisiones/BCom0177.Detalle.180549.pdf,
BCom0178,Com0006,Profit,Factura,0,1/4/2024,1042024,Única,"$22,431.00",0,/Gestión/Pólizas/Comisiones/BCom0178.Liquidación.181155.pdf,/Gestión/Pólizas/Comisiones/BCom0178.Detalle.181155.pdf,
BCom0179,Com0006,Profit,Factura,0,1/5/2024,1052024,Única,"$18,794.00",0,/Gestión/Pólizas/Comisiones/BCom0179.Liquidación.152251.pdf,/Gestión/Pólizas/Comisiones/BCom0179.Detalle.152251.pdf,
BCom0180,Com0006,Profit,Factura,0,1/6/2024,1062024,Única,"$402,199.00",0,/Gestión/Pólizas/Comisiones/BCom0180.Liquidación.154856.pdf,/Gestión/Pólizas/Comisiones/BCom0180.Detalle.154856.pdf,
BCom0181,Com0006,Profit,Factura,0,1/8/2024,1082024,Única,"$18,945.00",0,/Gestión/Pólizas/Comisiones/BCom0181.Liquidación.160955.pdf,/Gestión/Pólizas/Comisiones/BCom0181.Detalle.160955.pdf,
BCom0182,Com0007,Comisión,Factura,1,29/5/2023,29052023,Única,"$52,511.00",0,/Gestión/Pólizas/Comisiones/BCom0182.Liquidación.170522.pdf,/Gestión/Pólizas/Comisiones/BCom0182.Detalle.170522.pdf,
BCom0183,Com0007,Comisión,Factura,4,9/1/2025,9012025,Única,"$350,603.00",0,/Gestión/Pólizas/Comisiones/BCom0183.Liquidación.195446.pdf,/Gestión/Pólizas/Comisiones/BCom0183.Detalle.195446.pdf,
BCom0184,Com0007,Comisión,Saldo,2,29/6/2025,29062025,,"-$5,511.00",0,/Gestión/Pólizas/Comisiones/BCom0184.Liquidación.164547.558.pdf,/Gestión/Pólizas/Comisiones/BCom0184.Detalle.164547.558.pdf,
BCom0185,Com0008,Comisión,Factura,1,18/6/2025,19897,Única,"$40,807.00",0,/Gestión/Pólizas/Comisiones/BCom0185.Liquidación.202306.pdf,/Gestión/Pólizas/Comisiones/BCom0185.Detalle.202306.pdf,
BCom0186,Com0001,Comisión,Factura,9,15/5/2025,15052025,Única,"$296,704.00",0,/Gestión/Pólizas/Comisiones/BCom0186.Liquidación.180537.xlsx,/Gestión/Pólizas/Comisiones/BCom0186.Detalle.180537.xlsx,
BCom0187,Com0008,Comisión,Factura,1,1/5/2025,14156,Única,"$22,771.00",0,/Gestión/Pólizas/Comisiones/BCom0187.Liquidación.201823.pdf,/Gestión/Pólizas/Comisiones/BCom0187.Detalle.201823.xlsx,Negativa Liq 13685
BCom0188,Com0008,Comisión,Factura,1,15/3/2025,12768,Única,"$62,036.00",0,/Gestión/Pólizas/Comisiones/BCom0188.Liquidación.200152.pdf,/Gestión/Pólizas/Comisiones/BCom0188.Detalle.200152.xlsx,
BCom0189,Com0008,Comisión,Saldo,1,15/4/2025,13682,,"-$33,287.00",0,/Gestión/Pólizas/Comisiones/BCom0189.Liquidación.200716.pdf,/Gestión/Pólizas/Comisiones/BCom0189.Detalle.200716.xlsx,Pol 1515344 no cuenta. Se modificó comisión
BCom0190,Com0008,Comisión,Factura,1,1/4/2025,13226,Única,"$61,399.00",0,/Gestión/Pólizas/Comisiones/BCom0190.Liquidación.200456.pdf,/Gestión/Pólizas/Comisiones/BCom0190.Detalle.200456.xlsx,
BCom0191,Com0003,Comisión,Factura,1,31/3/2024,1543,Separada,"$33,445.00",52557,/Gestión/Pólizas/Comisiones/BCom0191.Liquidación.154024.pdf,/Gestión/Pólizas/Comisiones/BCom0191.Detalle.154024.pdf,
BCom0192,Com0003,Comisión,Factura,1,28/2/2025,1682,Separada,"$34,847.00",54759,/Gestión/Pólizas/Comisiones/BCom0192.Liquidación.154059.pdf,/Gestión/Pólizas/Comisiones/BCom0192.Detalle.154059.pdf,
BCom0193,Com0011,Comisión,Factura,1,30/6/2024,0,Única,"$294,697.00",0,/Gestión/Pólizas/Comisiones/BCom0193.Liquidación.201240.689.pdf,/Gestión/Pólizas/Comisiones/BCom0193.Detalle.201240.689.pdf,
BCom0194,Com0002,Comisión,Factura,1,1/5/2025,1052025,Única,"$29,392.00",0,/Gestión/Pólizas/Comisiones/BCom0194.Liquidación.154446.pdf,/Gestión/Pólizas/Comisiones/BCom0194.Detalle.154446.pdf,
BCom0195,Com0002,Comisión,Factura,2,5/5/2025,5052025,Única,"$128,168.00",0,/Gestión/Pólizas/Comisiones/BCom0195.Liquidación.154526.pdf,/Gestión/Pólizas/Comisiones/BCom0195.Detalle.182924.pdf,
BCom0196,Com0008,Comisión,Saldo,2,5/9/2023,5092023,,"$4,338.00",0,/Gestión/Pólizas/Comisiones/BCom0196.Liquidación.190242.pdf,/Gestión/Pólizas/Comisiones/BCom0196.Detalle.190242.pdf,Comision negativa por $225.042 Determinar de dónde proviene
BCom0197,Com0008,Comisión,Saldo,2,15/9/2023,15092023,,"$21,346.00",0,/Gestión/Pólizas/Comisiones/BCom0197.Liquidación.190535.pdf,/Gestión/Pólizas/Comisiones/BCom0197.Detalle.190535.pdf,continua com negativa de liq 05092023
BCom0198,Com0008,Comisión,Saldo,2,5/10/2023,5102023,,"-$10,137.00",0,/Gestión/Pólizas/Comisiones/BCom0198.Liquidación.190657.pdf,/Gestión/Pólizas/Comisiones/BCom0198.Detalle.190657.pdf,
BCom0199,Com0008,Comisión,Saldo,2,19/1/2024,19012024,Única,"-$12,177.00",0,/Gestión/Pólizas/Comisiones/BCom0199.Liquidación.191312.pdf,/Gestión/Pólizas/Comisiones/BCom0199.Detalle.191312.pdf,Com Negativa Pol $213.128 Determinar de donde proviene
BCom0200,Com0008,Comisión,Factura,2,5/4/2024,5042024,Única,"$117,328.00",0,/Gestión/Pólizas/Comisiones/BCom0200.Liquidación.193137.pdf,/Gestión/Pólizas/Comisiones/BCom0200.Detalle.193137.pdf,
BCom0201,Com0007,Comisión,Saldo,1,2/7/2025,2072025,,"-$56,726.00",0,/Gestión/Pólizas/Comisiones/BCom0201.Liquidación.164648.pdf,/Gestión/Pólizas/Comisiones/BCom0201.Detalle.164648.pdf,
561f9cb6,Com0001,Comisión,Factura,5,15/6/2025,15062025,Única,"$107,972.00",0,/Gestión/Pólizas/Comisiones/561f9cb6.Liquidación.181439.xlsx,/Gestión/Pólizas/Comisiones/561f9cb6.Detalle.160616.xlsx,
9862821b,Com0001,Comisión,Factura,8,15/8/2025,15082025,,"$39,012.00",0,/Gestión/Pólizas/Comisiones/9862821b.Liquidación.183008.xlsx,/Gestión/Pólizas/Comisiones/9862821b.Detalle.155855.xlsx,
c1bd6414,Com0001,Comisión,Factura,1,30/9/2025,30092025,Única,"$105,427.00",0,/Gestión/Pólizas/Comisiones/c1bd6414.Liquidación.185429.xlsx,/Gestión/Pólizas/Comisiones/c1bd6414.Detalle.185429.xlsx,
a0a84533,Com0001,Comisión,Factura,3,30/10/2025,30102025,Separada,"$23,432.00",18161,/Gestión/Pólizas/Comisiones/a0a84533.Liquidación.185834.xlsx,/Gestión/Pólizas/Comisiones/a0a84533.Detalle.185834.xlsx,
1bba54a5,Com0001,Comisión,Factura,5,30/11/2025,30112025,Única,"$132,807.00",0,/Gestión/Pólizas/Comisiones/1bba54a5.Liquidación.195104.xlsx,/Gestión/Pólizas/Comisiones/1bba54a5.Detalle.195104.xlsx,
d7c4e963,Com0003,Comisión,Factura,3,31/10/2025,1784,Separada,"$62,946.00",61388,/Gestión/Pólizas/Comisiones/d7c4e963.Liquidación.160058.957.pdf,/Gestión/Pólizas/Comisiones/d7c4e963.Detalle.160058.957.pdf,
a5f0b82e,Com0004,Ajuste,Factura,0,6/7/2023,17422,Única,"$13,254.00",0,/Gestión/Pólizas/Comisiones/a5f0b82e.Liquidación.160638.772.pdf,/Gestión/Pólizas/Comisiones/a5f0b82e.Detalle.160638.772.pdf,
e17c593a,Com0010,Saldo,Saldo,0,5/5/2025,1212396,,"-$206,490.00",0,/Gestión/Pólizas/Comisiones/e17c593a.Liquidación.201136.723.pdf,/Gestión/Pólizas/Comisiones/e17c593a.Detalle.201136.723.xlsx,
05eaada1,Com0010,Comisión,Factura,3,1/7/2025,1222978,Única,"$306,622.00",0,/Gestión/Pólizas/Comisiones/05eaada1.Liquidación.201724.880.pdf,/Gestión/Pólizas/Comisiones/05eaada1.Detalle.201724.286.xlsx,
75b59afd,Com0010,Comisión,Factura,5,1/9/2025,1233632,Única,"$31,333.00",0,/Gestión/Pólizas/Comisiones/75b59afd.Liquidación.202744.286.pdf,/Gestión/Pólizas/Comisiones/75b59afd.Detalle.202744.286.xlsx,
b06f7486,Com0010,Comisión,Factura,1,1/10/2025,1238555,Única,"$89,463.00",0,/Gestión/Pólizas/Comisiones/b06f7486.Liquidación.203011.461.pdf,/Gestión/Pólizas/Comisiones/b06f7486.Detalle.203011.461.xlsx,
7d78a85a,Com0010,Comisión,Factura,1,1/11/2025,1243960,Única,"$31,270.00",0,/Gestión/Pólizas/Comisiones/7d78a85a.Liquidación.203212.211.pdf,/Gestión/Pólizas/Comisiones/7d78a85a.Detalle.203212.211.xlsx,
ca9c4c0b,Com0012,Comisión,Saldo,1,5/3/2025,5032025,Única,"$67,634.00",0,/Gestión/Pólizas/Comisiones/ca9c4c0b.Liquidación.162433.634 .txt,/Gestión/Pólizas/Comisiones/ca9c4c0b.Detalle.162433.634 .txt,
9d80be8f,Com0007,Comisión,Factura,1,18/8/2025,24,Única,"$36,678.00",0,/Gestión/Pólizas/Comisiones/9d80be8f.Liquidación.164903.647.pdf,/Gestión/Pólizas/Comisiones/9d80be8f.Detalle.164903.647.pdf,
2b7f7d96,Com0008,Comisión,Factura,1,5/9/2025,16918,Única,"$72,964.00",0,/Gestión/Pólizas/Comisiones/2b7f7d96.Liquidación.202550.827.pdf,/Gestión/Pólizas/Comisiones/2b7f7d96.Detalle.202550.827.xlsx,
6d1d73e7,Com0007,Comisión,Factura,1,2/1/2026,25,Única,"$63,597.00",0,/Gestión/Pólizas/Comisiones/6d1d73e7.Liquidación.170340.PDF,/Gestión/Pólizas/Comisiones/6d1d73e7.Detalle.170340.PDF,
993c7ef9,Com0008,Comisión,Factura,1,25/11/2025,19634,Única,"$258,476.00",0,/Gestión/Pólizas/Comisiones/993c7ef9.Liquidación.173534.pdf,/Gestión/Pólizas/Comisiones/993c7ef9.Detalle.173534.xlsx,
61bbf10b,Com0010,Comisión,Factura,2,3/1/2026,1257563,Única,"$112,693.00",0,/Gestión/Pólizas/Comisiones/61bbf10b.Liquidación.180505.pdf,/Gestión/Pólizas/Comisiones/61bbf10b.Detalle.180505.xlsx,
4bd97e22,Com0001,Comisión,Factura,4,30/12/2025,30122025,Única,"$180,400.00",0,/Gestión/Pólizas/Comisiones/4bd97e22.Liquidación.162025.xlsx,/Gestión/Pólizas/Comisiones/4bd97e22.Detalle.162025.xlsx,
b801f850,Com0005,Comisión,Saldo,1,30/4/2025,30042025,,"-$52,752.00",0,/Gestión/Pólizas/Comisiones/b801f850.Liquidación.173232.pdf,/Gestión/Pólizas/Comisiones/b801f850.Detalle.173232.pdf,
184f6d0f,Com0005,Comisión,Saldo,1,31/5/2025,31052025,,"$24,239.00",0,/Gestión/Pólizas/Comisiones/184f6d0f.Liquidación.173423.pdf,/Gestión/Pólizas/Comisiones/184f6d0f.Detalle.173423.pdf,
9a6b78a3,Com0005,Comisión,Saldo,1,30/6/2025,30062025,,"-$6,063.00",0,/Gestión/Pólizas/Comisiones/9a6b78a3.Liquidación.173610.pdf,/Gestión/Pólizas/Comisiones/9a6b78a3.Detalle.173610.pdf,
d6389329,Com0005,Comisión,Factura,1,31/7/2025,31072025,Única,"$458,412.00",0,/Gestión/Pólizas/Comisiones/d6389329.Liquidación.173830.pdf,/Gestión/Pólizas/Comisiones/d6389329.Detalle.173830.xlsx,
95f2e70e,Com0005,Comisión,Factura,1,31/10/2025,31102025,Única,"$30,922.00",0,/Gestión/Pólizas/Comisiones/95f2e70e.Liquidación.174027.pdf,/Gestión/Pólizas/Comisiones/95f2e70e.Detalle.174027.xlsx,
b7d1c2b6,Com0005,Comisión,Factura,1,30/11/2025,30112025,Separada,"$25,768.00",7929,/Gestión/Pólizas/Comisiones/b7d1c2b6.Liquidación.174411.pdf,/Gestión/Pólizas/Comisiones/b7d1c2b6.Detalle.174411.xlsx,
13661b9d,Com0005,Comisión,Factura,2,31/12/2025,31122025,Única,"$121,763.00",0,/Gestión/Pólizas/Comisiones/13661b9d.Liquidación.180108.pdf,/Gestión/Pólizas/Comisiones/13661b9d.Detalle.180108.xlsx,
