ID,Producto,% Comisión Afecta,% Comisión Exenta,Ejecutivo,Estado Seguro,Fecha Emisión,I Vigencia,F Vigencia,N° Póliza,Cliente,Contratante,Pagador,Moneda,Forma de Pago,N° Cuotas,Mandato,Otros Archivos,Comisión?,Renovar?,Pago Activo?,Recotizar?,Fecha Cancelación,Comentarios,Verificador Traspaso
Pol0131,Pro0048,12.00%,0.00%,Eje0002,Ok,25/10/2023,25/10/2023,25/10/2024,300389969,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0132,Pro0006,13.53%,0.00%,Eje0005,Ok,29/10/2023,29/10/2023,29/10/2024,56222,Cli0017,rut0022,rut0022,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0133,Pro0012,10.00%,0.00%,Eje0004,Ok,4/11/2023,4/11/2023,4/11/2024,61764775,Cli0050,rut0071,rut0071,UF,PAC,11,,,TRUE,TRUE,FALSE,,,,
Pol0134,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2023,4/11/2023,4/11/2024,18000121-8,Cli0052,rut0074,rut0074,UF,Directa,5,,,FALSE,TRUE,FALSE,,,,
Pol0135,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2023,4/11/2023,4/11/2024,18000122-8,Cli0052,rut0074,rut0074,UF,Directa,3,,,FALSE,TRUE,FALSE,,,,
Pol0136,Pro0038,23.00%,23.00%,Eje0011,Ok,4/11/2023,4/11/2023,4/11/2024,18000123-8,Cli0052,rut0074,rut0074,UF,Directa,5,,,FALSE,TRUE,FALSE,,,,
Pol0137,Pro0055,15.00%,7.00%,Eje0010,Cancelado,6/11/2023,6/11/2023,6/11/2024,20547413,Cli0079,rut0116,rut0116,UF,PAC,10,,,TRUE,FALSE,FALSE,,,,
Pol0138,Pro0012,12.00%,0.00%,Eje0004,Ok,11/11/2023,11/11/2023,11/11/2024,61772032,Cli0052,rut0074,rut0074,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0139,Pro0029,10.00%,0.00%,Eje0001,Ok,14/11/2023,14/11/2023,14/11/2024,QP1081271,Cli0032,rut0041,rut0041,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0140,Pro0077,15.00%,0.00%,Eje0001,Ok,15/11/2023,15/11/2023,15/11/2024,QP1089859,Cli0046,rut0066,rut0066,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0141,Pro0011,7.00%,0.00%,Eje0001,Ok,21/11/2023,21/11/2023,21/11/2024,QP1081272,Cli0072,rut0105,rut0105,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0142,Pro0011,7.00%,0.00%,Eje0001,Ok,22/11/2023,22/11/2023,22/11/2024,QP1081273,Cli0034,rut0044,rut0044,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0143,Pro0055,15.00%,7.00%,Eje0004,Ok,22/11/2023,22/11/2023,22/11/2024,20549276,8a0eccf1,rut0007,rut0007,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0145,Pro0015,15.00%,0.00%,Eje0006,Cancelado,23/11/2023,23/11/2023,23/11/2024,23503800,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0146,Pro0059,15.00%,0.00%,Eje0007,Ok,24/11/2023,24/11/2023,24/11/2024,476431,Cli0103,rut0149,rut0149,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0147,Pro0028,10.00%,10.00%,Eje0004,Ok,26/11/2023,26/11/2023,26/11/2024,20549601,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0148,Pro0003,22.00%,22.00%,Eje0001,Ok,26/11/2023,26/11/2023,26/11/2024,QP1088321,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0149,5c3562b5,15.00%,0.00%,Eje0007,Ok,26/11/2023,26/11/2023,26/11/2024,87934,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0150,Pro0008,7.50%,0.00%,Eje0005,Cancelado,27/11/2023,27/11/2023,27/11/2024,6520875,Cli0014,rut0016,rut0016,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0151,Pro0009,14.00%,0.00%,Eje0001,Cancelado,12/12/2023,12/12/2023,12/12/2024,QP1091186,Cli0098,rut0134,rut0134,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0152,Pro0012,12.00%,0.00%,Eje0004,Ok,12/12/2023,12/12/2023,12/12/2024,61785251,Cli0115,rut0169,rut0169,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0153,Pro0015,15.00%,0.00%,Eje0006,Cancelado,13/12/2023,13/12/2023,13/12/2024,23503921,Cli0049,rut0070,rut0070,UF,PAC,12,,,TRUE,FALSE,FALSE,,,,
Pol0154,Pro0075,16.00%,16.00%,Eje0003,Ok,14/12/2023,14/12/2023,14/12/2024,3052857,Cli0040,rut0056,rut0056,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0155,Pro0040,10.00%,0.00%,Eje0001,Ok,18/12/2023,18/12/2023,18/12/2024,QP1083594,Cli0107,rut0155,rut0155,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0156,Pro0052,5.00%,0.00%,Eje0001,Cancelado,22/12/2023,22/12/2023,22/12/2024,QP1086283,Cli0082,rut0119,rut0119,UF,Directa,12,,,TRUE,FALSE,FALSE,,,,
Pol0157,Pro0015,15.00%,0.00%,Eje0006,Ok,22/12/2023,22/12/2023,22/12/2024,23504189,Cli0040,rut0053,rut0053,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0158,Pro0015,15.00%,0.00%,Eje0006,Ok,26/12/2023,26/12/2023,26/12/2024,23504833,Cli0008,rut0009,rut0009,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0159,Pro0078,15.00%,0.00%,Eje0001,Ok,26/12/2023,26/12/2023,26/12/2024,QP1093194,Cli0123,rut0189,rut0189,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0160,Pro0022,14.00%,0.00%,,Ok,29/12/2023,29/12/2023,29/12/2024,8119445,Cli0125,rut0191,rut0191,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0161,Pro0035,30.00%,0.00%,Eje0005,Ok,29/12/2023,29/12/2023,29/12/2024,6864148,Cli0028,rut0035,rut0035,UF,Directa,3,,,TRUE,TRUE,FALSE,,,,
Pol0162,Pro0035,30.00%,0.00%,Eje0005,Ok,29/12/2023,29/12/2023,29/12/2024,6864149,Cli0028,rut0035,rut0035,UF,Directa,3,,,TRUE,TRUE,FALSE,,,,
Pol0163,Pro0035,30.00%,0.00%,Eje0005,Ok,29/12/2023,29/12/2023,29/12/2024,6864150,Cli0028,rut0035,rut0035,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0164,Pro0045,0.00%,0.00%,Eje0002,Anulado,25/1/2024,25/1/2024,2/1/2025,100064730,Cli0075,rut0110,rut0110,UF,,1,,,FALSE,FALSE,FALSE,,,,
Pol0165,Pro0028,8.00%,8.00%,Eje0004,Ok,8/1/2024,8/1/2024,8/1/2025,20553891,Cli0092,rut0139,rut0139,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0166,Pro0011,7.00%,0.00%,Eje0001,Ok,19/1/2024,19/1/2024,19/1/2025,QP1091746,Cli0083,rut0120,rut0120,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0167,Pro0005,10.00%,0.00%,Eje0001,Ok,22/1/2024,22/1/2024,22/1/2025,QP1097955,Cli0068,rut0096,rut0096,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0168,Pro0045,17.00%,17.00%,Eje0002,Ok,25/1/2024,25/1/2024,25/1/2025,100064919,Cli0075,rut0110,rut0110,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0169,Pro0072,14.00%,0.00%,Eje0003,Anulado,25/1/2024,25/1/2024,25/1/2025,1390674,Cli0046,rut0064,rut0063,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0170,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404743,Cli0025,rut0030,rut0030,UF,Directa,1,,,FALSE,FALSE,FALSE,,,,
Pol0171,Pro0025,14.50%,0.00%,Eje0005,Cancelado,31/1/2024,31/1/2024,31/1/2025,9729875,Cli0064,rut0090,rut0090,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0172,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404752,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0173,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300407426,Cli0093,rut0128,rut0128,UF,PAC,10,,,TRUE,TRUE,FALSE,,,,
Pol0174,Pro0015,15.00%,0.00%,Eje0006,Cancelado,31/1/2024,31/1/2024,31/1/2025,24500429,Cli0111,rut0160,rut0160,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0175,Pro0015,15.00%,0.00%,Eje0006,Cancelado,31/1/2024,31/1/2024,31/1/2025,24500437,Cli0111,rut0160,rut0160,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0176,Pro0015,15.00%,0.00%,Eje0006,Cancelado,31/1/2024,31/1/2024,31/1/2025,24500427,Cli0111,rut0159,rut0159,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0177,Pro0047,11.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404740,Cli0111,rut0160,rut0160,UF,PAT,1,,,TRUE,FALSE,FALSE,,,,
Pol0178,Pro0047,0.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404738,Cli0111,rut0159,rut0159,UF,,1,,,TRUE,FALSE,FALSE,,,,
Pol0179,Pro0065,12.00%,0.00%,Eje0003,Ok,31/1/2024,31/1/2024,31/1/2025,1389937,Cli0132,rut0198,rut0198,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0180,Pro0065,14.00%,0.00%,Eje0003,Ok,31/1/2024,31/1/2024,31/1/2025,1390060,Cli0116,rut0172,rut0172,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0181,Pro0065,14.00%,0.00%,Eje0003,Ok,31/1/2024,31/1/2024,31/1/2025,1390061,Cli0102,rut0146,rut0146,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0182,Pro0047,16.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404744,Cli0064,rut0091,rut0091,UF,Directa,1,,,FALSE,FALSE,FALSE,,,,
Pol0183,Pro0015,15.00%,0.00%,Eje0006,Ok,31/1/2024,31/1/2024,31/1/2025,24500460,Cli0064,rut0089,rut0089,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0184,Pro0015,15.00%,0.00%,Eje0006,Ok,31/1/2024,31/1/2024,31/1/2025,24500459,Cli0064,rut0091,rut0091,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0185,Pro0047,0.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404746,Cli0090,rut0136,rut0136,UF,,1,,,FALSE,FALSE,FALSE,,,,
Pol0186,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404750,Cli0081,rut0118,rut0118,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0187,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404742,Cli0067,rut0094,rut0094,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0188,Pro0047,11.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404737,Cli0045,rut0061,rut0061,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0189,Pro0025,14.50%,0.00%,Eje0005,Ok,31/1/2024,31/1/2024,31/1/2025,9730544,Cli0012,rut0013,rut0013,UF,PAC,10,,,TRUE,TRUE,FALSE,,,,
Pol0190,Pro0025,14.50%,0.00%,Eje0005,Ok,31/1/2024,31/1/2024,31/1/2025,9730574,Cli0012,rut0013,rut0013,UF,PAC,10,,,TRUE,TRUE,FALSE,,,,
Pol0191,Pro0047,16.00%,0.00%,Eje0002,Cancelado,31/1/2024,31/1/2024,31/1/2025,300404749,Cli0056,rut0079,rut0079,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0192,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404739,Cli0105,rut0151,rut0151,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0193,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404747,Cli0101,rut0145,rut0145,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0194,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404748,Cli0101,rut0143,rut0143,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0195,Pro0015,15.00%,0.00%,Eje0006,Cancelado,31/1/2024,31/1/2024,31/1/2025,24500634,Cli0056,rut0078,rut0078,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
Pol0196,Pro0047,0.00%,0.00%,Eje0002,Anulado,31/1/2024,31/1/2024,31/1/2025,300404741,Cli0043,rut0060,rut0060,UF,,1,,,TRUE,FALSE,FALSE,,,,
Pol0197,Pro0015,15.00%,0.00%,Eje0006,Cancelado,31/1/2024,31/1/2024,31/1/2025,24500642,Cli0043,rut0060,rut0060,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0198,Pro0036,25.00%,25.00%,Eje0003,Cancelado,31/1/2024,31/1/2024,31/1/2025,3055132,Cli0109,rut0157,rut0157,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0199,Pro0065,15.00%,0.00%,Eje0003,Ok,31/1/2024,31/1/2024,31/1/2025,1392087,Cli0003,rut0003,rut0003,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0200,Pro0047,16.00%,0.00%,Eje0002,Ok,31/1/2024,31/1/2024,31/1/2025,300404751,Cli0112,rut0182,rut0182,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0201,Pro0072,14.00%,0.00%,Eje0003,Ok,4/2/2024,4/2/2024,4/2/2025,1390844,Cli0046,rut0064,rut0064,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0202,Pro0068,16.00%,0.00%,Eje0002,Ok,8/2/2024,8/2/2024,8/2/2025,500008295,Cli0068,rut0096,rut0096,UF,Directa,8,,,TRUE,TRUE,FALSE,,,,
Pol0203,Pro0042,22.00%,10.00%,Eje0004,Ok,23/2/2024,23/2/2024,23/2/2025,20559520,Cli0075,rut0110,rut0110,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0204,Pro0012,13.00%,0.00%,Eje0004,Ok,28/2/2024,28/2/2024,28/2/2025,61807008,Cli0075,rut0110,rut0110,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0205,Pro0012,13.00%,0.00%,Eje0004,Ok,28/2/2024,28/2/2024,28/2/2025,61806743,Cli0075,rut0110,rut0110,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0206,Pro0012,13.00%,0.00%,Eje0004,Ok,4/3/2024,4/3/2024,4/3/2025,61806455,Cli0033,rut0043,rut0043,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0207,Pro0038,23.00%,23.00%,Eje0011,Ok,5/3/2024,5/3/2024,5/3/2025,2602990,Cli0106,rut0152,rut0152,UF,PAC,11,,,TRUE,TRUE,FALSE,,,,
Pol0208,Pro0032,17.00%,0.00%,Eje0001,Ok,6/3/2024,6/3/2024,6/3/2025,QP1104454,Cli0101,rut0144,rut0144,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0209,Pro0012,13.00%,0.00%,Eje0004,Anulado,6/3/2024,6/3/2024,6/3/2025,61805774,Cli0033,rut0043,rut0043,UF,PAT,1,,,TRUE,FALSE,FALSE,,,,
Pol0210,Pro0078,15.00%,0.00%,Eje0001,Ok,6/3/2024,6/3/2024,7/3/2025,QP1100679,Cli0057,rut0080,rut0080,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0211,Pro0077,15.00%,0.00%,Eje0001,Ok,6/3/2024,6/3/2024,7/3/2025,QP1100678,Cli0093,rut0128,rut0128,UF,PAC,12,,,TRUE,TRUE,FALSE,,,,
Pol0212,Pro0043,15.00%,15.00%,Eje0003,Ok,8/3/2024,8/3/2024,8/3/2025,1400020,Cli0111,rut0159,rut0159,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0213,Pro0043,18.00%,18.00%,Eje0003,Ok,9/3/2024,9/3/2024,9/3/2025,1400018,Cli0111,rut0166,rut0166,UF,PAC,11,,,TRUE,TRUE,FALSE,,,,
Pol0214,Pro0070,15.00%,0.00%,Eje0007,Ok,19/3/2024,19/3/2024,19/3/2025,89696,Cli0103,rut0149,rut0149,UF,PAT,6,,,TRUE,TRUE,FALSE,,,,
Pol0215,Pro0004,15.00%,15.00%,,Ok,19/3/2024,19/3/2024,19/3/2025,7656992,Cli0103,rut0149,rut0149,UF,Directa,6,,,TRUE,TRUE,FALSE,,,,
Pol0216,Pro0015,15.00%,0.00%,Eje0006,Ok,20/3/2024,20/3/2024,20/3/2025,24501823,Cli0030,rut0039,rut0039,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0217,Pro0056,14.00%,0.00%,,Ok,27/3/2024,27/3/2024,27/3/2025,8308644,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0218,Pro0056,14.00%,0.00%,,Anulado,27/3/2024,27/3/2024,27/3/2025,8308645,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0219,Pro0056,14.00%,0.00%,,Ok,27/3/2024,27/3/2024,27/3/2025,8308646,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0220,Pro0056,14.00%,0.00%,,Anulado,27/3/2024,27/3/2024,27/3/2025,8308647,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0221,Pro0069,18.00%,0.00%,Eje0003,Ok,27/3/2024,27/3/2024,27/3/2025,3057446,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0222,Pro0013,8.00%,0.00%,Eje0004,Ok,4/4/2024,4/4/2024,4/4/2025,61821498,Cli0127,rut0194,rut0194,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0223,Pro0079,0.00%,0.00%,Eje0003,Ok,15/4/2024,15/4/2024,14/4/2025,1406048,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,FALSE,,,,
Pol0224,Pro0080,0.00%,0.00%,Eje0003,Ok,15/4/2024,15/4/2024,15/4/2025,1406049,Cli0029,rut0037,rut0037,UF,Directa,1,,,FALSE,TRUE,FALSE,,,,
Pol0225,Pro0043,11.48%,11.48%,Eje0003,Ok,17/4/2024,17/4/2024,17/4/2025,1415545,Cli0111,rut0165,rut0165,UF,PAC,10,,,TRUE,TRUE,FALSE,,,,
Pol0226,Pro0015,15.00%,0.00%,Eje0006,Ok,25/4/2024,25/4/2024,25/4/2025,24502660,Cli0056,rut0078,rut0078,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
Pol0227,Pro0078,15.00%,0.00%,Eje0001,Ok,28/4/2024,28/4/2024,28/4/2025,QP1105953,Cli0098,rut0135,rut0135,UF,PAC,12,,,TRUE,TRUE,FALSE,,,,
Pol0228,Pro0015,15.00%,0.00%,Eje0006,Ok,29/4/2024,29/4/2024,29/4/2025,24502810,Cli0049,rut0070,rut0070,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0229,Pro0014,13.00%,0.00%,Eje0004,Cancelado,10/5/2024,10/5/2024,10/5/2025,61830155,Cli0039,rut0052,rut0052,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0230,Pro0048,12.00%,0.00%,Eje0002,Ok,16/5/2024,16/5/2024,16/5/2025,300427695,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0231,Pro0032,17.00%,0.00%,Eje0001,Ok,31/5/2024,31/5/2024,31/5/2025,QP1117666,Cli0025,rut0030,rut0030,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0232,Pro0055,15.00%,7.00%,Eje0004,Anulado,1/6/2024,1/6/2024,1/6/2025,20571230,Cli0128,rut0014,rut0014,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0233,Pro0063,10.50%,0.00%,Eje0007,Ok,2/6/2024,2/6/2024,2/6/2025,710802,Cli0080,rut0117,rut0117,UF,PAC,11,,,TRUE,TRUE,FALSE,,,,
Pol0234,Pro0055,15.00%,7.00%,Eje0004,Ok,4/6/2024,4/6/2024,4/6/2025,20571305,Cli0079,rut0116,rut0116,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0235,Pro0032,17.00%,0.00%,Eje0001,Ok,4/6/2024,4/6/2024,4/6/2025,QP1118489,Cli0101,rut0144,rut0144,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0236,Pro0023,0.00%,0.00%,,Ok,6/6/2024,6/6/2024,6/6/2025,8537383,Cli0037,rut0050,rut0050,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0237,Pro0003,25.00%,25.00%,Eje0001,Ok,6/6/2024,6/6/2024,6/6/2025,QP1118194,Cli0117,rut0173,rut0173,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0238,Pro0021,16.00%,0.00%,Eje0009,Ok,16/6/2024,16/6/2024,16/6/2025,20109730,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0239,Pro0020,17.00%,0.00%,Eje0005,Cancelado,22/6/2024,22/6/2024,22/6/2025,7309303,Cli0117,rut0173,rut0173,UF,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0240,Pro0026,14.50%,0.00%,Eje0005,Ok,24/6/2024,24/6/2024,24/6/2025,9739169,Cli0064,rut0090,rut0090,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0241,Pro0071,10.00%,0.00%,Eje0001,Ok,18/6/2025,18/6/2025,26/6/2025,QP1173807,Cli0016,rut0018,rut0019,CLP,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0242,Pro0112,20.00%,20.00%,Eje0009,Ok,18/6/2025,18/6/2025,25/6/2025,20079866-868,Cli0016,rut0018,rut0019,CLP,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0243,Pro0033,7.78%,0.00%,Eje0006,Ok,28/6/2024,28/6/2024,28/6/2025,24552325,Cli0073,rut0107,rut0107,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0244,Pro0112,20.00%,20.00%,Eje0009,Ok,26/6/2025,26/6/2025,28/6/2025,20079866-875,Cli0016,rut0018,rut0019,CLP,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0245,Pro0071,10.00%,0.00%,Eje0001,Ok,26/6/2025,26/6/2025,29/6/2025,OP203475,Cli0016,rut0018,rut0019,CLP,Directa,1,,,TRUE,FALSE,FALSE,,,,
Pol0246,Pro0066,13.00%,0.00%,Eje0004,Ok,30/6/2024,30/6/2024,30/6/2025,23033214,Cli0046,rut0067,rut0065,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0247,Pro0067,10.50%,0.00%,Eje0004,Ok,30/6/2024,30/6/2024,30/6/2025,61850370,Cli0046,rut0067,rut0065,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0248,Pro0024,10.50%,0.00%,Eje0004,Ok,30/6/2024,30/6/2024,30/6/2025,61848950,Cli0046,rut0067,rut0065,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
Pol0249,Pro0002,26.00%,0.00%,Eje0002,Ok,3/7/2024,3/7/2024,3/7/2025,600008427,Cli0040,rut0057,rut0057,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0250,Pro0016,0.00%,0.00%,Eje0001,Anulado,6/7/2024,6/7/2024,6/7/2025,QP1118960,Cli0117,rut0173,rut0174,UF,,1,,,TRUE,FALSE,FALSE,,,,
Pol0251,Pro0042,21.00%,10.00%,Eje0004,Ok,11/7/2024,11/7/2024,11/7/2025,20573124,Cli0099,rut0140,rut0140,UF,PAC,11,,,TRUE,TRUE,FALSE,,,,
Pol0252,Pro0037,9.43%,9.43%,Eje0004,Ok,23/7/2024,23/7/2024,23/7/2025,20576575,Cli0102,rut0146,rut0146,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0253,Pro0017,15.00%,0.00%,Eje0001,Ok,29/7/2024,29/7/2024,29/7/2025,QP1126509,Cli0015,rut0017,rut0017,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0254,Pro0034,17.00%,0.00%,Eje0005,Cancelado,31/7/2024,31/7/2024,31/7/2025,7820461,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0255,Pro0034,17.00%,0.00%,Eje0005,Ok,31/7/2024,31/7/2024,31/7/2025,7820365,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0256,Pro0034,17.00%,0.00%,Eje0005,Ok,31/7/2024,31/7/2024,31/7/2025,7820385,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0257,Pro0034,17.00%,0.00%,Eje0005,Cancelado,8/8/2024,8/8/2024,8/8/2025,7820575 ,Cli0111,rut0159,rut0159,UF,PAT,11,,,TRUE,FALSE,FALSE,,,,
Pol0258,Pro0019,15.00%,0.00%,Eje0007,Ok,17/8/2024,17/8/2024,17/8/2025,52819,Cli0046,rut0067,rut0065,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0259,Pro0077,15.00%,0.00%,Eje0001,Ok,18/8/2024,18/8/2024,18/8/2025,QP1123594,Cli0096,rut0124,rut0124,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
Pol0260,Pro0051,10.50%,0.00%,Eje0007,Cancelado,22/8/2024,22/8/2024,22/8/2025,41355,Cli0024,rut0029,rut0029,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0261,Pro0014,13.00%,0.00%,Eje0010,Cancelado,29/8/2024,29/8/2024,29/8/2025,61870646,Cli0014,rut0016,rut0016,UF,Directa,10,,,TRUE,FALSE,FALSE,,,,
Pol0262,Pro0015,15.00%,0.00%,Eje0006,Cancelado,7/9/2024,7/9/2024,7/9/2025,24505496,Cli0056,rut0079,rut0079,UF,PAT,12,,,TRUE,FALSE,FALSE,,,,
Pol0263,Pro0041,10.00%,10.00%,Eje0001,Ok,9/9/2024,9/9/2024,9/9/2025,QP1129568,Cli0018,rut0023,rut0023,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0264,Pro0114,13.00%,0.00%,Eje0004,Ok,11/9/2024,11/9/2024,11/9/2025,61874815,Cli0127,rut0193,rut0193,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
