Esquema,Tabla,Campo,Tipo_de_Dato,Relacion_Target,Es_Label,Reglas_Visibilidad,Accion_Requerida
gestion,documento,partner,relationship(MANYTOONE),operaciones.partner,,,
gestion,documento,plan_pago,relationship(ONETOMANY),gestion.plan_pago,,,
gestion,documento,poliza,relationship(MANYTOONE),gestion.poliza,,,
gestion,documento,producto,relationship(MANYTOONE),operaciones.producto,,,
gestion,documento,solicitudes,relationship(ONETOMANY),gestion.solicitud,,,
gestion,materia,afecta_clp,"Numeric(14,2)",,,,
gestion,materia,afecta_uf,"Numeric(10,4)",,,,
gestion,materia,afecta_usd,"Numeric(10,2)",,,,
gestion,materia,asegurado_id,Integer,datos.rut,,,
gestion,materia,base_materia_id,Integer,grupos.grupo_materia,,,
gestion,materia,comentarios,Text,,,,
gestion,materia,contratante_id,Integer,datos.rut,,,
gestion,materia,created_at,DateTime(tz),,,,
gestion,materia,deducible,String(200),,,,
gestion,materia,documento_id,Integer,gestion.documento,,,
gestion,materia,exenta_clp,"Numeric(14,2)",,,,
gestion,materia,exenta_uf,"Numeric(10,4)",,,,
gestion,materia,exenta_usd,"Numeric(10,2)",,,,
gestion,materia,fecha_exclusion,Date,,,,
gestion,materia,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
gestion,materia,id,Integer,,,,
gestion,materia,item,Integer,,,,
gestion,materia,monto_asegurado,"Numeric(14,2)",,,,
gestion,materia,poliza_id,Integer,gestion.poliza,,,
gestion,materia,seguro_id,Integer,operaciones.seguro,,,
gestion,materia,tasa_afecta,"Numeric(6,4)",,,,
gestion,materia,tasa_exenta,"Numeric(6,4)",,,,
gestion,materia,updated_at,DateTime(tz),,,,
gestion,materia,uso,String(60),,,,
gestion,materia,asegurado,relationship(MANYTOONE),datos.rut,,,
gestion,materia,base_materia,relationship(MANYTOONE),grupos.grupo_materia,,,
gestion,materia,contratante,relationship(MANYTOONE),datos.rut,,,
gestion,materia,documento,relationship(MANYTOONE),gestion.documento,,,
gestion,materia,envios_link,relationship(ONETOMANY),cruce_tablas.materias_x_envio,,,
gestion,materia,grupo_cliente,relationship(MANYTOONE),grupos.grupo_cliente,,,
gestion,materia,items_envio_link,relationship(ONETOMANY),cruce_tablas.items_x_envio_cliente,,,
gestion,materia,poliza,relationship(MANYTOONE),gestion.poliza,,,
gestion,materia,seguro,relationship(MANYTOONE),operaciones.seguro,,,
gestion,materia,siniestros,relationship(ONETOMANY),gestion.siniestro,,,
gestion,plan_pago,activo,Boolean,,,,
gestion,plan_pago,afecta_clp,"Numeric(14,2)",,,,
gestion,plan_pago,afecta_uf,"Numeric(10,4)",,,,
gestion,plan_pago,afecta_usd,"Numeric(10,2)",,,,
gestion,plan_pago,cargado_cuota,Boolean,,,,
gestion,plan_pago,comentarios,Text,,,,
gestion,plan_pago,created_at,DateTime(tz),,,,
gestion,plan_pago,documento_id,Integer,gestion.documento,,,
gestion,plan_pago,enviado,Boolean,,,,
gestion,plan_pago,exenta_clp,"Numeric(14,2)",,,,
gestion,plan_pago,exenta_uf,"Numeric(10,4)",,,,
gestion,plan_pago,exenta_usd,"Numeric(10,2)",,,,
gestion,plan_pago,fecha_documento,Date,,,,
gestion,plan_pago,firmado,Boolean,,,,
gestion,plan_pago,id,Integer,,,,
gestion,plan_pago,n_cuota_distinta,Integer,,,,
gestion,plan_pago,n_cuotas,Integer,,,,
gestion,plan_pago,n_plan_pago,String(50),,,,
gestion,plan_pago,pdf_url,String(500),,,,
gestion,plan_pago,poliza_id,Integer,gestion.poliza,,,
gestion,plan_pago,recibo_envio,String(200),,,,
gestion,plan_pago,valor_cuota,"Numeric(14,2)",,,,
gestion,plan_pago,valor_cuota_distinta,"Numeric(14,2)",,,,
gestion,plan_pago,vcto_cuota_0,Date,,,,
gestion,plan_pago,vcto_cuota_1,Date,,,,
gestion,plan_pago,com_planes_pago,relationship(ONETOMANY),comunicacion.com_plan_pago,,,
gestion,plan_pago,cuotas,relationship(ONETOMANY),gestion.cuota,,,
gestion,plan_pago,documento,relationship(MANYTOONE),gestion.documento,,,
gestion,plan_pago,poliza,relationship(MANYTOONE),gestion.poliza,,,
gestion,poliza,activa,Boolean,,,,
gestion,poliza,comentarios,Text,,,,
gestion,poliza,comision_flag,Boolean,,,,
gestion,poliza,compania_id,Integer,operaciones.compania,,,
gestion,poliza,contratante_id,Integer,datos.rut,,,
gestion,poliza,cotizacion_id,Integer,gestion.cotizacion,,,
gestion,poliza,created_at,DateTime(tz),,,,
gestion,poliza,ejecutivo_id,Integer,operaciones.ejecutivo,,,
gestion,poliza,estado,"Enum(vigente, vencida, anulada, renovada, suspendida)",,,,
gestion,poliza,estado_seguro,"Enum(pendiente, inspeccion, ok, cancelada, anulada)",,,,
gestion,poliza,fecha_cancelacion,Date,,,,
gestion,poliza,fecha_emision,Date,,,,
gestion,poliza,fecha_inicio,Date,,,,
gestion,poliza,fecha_termino,Date,,,,
gestion,poliza,forma_pago,"Enum(directa, pac, pat, anual, semestral, trimestral…)",,,,
gestion,poliza,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
gestion,poliza,id,Integer,,,,
gestion,poliza,mandato,Boolean,,,,
gestion,poliza,moneda,"Enum(clp, uf, usd)",,,,
gestion,poliza,monto_comision,"Numeric(14,2)",,,,
gestion,poliza,n_cuotas,Integer,,,,
gestion,poliza,numero_cuotas,Integer,,,,
gestion,poliza,numero_poliza,String(50),,,,
gestion,poliza,pagador_id,Integer,datos.rut,,,
gestion,poliza,pago_activo,Boolean,,,,
gestion,poliza,pct_comision_afecta,"Numeric(5,2)",,,,
gestion,poliza,pct_comision_exenta,"Numeric(5,2)",,,,
gestion,poliza,poliza_anterior_id,Integer,gestion.poliza,,,
gestion,poliza,porcentaje_comision,"Numeric(5,2)",,,,
gestion,poliza,prima_neta,"Numeric(14,2)",,,,
gestion,poliza,prima_total,"Numeric(14,2)",,,,
gestion,poliza,producto_id,Integer,operaciones.producto,,,
gestion,poliza,ramo_id,Integer,operaciones.ramo,,,
gestion,poliza,recotizar,Boolean,,,,
gestion,poliza,renovar,Boolean,,,,
gestion,poliza,seguro_id,Integer,operaciones.seguro,,,
gestion,poliza,suma_asegurada,"Numeric(14,2)",,,,
gestion,poliza,updated_at,DateTime(tz),,,,
gestion,poliza,verificador_traspaso_id,Integer,gestion.registro,,,
gestion,poliza,com_polizas,relationship(ONETOMANY),comunicacion.com_poliza,,,
gestion,poliza,compania,relationship(MANYTOONE),operaciones.compania,,,
gestion,poliza,contratante,relationship(MANYTOONE),datos.rut,,,
gestion,poliza,cuotas,relationship(ONETOMANY),gestion.cuota,,,
gestion,poliza,documentos,relationship(ONETOMANY),gestion.documento,,,
gestion,poliza,ejecutivo,relationship(MANYTOONE),operaciones.ejecutivo,,,
gestion,poliza,grupo_cliente,relationship(MANYTOONE),grupos.grupo_cliente,,,
gestion,poliza,materias,relationship(ONETOMANY),gestion.materia,,,
gestion,poliza,pagador,relationship(MANYTOONE),datos.rut,,,
gestion,poliza,planes_pago,relationship(ONETOMANY),gestion.plan_pago,,,
gestion,poliza,producto,relationship(MANYTOONE),operaciones.producto,,,
gestion,poliza,ramo,relationship(MANYTOONE),operaciones.ramo,,,
gestion,poliza,recotizaciones,relationship(ONETOMANY),cruce_tablas.recotizaciones_x_poliza,,,
gestion,poliza,registros_link,relationship(ONETOMANY),cruce_tablas.registros_x_polizas,,,
gestion,poliza,seguro,relationship(MANYTOONE),operaciones.seguro,,,
gestion,poliza,siniestros,relationship(ONETOMANY),gestion.siniestro,,,
gestion,poliza,solicitudes,relationship(ONETOMANY),gestion.solicitud,,,
gestion,poliza,verificador_traspaso,relationship(MANYTOONE),gestion.registro,,,
gestion,registro,archivos,String(500),,,,
gestion,registro,asegurado_id,Integer,datos.rut,,,
gestion,registro,clp_prima_afecta,"Numeric(14,2)",,,,
gestion,registro,clp_prima_exenta,"Numeric(14,2)",,,,
gestion,registro,comentarios,Text,,,,
gestion,registro,compania_id,Integer,operaciones.compania,,,
gestion,registro,condiciones,Text,,,,
gestion,registro,contratante_id,Integer,datos.rut,,,
gestion,registro,cot_aceptada_id,Integer,gestion.cotizacion,,,
gestion,registro,created_at,DateTime(tz),,,,
gestion,registro,ejecutivo_id,Integer,operaciones.ejecutivo,,,
gestion,registro,estado_inclusion,String(50),,,,
gestion,registro,estado_negocio,"Enum(pendiente, ok, cerrado)",,,,
gestion,registro,estado_prospecto,"Enum(pendiente, aceptado, rechazado, cerrado)",,,,
gestion,registro,estado_renovacion,String(50),,,,
gestion,registro,estado_traspaso,String(50),,,,
gestion,registro,fecha_inicio_vigencia,Date,,,,
gestion,registro,fecha_registro,Date,,,,
gestion,registro,fin_gestion,Date,,,,
gestion,registro,forma_pago,"Enum(directa, pac, pat, anual, semestral, trimestral…)",,,,
gestion,registro,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
gestion,registro,id,Integer,,,,
gestion,registro,moneda,"Enum(clp, uf, usd)",,,,
gestion,registro,n_cuotas,Integer,,,,
gestion,registro,n_inspeccion,String(50),,,,
gestion,registro,pagador_id,Integer,datos.rut,,,
gestion,registro,pct_comision_afecta,"Numeric(5,2)",,,,
gestion,registro,pct_comision_exenta,"Numeric(5,2)",,,,
gestion,registro,plan_id,Integer,operaciones.plan,,,
gestion,registro,poliza_id,Integer,gestion.poliza,,,
gestion,registro,producto_id,Integer,operaciones.producto,,,
gestion,registro,seguro_id,Integer,operaciones.seguro,,,
gestion,registro,tipo_inspeccion,String(50),,,,
gestion,registro,tipo_materia,"Enum(vehiculo, inmueble, vida_salud, otra)",,,,
gestion,registro,tipo_registro,"Enum(prospecto, negocio, renovacion, traspaso, inclusion)",,,,
gestion,registro,traspaso_info_1,String(300),,,,
gestion,registro,traspaso_info_2,String(300),,,,
gestion,registro,uf_prima_afecta,"Numeric(10,4)",,,,
gestion,registro,uf_prima_exenta,"Numeric(10,4)",,,,
gestion,registro,updated_at,DateTime(tz),,,,
gestion,registro,usd_prima_afecta,"Numeric(10,2)",,,,
gestion,registro,usd_prima_exenta,"Numeric(10,2)",,,,
gestion,registro,valor_cuota,"Numeric(14,2)",,,,
gestion,registro,asegurado,relationship(MANYTOONE),datos.rut,,,
gestion,registro,com_registros,relationship(ONETOMANY),comunicacion.com_registro,,,
gestion,registro,compania,relationship(MANYTOONE),operaciones.compania,,,
gestion,registro,contratante,relationship(MANYTOONE),datos.rut,,,
gestion,registro,cot_aceptada,relationship(MANYTOONE),gestion.cotizacion,,,
gestion,registro,cotizaciones,relationship(ONETOMANY),gestion.cotizacion,,,
gestion,registro,ejecutivo,relationship(MANYTOONE),operaciones.ejecutivo,,,
gestion,registro,grupo_cliente,relationship(MANYTOONE),grupos.grupo_cliente,,,
gestion,registro,materias_link,relationship(ONETOMANY),cruce_tablas.materias_x_registro,,,
gestion,registro,pagador,relationship(MANYTOONE),datos.rut,,,
gestion,registro,plan,relationship(MANYTOONE),operaciones.plan,,,
gestion,registro,poliza_directa,relationship(MANYTOONE),gestion.poliza,,,
gestion,registro,polizas_link,relationship(ONETOMANY),cruce_tablas.registros_x_polizas,,,
gestion,registro,producto,relationship(MANYTOONE),operaciones.producto,,,
gestion,registro,seguro,relationship(MANYTOONE),operaciones.seguro,,,
gestion,siniestro,carpeta,String(500),,,,
gestion,siniestro,comentarios,Text,,,,
gestion,siniestro,created_at,DateTime(tz),,,,
gestion,siniestro,denuncia,String(500),,,,
gestion,siniestro,estado_siniestro,String(50),,,,
gestion,siniestro,fecha_denuncia,Date,,,,
gestion,siniestro,fecha_siniestro,Date,,,,
gestion,siniestro,id,Integer,,,,
gestion,siniestro,materia_id,Integer,gestion.materia,,,
gestion,siniestro,monto,"Numeric(14,2)",,,,
gestion,siniestro,n_ref_liquidadora,String(50),,,,
gestion,siniestro,n_siniestro,String(50),,,,
gestion,siniestro,pago,String(50),,,,
gestion,siniestro,poliza_id,Integer,gestion.poliza,,,
gestion,siniestro,resolucion,String(300),,,,
gestion,siniestro,respaldo,String(500),,,,
gestion,siniestro,updated_at,DateTime(tz),,,,
gestion,siniestro,materia,relationship(MANYTOONE),gestion.materia,,,
gestion,siniestro,poliza,relationship(MANYTOONE),gestion.poliza,,,
gestion,solicitud,comentarios,Text,,,,
gestion,solicitud,compania_id,Integer,operaciones.compania,,,
gestion,solicitud,condiciones,Text,,,,
gestion,solicitud,contratante_id,Integer,datos.rut,,,
gestion,solicitud,cotizacion_id,Integer,gestion.cotizacion,,,
gestion,solicitud,created_at,DateTime(tz),,,,
gestion,solicitud,documento_id,Integer,gestion.documento,,,
gestion,solicitud,ejecutivo_id,Integer,operaciones.ejecutivo,,,
gestion,solicitud,fecha_emision,Date,,,,
gestion,solicitud,finalizada,Boolean,,,,
gestion,solicitud,glosa,String(300),,,,
gestion,solicitud,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
gestion,solicitud,id,Integer,,,,
gestion,solicitud,item,Integer,,,,
gestion,solicitud,movimiento,String(60),,,,
gestion,solicitud,n_endoso,String(50),,,,
gestion,solicitud,poliza_id,Integer,gestion.poliza,,,
gestion,solicitud,producto_id,Integer,operaciones.producto,,,
gestion,solicitud,ramo_id,Integer,operaciones.ramo,,,
gestion,solicitud,recibo,String(200),,,,
gestion,solicitud,tipo,String(60),,,,
gestion,solicitud,updated_at,DateTime(tz),,,,
gestion,solicitud,compania,relationship(MANYTOONE),operaciones.compania,,,
gestion,solicitud,contratante,relationship(MANYTOONE),datos.rut,,,
gestion,solicitud,cotizacion,relationship(MANYTOONE),gestion.cotizacion,,,
gestion,solicitud,documento,relationship(MANYTOONE),gestion.documento,,,
gestion,solicitud,ejecutivo,relationship(MANYTOONE),operaciones.ejecutivo,,,
gestion,solicitud,grupo_cliente,relationship(MANYTOONE),grupos.grupo_cliente,,,
gestion,solicitud,poliza,relationship(MANYTOONE),gestion.poliza,,,
gestion,solicitud,producto,relationship(MANYTOONE),operaciones.producto,,,
gestion,solicitud,ramo,relationship(MANYTOONE),operaciones.ramo,,,
contabilidad,cartola,banco_id,Integer,operaciones.banco,,,
contabilidad,cartola,created_at,DateTime(tz),,,,
contabilidad,cartola,cta_cte_id,Integer,contabilidad.cta_cte,,,
contabilidad,cartola,desde,Date,,,,
contabilidad,cartola,hasta,Date,,,,
contabilidad,cartola,id,Integer,,,,
contabilidad,cartola,numero,String(50),,,,
contabilidad,cartola,pdf_url,String(500),,,,
contabilidad,cartola,banco,relationship(MANYTOONE),operaciones.banco,,,
contabilidad,cartola,cta_cte,relationship(MANYTOONE),contabilidad.cta_cte,,,
contabilidad,cierre_mensual,comentarios,Text,,,,
contabilidad,cierre_mensual,created_at,DateTime(tz),,,,
contabilidad,cierre_mensual,glosa,String(300),,,,
contabilidad,cierre_mensual,id,Integer,,,,
contabilidad,cierre_mensual,monto,"Numeric(14,2)",,,,
contabilidad,cierre_mensual,periodo,String(20),,,,
contabilidad,contable,afecta,"Numeric(14,2)",,,,
contabilidad,contable,bruto,"Numeric(14,2)",,,,
contabilidad,contable,comentarios,Text,,,,
contabilidad,contable,created_at,DateTime(tz),,,,
contabilidad,contable,cta_cte_id,Integer,contabilidad.cta_cte,,,
contabilidad,contable,doc_ingresado,Boolean,,,,
contabilidad,contable,estado_documento,String(50),,,,
contabilidad,contable,exenta,"Numeric(14,2)",,,,
contabilidad,contable,fecha,Date,,,,
contabilidad,contable,glosa,String(300),,,,
contabilidad,contable,grupo_entidad_id,Integer,grupos.grupo_entidad,,,
contabilidad,contable,id,Integer,,,,
contabilidad,contable,iva,"Numeric(14,2)",,,,
contabilidad,contable,liquido,"Numeric(14,2)",,,,
contabilidad,contable,n_ingreso,String(50),,,,
contabilidad,contable,numero,String(50),,,,
contabilidad,contable,origen_dinero,String(100),,,,
contabilidad,contable,previred,"Numeric(14,2)",,,,
contabilidad,contable,retencion,"Numeric(14,2)",,,,
contabilidad,contable,sueldo,"Numeric(14,2)",,,,
contabilidad,contable,tipo_compra,String(50),,,,
contabilidad,contable,tipo_documento,String(60),,,,
contabilidad,contable,tipo_factura,String(60),,,,
contabilidad,contable,tipo_movimiento,String(50),,,,
contabilidad,contable,total,"Numeric(14,2)",,,,
contabilidad,contable,comisiones_link,relationship(ONETOMANY),cruce_tablas.facturas_x_comision,,,
contabilidad,contable,cta_cte,relationship(MANYTOONE),contabilidad.cta_cte,,,
contabilidad,contable,grupo_entidad,relationship(MANYTOONE),grupos.grupo_entidad,,,
contabilidad,cta_cte,abonos,"Numeric(14,2)",,,,
contabilidad,cta_cte,banco_id,Integer,operaciones.banco,,,
contabilidad,cta_cte,cargos,"Numeric(14,2)",,,,
contabilidad,cta_cte,cartola_ref,String(200),,,,
contabilidad,cta_cte,categoria,String(100),,,,
contabilidad,cta_cte,created_at,DateTime(tz),,,,
contabilidad,cta_cte,descripcion,Text,,,,
contabilidad,cta_cte,detalle,String(300),,,,
contabilidad,cta_cte,fecha,Date,,,,
contabilidad,cta_cte,id,Integer,,,,
contabilidad,cta_cte,monto,"Numeric(14,2)",,,,
contabilidad,cta_cte,n_doc,String(50),,,,
contabilidad,cta_cte,n_identificador,String(60),,,,
contabilidad,cta_cte,rut_id,Integer,datos.rut,,,
contabilidad,cta_cte,saldo_diario,"Numeric(14,2)",,,,
contabilidad,cta_cte,tipo_ingreso,String(60),,,,
contabilidad,cta_cte,tipo_movimiento,String(60),,,,
contabilidad,cta_cte,tipo_transaccion,String(60),,,,
contabilidad,cta_cte,banco,relationship(MANYTOONE),operaciones.banco,,,
contabilidad,cta_cte,cartolas,relationship(ONETOMANY),contabilidad.cartola,,,
contabilidad,cta_cte,contables,relationship(ONETOMANY),contabilidad.contable,,,
contabilidad,cta_cte,rut,relationship(MANYTOONE),datos.rut,,,
contabilidad,fecu,comentarios,Text,,,,
contabilidad,fecu,compania_id,Integer,operaciones.compania,,,
contabilidad,fecu,created_at,DateTime(tz),,,,
contabilidad,fecu,glosa,String(300),,,,
contabilidad,fecu,id,Integer,,,,
contabilidad,fecu,monto,"Numeric(14,2)",,,,
contabilidad,fecu,periodo,String(20),,,,
contabilidad,fecu,tipo,String(50),,,,
contabilidad,fecu,compania,relationship(MANYTOONE),operaciones.compania,,,
contabilidad,fondo,comentarios,Text,,,,
contabilidad,fondo,created_at,DateTime(tz),,,,
contabilidad,fondo,fecha,Date,,,,
contabilidad,fondo,id,Integer,,,,
contabilidad,fondo,monto,"Numeric(14,2)",,,,
contabilidad,fondo,nombre,String(150),,,,
contabilidad,liquidacion,created_at,DateTime(tz),,,,
contabilidad,liquidacion,fecha,Date,,,,
contabilidad,liquidacion,fecha_pago,Date,,,,
contabilidad,liquidacion,glosa,String(300),,,,
contabilidad,liquidacion,id,Integer,,,,
contabilidad,liquidacion,monto_neto,"Numeric(14,2)",,,,
contabilidad,liquidacion,n_liquidacion,String(50),,,,
contabilidad,liquidacion,partner_id,Integer,operaciones.partner,,,
contabilidad,liquidacion,pdf_url,String(500),,,,
contabilidad,liquidacion,documentos_link,relationship(ONETOMANY),cruce_tablas.documentos_x_liquidacion,,,
contabilidad,liquidacion,partner,relationship(MANYTOONE),operaciones.partner,,,
contabilidad,pago_cliente,comentarios,Text,,,,
contabilidad,pago_cliente,created_at,DateTime(tz),,,,
contabilidad,pago_cliente,fecha,Date,,,,
contabilidad,pago_cliente,id,Integer,,,,
contabilidad,pago_cliente,medio_pago,String(60),,,,
contabilidad,pago_cliente,monto,"Numeric(14,2)",,,,
contabilidad,pago_cliente,referencia,String(100),,,,
contabilidad,pago_cliente,rut_id,Integer,datos.rut,,,
contabilidad,pago_cliente,rut,relationship(MANYTOONE),datos.rut,,,
contabilidad,ppm,base,"Numeric(14,2)",,,,
contabilidad,ppm,comentarios,Text,,,,
contabilidad,ppm,created_at,DateTime(tz),,,,
contabilidad,ppm,fecha_pago,Date,,,,
contabilidad,ppm,id,Integer,,,,
contabilidad,ppm,monto,"Numeric(14,2)",,,,
contabilidad,ppm,periodo,String(20),,,,
contabilidad,ppm,tasa,"Numeric(5,4)",,,,
contabilidad,presupuesto,categoria,String(100),,,,
contabilidad,presupuesto,comentarios,Text,,,,
contabilidad,presupuesto,created_at,DateTime(tz),,,,
contabilidad,presupuesto,id,Integer,,,,
contabilidad,presupuesto,monto_presupuestado,"Numeric(14,2)",,,,
contabilidad,presupuesto,monto_real,"Numeric(14,2)",,,,
contabilidad,presupuesto,periodo,String(20),,,,
contabilidad,presupuesto,variacion,"Numeric(14,2)",,,,
agenda,categoria,categoria,String(150),,,,
agenda,categoria,created_at,DateTime(tz),,,,
agenda,categoria,id,Integer,,,,
agenda,categoria,obligaciones,relationship(ONETOMANY),agenda.obligacion,,,
agenda,categoria,tareas,relationship(ONETOMANY),agenda.tarea,,,
agenda,obligacion,activa,Boolean,,,,
agenda,obligacion,categoria_id,Integer,agenda.categoria,,,
agenda,obligacion,compania_id,Integer,operaciones.compania,,,
agenda,obligacion,created_at,DateTime(tz),,,,
agenda,obligacion,descripcion,Text,,,,
agenda,obligacion,dia_del_mes,Integer,,,,
agenda,obligacion,dia_semana,String(15),,,,
agenda,obligacion,dias_anticipacion,Integer,,,,
agenda,obligacion,fecha_fin,Date,,,,
agenda,obligacion,fecha_inicio,Date,,,,
agenda,obligacion,frecuencia,String(30),,,,
agenda,obligacion,gestor_id,Integer,operaciones.gestor,,,
agenda,obligacion,grupo_entidad_id,Integer,grupos.grupo_entidad,,,
agenda,obligacion,id,Integer,,,,
agenda,obligacion,intervalo,Integer,,,,
agenda,obligacion,mes_del_anio,Integer,,,,
agenda,obligacion,nombre,String(200),,,,
agenda,obligacion,partner_id,Integer,operaciones.partner,,,
agenda,obligacion,poliza_id,Integer,gestion.poliza,,,
agenda,obligacion,prioridad,String(20),,,,
agenda,obligacion,ultima_generacion,Date,,,,
agenda,obligacion,updated_at,DateTime(tz),,,,
agenda,obligacion,categoria,relationship(MANYTOONE),agenda.categoria,,,
agenda,obligacion,compania,relationship(MANYTOONE),operaciones.compania,,,
agenda,obligacion,gestor,relationship(MANYTOONE),operaciones.gestor,,,
agenda,obligacion,grupo_entidad,relationship(MANYTOONE),grupos.grupo_entidad,,,
agenda,obligacion,partner,relationship(MANYTOONE),operaciones.partner,,,
agenda,obligacion,poliza,relationship(MANYTOONE),gestion.poliza,,,
agenda,obligacion,tareas,relationship(ONETOMANY),agenda.tarea,,,
agenda,tarea,activo,Boolean,,,,
agenda,tarea,categoria_id,Integer,agenda.categoria,,,
agenda,tarea,compania_id,Integer,operaciones.compania,,,
agenda,tarea,completado,Boolean,,,,
agenda,tarea,created_at,DateTime(tz),,,,
agenda,tarea,descripcion,Text,,,,
agenda,tarea,dias_anticipacion,Integer,,,,
agenda,tarea,fecha_completado,Date,,,,
agenda,tarea,fecha_fin,Date,,,,
agenda,tarea,fecha_inicio,Date,,,,
agenda,tarea,fecha_vencimiento,Date,,,,
agenda,tarea,gestor_id,Integer,operaciones.gestor,,,
agenda,tarea,grupo_entidad_id,Integer,grupos.grupo_entidad,,,
agenda,tarea,id,Integer,,,,
agenda,tarea,obligacion_id,Integer,agenda.obligacion,,,
agenda,tarea,partner_id,Integer,operaciones.partner,,,
agenda,tarea,poliza_id,Integer,gestion.poliza,,,
agenda,tarea,prioridad,String(20),,,,
agenda,tarea,tipo,String(60),,,,
agenda,tarea,titulo,String(200),,,,
agenda,tarea,updated_at,DateTime(tz),,,,
agenda,tarea,categoria,relationship(MANYTOONE),agenda.categoria,,,
agenda,tarea,compania,relationship(MANYTOONE),operaciones.compania,,,
agenda,tarea,gestor,relationship(MANYTOONE),operaciones.gestor,,,
agenda,tarea,grupo_entidad,relationship(MANYTOONE),grupos.grupo_entidad,,,
agenda,tarea,obligacion,relationship(MANYTOONE),agenda.obligacion,,,
agenda,tarea,partner,relationship(MANYTOONE),operaciones.partner,,,
agenda,tarea,poliza,relationship(MANYTOONE),gestion.poliza,,,
comunicacion,com_cliente,asunto,String(300),,,,
comunicacion,com_cliente,cargar,Boolean,,,,
comunicacion,com_cliente,cc_correos,String(300),,,,
comunicacion,com_cliente,cc_envio,String(300),,,,
comunicacion,com_cliente,comentarios,Text,,,,
comunicacion,com_cliente,correo_cliente,String(150),,,,
comunicacion,com_cliente,created_at,DateTime(tz),,,,
comunicacion,com_cliente,cuerpo_final,Text,,,,
comunicacion,com_cliente,cuerpo_inicial,Text,,,,
comunicacion,com_cliente,enviado,Boolean,,,,
comunicacion,com_cliente,estado,String(50),,,,
comunicacion,com_cliente,fecha,Date,,,,
comunicacion,com_cliente,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
comunicacion,com_cliente,html,Text,,,,
comunicacion,com_cliente,id,Integer,,,,
comunicacion,com_cliente,impresion,String(500),,,,
comunicacion,com_cliente,n_envios,Integer,,,,
comunicacion,com_cliente,pdf_url,String(500),,,,
comunicacion,com_cliente,respuesta,Text,,,,
comunicacion,com_cliente,tipo_envio,String(60),,,,
comunicacion,com_cliente,grupo_cliente,relationship(MANYTOONE),grupos.grupo_cliente,,,
comunicacion,com_cliente,items_link,relationship(ONETOMANY),cruce_tablas.items_x_envio_cliente,,,
comunicacion,com_cobranza,asunto,String(300),,,,
comunicacion,com_cobranza,cobranza_id,Integer,gestion.cobranza,,,
comunicacion,com_cobranza,comentarios,Text,,,,
comunicacion,com_cobranza,contratante_id,Integer,datos.rut,,,
comunicacion,com_cobranza,created_at,DateTime(tz),,,,
comunicacion,com_cobranza,cuerpo,Text,,,,
comunicacion,com_cobranza,enviado,Boolean,,,,
comunicacion,com_cobranza,fecha,Date,,,,
comunicacion,com_cobranza,grupo_cliente_id,Integer,grupos.grupo_cliente,,,
comunicacion,com_cobranza,id,Integer,,,,
comunicacion,com_cobranza,cobranza,relationship(MANYTOONE),gestion.cobranza,,,
comunicacion,com_comision,asunto,String(300),,,,
comunicacion,com_comision,comentarios,Text,,,,
comunicacion,com_comision,comision_id,Integer,gestion.comision,,,
comunicacion,com_comision,created_at,DateTime(tz),,,,
comunicacion,com_comision,cuerpo,Text,,,,
comunicacion,com_comision,enviado,Boolean,,,,
comunicacion,com_comision,fecha,Date,,,,
comunicacion,com_comision,id,Integer,,,,
comunicacion,com_comision,comision,relationship(MANYTOONE),gestion.comision,,,
comunicacion,com_documento,asunto,String(300),,,,
comunicacion,com_documento,cargar,Boolean,,,,
comunicacion,com_documento,cc_correos,String(300),,,,
comunicacion,com_documento,cc_envio,String(300),,,,
comunicacion,com_documento,comentarios,Text,,,,
comunicacion,com_documento,correo_destinatario,String(200),,,,
comunicacion,com_documento,created_at,DateTime(tz),,,,
comunicacion,com_documento,cuerpo_final,Text,,,,
comunicacion,com_documento,cuerpo_inicial,Text,,,,
comunicacion,com_documento,documento_id,Integer,gestion.documento,,,
comunicacion,com_documento,enviado,Boolean,,,,
comunicacion,com_documento,fecha,Date,,,,
comunicacion,com_documento,html,Text,,,,
comunicacion,com_documento,id,Integer,,,,
comunicacion,com_documento,impresion,String(500),,,,
comunicacion,com_documento,n_envios,Integer,,,,
comunicacion,com_documento,pdf_url,String(500),,,,
comunicacion,com_documento,respuesta,Text,,,,
comunicacion,com_documento,documento,relationship(MANYTOONE),gestion.documento,,,
comunicacion,com_liquidacion,asunto,String(300),,,,
comunicacion,com_liquidacion,comentarios,Text,,,,
comunicacion,com_liquidacion,created_at,DateTime(tz),,,,
comunicacion,com_liquidacion,cuerpo,Text,,,,
comunicacion,com_liquidacion,enviado,Boolean,,,,
comunicacion,com_liquidacion,fecha,Date,,,,
comunicacion,com_liquidacion,id,Integer,,,,
comunicacion,com_liquidacion,partner_id,Integer,operaciones.partner,,,
comunicacion,com_materia,asunto,String(300),,,,
comunicacion,com_materia,comentarios,Text,,,,
comunicacion,com_materia,created_at,DateTime(tz),,,,
comunicacion,com_materia,cuerpo,Text,,,,
